step,action_count,motor_16_target,motor_17_target,motor_18_target,motor_19_target,motor_16_position,motor_17_position,motor_18_position,motor_19_position,motor_16_error,motor_17_error,motor_18_error,motor_19_error,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp,motor_16_action,motor_17_action,motor_18_action,motor_19_action
1,1166,-2973,5918,4744,5521,-2971,5919,4743,5523,-2,-1,1,-2,-13.0,0.0,16.0,-3.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,23.0,-0.37673255801200867,0.8710042238235474,0.3316916525363922,0.9033126831054688
2,1167,-3015,6044,4682,5611,-3015,6044,4682,5612,0,0,0,-1,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,23.0,-0.2847304344177246,0.8404515981674194,-0.41902679204940796,0.6043232679367065
3,1168,-3021,6037,4679,5587,-3021,6037,4679,5588,0,0,0,-1,0.0,0.0,0.0,-1.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,23.0,-0.2179078310728073,-0.2586420476436615,-0.1325586438179016,-0.8046395778656006
4,1169,-3101,6114,4592,5602,-3101,6112,4593,5602,0,2,-1,0,0.0,12.0,0.0,10.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,23.0,-0.5372899174690247,0.5148277878761292,-0.580467164516449,0.10532127320766449
5,1170,-3129,6101,4528,5689,-3129,6102,4528,5689,0,-1,0,0,0.0,-12.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,23.0,-0.9581435322761536,-0.4631524085998535,-0.42957890033721924,0.5849982500076294
6,1171,-3064,6230,4545,5678,-3064,6230,4546,5678,0,0,-1,0,0.0,11.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,23.0,0.43625128269195557,0.8630458116531372,0.11969971656799316,-0.07893634587526321
7,1172,-3093,6308,4611,5573,-3094,6306,4612,5574,1,2,-1,-1,2.0,11.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,23.0,-0.19842490553855896,0.5222142934799194,0.44321519136428833,-0.700308084487915
8,1173,-2998,6201,4582,5548,-2997,6201,4583,5549,-1,0,-1,-1,-5.0,12.0,0.0,-1.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,23.0,0.6345845460891724,-0.7136663794517517,-0.968920886516571,-0.8539883494377136
9,1174,-3027,6179,4722,5407,-3027,6180,4721,5408,0,-1,1,-1,0.0,0.0,16.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,23.0,-0.9919037818908691,-0.7571327686309814,0.9372201561927795,-0.9448775053024292
10,1175,-3050,6167,4707,5403,-3050,6168,4707,5404,0,-1,0,-1,0.0,-3.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,23.0,-0.792400598526001,-0.4112579822540283,-0.5036634802818298,-0.14600056409835815
11,1176,-3015,6033,4667,5455,-3015,6031,4668,5454,0,2,-1,1,0.0,12.0,0.0,11.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,23.0,0.23878085613250732,-0.8936620950698853,-0.26887449622154236,0.34994909167289734
12,1177,-3001,5960,4667,5426,-3000,5961,4668,5428,-1,-1,-1,-2,0.0,0.0,0.0,-11.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,23.0,0.09753579646348953,-0.48751556873321533,-0.017449738457798958,-0.9730812907218933
13,1178,-2904,5827,4643,5403,-2904,5827,4645,5404,0,0,-2,-1,-8.0,11.0,-1.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,23.0,0.6481176614761353,-0.8883634805679321,-0.8165026307106018,-0.7831153869628906
14,1179,-2786,5893,4652,5397,-2785,5894,4653,5404,-1,-1,-1,-7,0.0,0.0,0.0,-12.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,23.0,0.7869561910629272,0.4465353190898895,0.062028661370277405,-0.042327966541051865
15,1180,-2927,5923,4510,5511,-2927,5924,4510,5512,0,-1,0,-1,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,23.0,-0.9404447078704834,0.2065783590078354,-0.9510260820388794,0.7625069618225098
