step,action_count,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp
1,6669,0.0,13.0,-15.0,-14.0,5.2,5.2,5.2,5.3,24.0,22.0,22.0,22.0
2,6670,-13.0,13.0,15.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
3,6671,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
4,6672,0.0,12.0,-15.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
5,6673,0.0,13.0,15.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
6,6674,0.0,13.0,-1.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
7,6675,0.0,12.0,-16.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
8,6676,-14.0,12.0,-14.0,-16.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
9,6677,-14.0,13.0,-16.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
10,6678,0.0,13.0,15.0,14.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
11,6679,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.3,24.0,22.0,22.0,22.0
12,6680,-1.0,0.0,0.0,-2.0,5.2,5.3,5.2,5.2,24.0,22.0,22.0,22.0
13,6681,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
14,6682,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
15,6683,-14.0,-1.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
16,6684,-14.0,-13.0,13.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
17,6685,-14.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
18,6686,0.0,0.0,0.0,14.0,5.2,5.2,5.2,5.3,24.0,22.0,22.0,22.0
19,6687,-13.0,13.0,15.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
20,6688,13.0,14.0,-11.0,-15.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
21,6689,0.0,13.0,16.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
22,6690,0.0,13.0,0.0,-14.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
23,6691,-14.0,13.0,-17.0,-15.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
24,6692,-14.0,0.0,0.0,-15.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
25,6693,0.0,13.0,0.0,-15.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
26,6694,-13.0,0.0,0.0,-15.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
27,6695,0.0,13.0,14.0,-14.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
28,6696,0.0,-13.0,15.0,-15.0,5.2,5.2,5.2,5.3,24.0,22.0,22.0,22.0
29,6697,0.0,14.0,0.0,-14.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
30,6698,0.0,13.0,-1.0,-15.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
31,6699,0.0,13.0,-1.0,-15.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
32,6700,-13.0,0.0,16.0,0.0,5.2,5.2,5.2,5.3,24.0,22.0,22.0,22.0
33,6701,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
34,6702,0.0,13.0,-5.0,-11.0,5.2,5.2,5.2,5.3,24.0,22.0,22.0,22.0
35,6703,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
36,6704,-13.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
37,6705,0.0,13.0,5.0,14.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
38,6706,0.0,14.0,0.0,-1.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
39,6707,0.0,13.0,-2.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
40,6708,-13.0,14.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
41,6709,0.0,14.0,-15.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
42,6710,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
43,6711,-13.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
44,6712,-13.0,14.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
45,6713,-13.0,14.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
46,6714,0.0,13.0,15.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
47,6715,0.0,-13.0,1.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
48,6716,-13.0,12.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
49,6717,-15.0,-6.0,-1.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
50,6718,-13.0,-13.0,-3.0,-15.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
51,6719,-14.0,13.0,0.0,-1.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
52,6720,-7.0,12.0,15.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
53,6721,0.0,0.0,0.0,9.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
54,6722,0.0,12.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
55,6723,0.0,12.0,0.0,-1.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
56,6724,11.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
57,6725,-11.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
58,6726,0.0,13.0,-4.0,-14.0,5.2,5.2,5.2,5.3,24.0,22.0,22.0,22.0
59,6727,0.0,12.0,-7.0,0.0,5.2,5.2,5.2,5.3,24.0,22.0,22.0,22.0
60,6728,0.0,12.0,-16.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
61,6729,0.0,12.0,-16.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
62,6730,0.0,13.0,-15.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
63,6731,0.0,0.0,-8.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
64,6732,0.0,-12.0,15.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
65,6733,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
66,6734,0.0,0.0,-7.0,-14.0,5.2,5.3,5.2,5.2,24.0,22.0,22.0,22.0
67,6735,0.0,13.0,-2.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
68,6736,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.3,24.0,22.0,22.0,22.0
69,6737,0.0,14.0,0.0,15.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
70,6738,0.0,13.0,-16.0,-6.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
71,6739,12.0,13.0,15.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
72,6740,0.0,13.0,-5.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
73,6741,13.0,13.0,-14.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
74,6742,13.0,13.0,-16.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
75,6743,0.0,14.0,14.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
76,6744,0.0,12.0,2.0,-15.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
77,6745,0.0,13.0,0.0,-15.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
78,6746,13.0,0.0,-1.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
79,6747,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
80,6748,10.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
81,6749,14.0,2.0,0.0,-14.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
82,6750,0.0,12.0,0.0,-14.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
83,6751,1.0,0.0,0.0,-15.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
84,6752,13.0,14.0,15.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
85,6753,0.0,13.0,-2.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
86,6754,0.0,-2.0,0.0,-14.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
87,6755,0.0,-12.0,-17.0,-14.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
88,6756,0.0,12.0,-15.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
89,6757,0.0,13.0,14.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
90,6758,0.0,13.0,-10.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
91,6759,0.0,13.0,-15.0,-13.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
92,6760,0.0,12.0,0.0,-14.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
93,6761,0.0,13.0,14.0,-15.0,5.2,5.2,5.2,5.3,24.0,22.0,22.0,22.0
94,6762,0.0,13.0,-2.0,-14.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
95,6763,0.0,13.0,0.0,15.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,23.0
96,6764,0.0,0.0,0.0,-14.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
97,6765,-14.0,13.0,0.0,-14.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,23.0
98,6766,0.0,13.0,15.0,-15.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,23.0
99,6767,0.0,13.0,-2.0,-15.0,5.2,5.2,5.2,5.3,24.0,22.0,22.0,23.0
100,6768,7.0,14.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,23.0
101,6769,0.0,14.0,15.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,23.0
102,6770,0.0,14.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,23.0
103,6771,10.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,23.0
104,6772,0.0,14.0,0.0,-15.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,23.0
105,6773,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,23.0
106,6774,0.0,13.0,15.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,23.0
107,6775,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,23.0
108,6776,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
109,6777,0.0,12.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,23.0
110,6778,0.0,12.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
111,6779,0.0,13.0,0.0,3.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
112,6780,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
113,6781,0.0,12.0,-1.0,4.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,23.0
114,6782,12.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
115,6783,13.0,13.0,15.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
116,6784,0.0,13.0,0.0,-15.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
117,6785,-5.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
118,6786,0.0,12.0,-2.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
119,6787,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.3,24.0,22.0,22.0,22.0
120,6788,0.0,13.0,-1.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
121,6789,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
122,6790,-1.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
123,6791,0.0,13.0,14.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
124,6792,0.0,12.0,16.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
125,6793,5.0,12.0,15.0,-15.0,5.2,5.2,5.2,5.3,24.0,22.0,22.0,22.0
