step,action_count,motor_16_target,motor_17_target,motor_18_target,motor_19_target,motor_16_position,motor_17_position,motor_18_position,motor_19_position,motor_16_error,motor_17_error,motor_18_error,motor_19_error,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp,motor_16_action,motor_17_action,motor_18_action,motor_19_action
1,201,915,6048,-1511,13071,915,6048,-1510,13071,0,0,-1,0,4.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,31.0,28.0,22.0,23.0,-0.6100012063980103,-0.8916438221931458,-0.9356210231781006,0.4260801076889038
2,202,948,5911,-1614,13097,948,5911,-1613,13097,0,0,-1,0,0.0,12.0,0.0,3.0,5.2,5.2,5.2,5.2,31.0,28.0,22.0,23.0,0.22496718168258667,-0.9156148433685303,-0.6883276700973511,0.1787201166152954
3,203,942,5888,-1640,13092,942,5890,-1639,13093,0,-2,-1,-1,0.0,-3.0,0.0,-12.0,5.2,5.2,5.2,5.2,31.0,28.0,22.0,23.0,-0.2009158879518509,-0.793651282787323,-0.8959685564041138,-0.1852729171514511
4,204,929,5859,-1668,13087,929,5860,-1668,13093,0,-1,0,-6,0.0,0.0,0.0,-12.0,5.2,5.2,5.2,5.2,30.0,28.0,22.0,23.0,-0.4389389157295227,-0.9673318266868591,-0.9659855961799622,-0.1730916053056717
5,205,1046,5741,-1676,13062,1046,5741,-1676,13062,0,0,0,0,0.0,12.0,0.0,0.0,5.2,5.2,5.2,5.2,30.0,27.0,22.0,23.0,0.7812007069587708,-0.7881872653961182,-0.29694679379463196,-0.8407080173492432
6,206,1195,5654,-1698,13035,1195,5654,-1698,13035,0,0,0,0,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,30.0,27.0,22.0,23.0,0.9940677881240845,-0.5827006101608276,-0.7512693405151367,-0.9120950102806091
7,207,1077,5696,-1562,12988,1077,5697,-1563,12989,0,-1,1,-1,0.0,0.0,15.0,0.0,5.2,5.2,5.2,5.2,30.0,27.0,22.0,23.0,-0.7919387221336365,0.2802075147628784,0.9127805233001709,-0.31940507888793945
8,208,1065,5677,-1587,12962,1065,5677,-1587,12963,0,0,0,-1,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,30.0,27.0,22.0,23.0,-0.4270284175872803,-0.6631838083267212,-0.8620800971984863,-0.8766351342201233
9,209,1180,5782,-1473,12958,1180,5782,-1473,12961,0,0,0,-3,-4.0,0.0,4.0,-11.0,5.2,5.2,5.2,5.2,30.0,27.0,22.0,23.0,0.7709602117538452,0.704211950302124,0.7612852454185486,-0.03126451373100281
10,210,1319,5637,-1329,12868,1320,5636,-1329,12868,-1,1,0,0,0.0,9.0,0.0,0.0,5.2,5.2,5.2,5.2,30.0,27.0,22.0,23.0,0.9267077445983887,-0.9716008901596069,0.9662829637527466,-0.6004918813705444
