step,action_count,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp
1,7069,29.0,50.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,24.0,22.0,22.0
2,7070,19.0,137.0,0.0,0.0,5.2,5.2,4.9,5.2,24.0,24.0,22.0,22.0
3,7071,39.0,136.0,0.0,0.0,5.2,5.2,5.1,5.2,24.0,24.0,22.0,22.0
4,7072,62.0,139.0,0.0,0.0,5.2,5.0,5.1,5.1,24.0,24.0,22.0,22.0
5,7073,111.0,142.0,-2.0,0.0,5.1,5.0,4.9,5.0,24.0,24.0,22.0,22.0
6,7074,31.0,142.0,15.0,0.0,5.2,5.1,5.2,5.2,24.0,24.0,22.0,22.0
7,7075,16.0,136.0,0.0,0.0,5.2,5.2,5.0,5.2,24.0,24.0,22.0,22.0
8,7076,39.0,136.0,0.0,0.0,5.2,5.2,5.1,5.2,24.0,24.0,22.0,22.0
9,7077,15.0,119.0,15.0,0.0,5.2,5.2,5.0,5.2,24.0,24.0,22.0,22.0
10,7078,60.0,121.0,14.0,0.0,5.2,5.2,5.0,5.1,24.0,24.0,22.0,22.0
11,7079,100.0,125.0,-4.0,0.0,5.1,5.0,5.1,5.1,25.0,24.0,22.0,22.0
12,7080,129.0,130.0,15.0,0.0,5.0,5.0,4.9,4.9,25.0,24.0,22.0,22.0
13,7081,39.0,131.0,0.0,0.0,5.2,5.2,5.2,5.2,25.0,24.0,22.0,22.0
14,7082,127.0,129.0,0.0,0.0,5.2,5.0,5.0,5.2,25.0,24.0,22.0,22.0
15,7083,75.0,129.0,0.0,0.0,5.1,5.2,4.9,5.2,25.0,24.0,22.0,22.0
16,7084,82.0,65.0,0.0,0.0,5.2,5.1,5.2,5.0,25.0,24.0,22.0,22.0
17,7085,76.0,55.0,13.0,0.0,5.2,5.2,5.2,5.2,25.0,24.0,22.0,22.0
18,7086,53.0,171.0,0.0,0.0,5.2,5.1,5.1,5.2,25.0,24.0,22.0,22.0
19,7087,18.0,49.0,0.0,0.0,5.2,5.2,5.2,5.2,25.0,24.0,22.0,22.0
20,7088,16.0,141.0,0.0,0.0,5.2,5.0,5.1,5.2,25.0,24.0,22.0,22.0
21,7089,30.0,145.0,15.0,0.0,5.2,5.1,5.0,5.2,25.0,24.0,22.0,22.0
22,7090,57.0,214.0,0.0,-15.0,5.2,5.0,5.1,5.0,25.0,24.0,22.0,22.0
23,7091,88.0,137.0,0.0,-15.0,5.1,5.2,5.0,5.2,25.0,24.0,22.0,22.0
24,7092,110.0,181.0,0.0,-15.0,5.0,5.0,4.9,5.1,25.0,25.0,22.0,22.0
25,7093,135.0,221.0,0.0,-13.0,5.0,5.0,5.1,5.1,25.0,25.0,22.0,22.0
26,7094,119.0,221.0,0.0,-5.0,5.0,5.0,5.0,5.2,25.0,25.0,22.0,22.0
27,7095,19.0,221.0,0.0,-14.0,5.2,4.9,5.0,5.2,25.0,25.0,22.0,22.0
28,7096,66.0,220.0,0.0,-15.0,5.1,4.9,5.1,5.2,25.0,25.0,22.0,22.0
29,7097,130.0,219.0,0.0,0.0,5.1,4.9,5.1,5.2,25.0,25.0,22.0,22.0
30,7098,161.0,219.0,0.0,-15.0,5.1,5.0,4.9,5.2,25.0,25.0,22.0,22.0
31,7099,98.0,113.0,15.0,0.0,5.1,5.1,5.1,5.2,25.0,25.0,22.0,23.0
32,7100,44.0,219.0,0.0,14.0,5.1,5.0,5.1,5.2,25.0,25.0,22.0,22.0
33,7101,18.0,214.0,0.0,0.0,5.2,5.0,5.1,5.2,26.0,26.0,22.0,22.0
34,7102,14.0,213.0,0.0,0.0,5.2,4.9,5.1,5.2,26.0,26.0,22.0,22.0
35,7103,45.0,211.0,0.0,0.0,5.1,5.0,5.1,5.2,25.0,26.0,22.0,22.0
36,7104,15.0,211.0,0.0,-11.0,5.1,5.1,4.8,5.2,25.0,26.0,22.0,22.0
37,7105,16.0,130.0,0.0,0.0,5.2,5.0,5.1,5.2,25.0,26.0,22.0,22.0
38,7106,14.0,58.0,0.0,14.0,5.2,5.2,5.2,5.2,25.0,26.0,22.0,22.0
39,7107,19.0,15.0,-5.0,0.0,5.2,5.2,5.2,5.2,25.0,26.0,22.0,22.0
40,7108,45.0,80.0,-2.0,0.0,5.2,5.2,5.2,5.2,25.0,26.0,22.0,22.0
41,7109,15.0,150.0,14.0,0.0,5.2,5.0,5.0,5.2,25.0,26.0,22.0,22.0
42,7110,59.0,58.0,0.0,0.0,5.2,5.2,5.1,5.2,26.0,26.0,22.0,22.0
43,7111,105.0,156.0,-3.0,0.0,5.0,5.1,5.1,5.2,26.0,26.0,22.0,22.0
44,7112,146.0,161.0,15.0,0.0,4.9,5.0,5.1,5.0,26.0,26.0,22.0,22.0
45,7113,162.0,163.0,16.0,15.0,5.2,5.0,5.1,5.0,26.0,26.0,22.0,22.0
46,7114,78.0,53.0,-2.0,-14.0,5.2,5.1,5.2,5.2,26.0,26.0,22.0,22.0
47,7115,81.0,74.0,-2.0,-5.0,5.1,5.2,5.2,5.0,26.0,26.0,22.0,22.0
48,7116,117.0,264.0,14.0,0.0,5.1,5.0,4.8,5.2,26.0,26.0,22.0,22.0
49,7117,167.0,217.0,-7.0,-2.0,5.1,5.0,4.8,5.2,26.0,26.0,22.0,22.0
50,7118,131.0,263.0,15.0,0.0,5.1,4.8,4.7,5.0,26.0,26.0,22.0,22.0
51,7119,96.0,334.0,14.0,-4.0,5.0,5.0,5.0,5.2,26.0,26.0,22.0,22.0
52,7120,69.0,203.0,14.0,0.0,5.1,5.0,5.0,5.2,26.0,26.0,22.0,22.0
53,7121,107.0,340.0,0.0,-15.0,5.1,5.0,4.8,5.1,26.0,27.0,22.0,22.0
54,7122,142.0,337.0,-1.0,0.0,4.9,4.9,4.7,5.2,26.0,27.0,22.0,22.0
55,7123,78.0,339.0,0.0,-14.0,5.1,5.0,5.0,5.1,26.0,27.0,22.0,22.0
56,7124,94.0,339.0,15.0,0.0,5.1,4.9,5.0,5.2,26.0,27.0,22.0,22.0
57,7125,63.0,338.0,0.0,0.0,5.1,4.7,4.7,5.1,26.0,27.0,22.0,22.0
58,7126,71.0,337.0,15.0,-2.0,5.1,4.7,4.7,5.2,26.0,28.0,22.0,22.0
59,7127,131.0,339.0,9.0,0.0,4.9,4.7,5.0,5.0,26.0,28.0,22.0,22.0
60,7128,168.0,341.0,15.0,0.0,5.1,4.9,4.6,4.9,26.0,28.0,22.0,22.0
61,7129,204.0,212.0,0.0,0.0,5.1,4.9,4.8,4.8,26.0,28.0,22.0,22.0
62,7130,36.0,344.0,0.0,-1.0,5.1,5.0,4.7,5.2,26.0,28.0,22.0,22.0
63,7131,55.0,342.0,16.0,0.0,5.1,4.9,5.0,5.2,26.0,28.0,22.0,22.0
64,7132,25.0,341.0,0.0,0.0,5.2,4.9,5.0,5.2,26.0,28.0,22.0,22.0
65,7133,180.0,339.0,0.0,0.0,5.0,4.7,4.8,5.2,26.0,29.0,22.0,22.0
66,7134,166.0,338.0,14.0,0.0,5.1,4.7,4.8,4.9,26.0,29.0,22.0,22.0
67,7135,247.0,341.0,15.0,0.0,5.0,4.7,4.9,4.9,26.0,29.0,22.0,22.0
68,7136,302.0,340.0,0.0,0.0,5.0,4.9,4.8,4.8,27.0,29.0,22.0,22.0
69,7137,113.0,340.0,0.0,0.0,5.1,5.0,4.9,5.2,27.0,29.0,22.0,22.0
70,7138,81.0,341.0,0.0,0.0,5.1,4.7,4.7,5.1,27.0,29.0,22.0,22.0
71,7139,305.0,337.0,0.0,0.0,5.0,4.9,4.6,5.0,27.0,29.0,22.0,22.0
72,7140,302.0,341.0,0.0,0.0,5.0,4.9,5.0,5.1,27.0,29.0,22.0,22.0
73,7141,427.0,239.0,0.0,0.0,4.5,4.9,4.7,4.8,27.0,29.0,22.0,22.0
74,7142,305.0,340.0,15.0,-10.0,5.0,4.9,5.0,5.1,28.0,29.0,22.0,22.0
75,7143,82.0,342.0,-1.0,-15.0,5.2,4.9,4.8,5.2,28.0,29.0,22.0,22.0
76,7144,31.0,341.0,0.0,0.0,5.2,4.9,4.8,5.2,28.0,30.0,22.0,22.0
77,7145,22.0,339.0,0.0,0.0,5.2,4.9,4.7,5.1,28.0,30.0,22.0,22.0
78,7146,18.0,263.0,0.0,14.0,5.2,5.0,5.1,5.2,28.0,30.0,22.0,22.0
79,7147,117.0,333.0,0.0,-15.0,5.1,4.9,4.6,5.1,28.0,30.0,22.0,22.0
80,7148,190.0,307.0,0.0,0.0,5.1,4.7,4.7,5.1,28.0,30.0,22.0,22.0
81,7149,222.0,336.0,0.0,-15.0,5.1,4.7,4.6,5.2,28.0,30.0,22.0,22.0
82,7150,141.0,335.0,0.0,-8.0,5.1,4.9,4.6,5.2,28.0,30.0,22.0,22.0
83,7151,26.0,335.0,0.0,2.0,5.2,4.7,4.8,5.2,28.0,30.0,22.0,22.0
84,7152,63.0,166.0,0.0,0.0,5.1,5.0,5.1,5.1,28.0,31.0,22.0,22.0
85,7153,38.0,337.0,13.0,0.0,5.1,5.0,4.7,5.2,28.0,31.0,22.0,22.0
86,7154,191.0,333.0,0.0,0.0,4.7,4.9,4.9,5.1,28.0,31.0,22.0,22.0
87,7155,192.0,334.0,15.0,13.0,5.1,4.9,4.7,5.2,28.0,31.0,22.0,22.0
88,7156,105.0,221.0,0.0,-12.0,5.2,4.8,5.1,5.1,28.0,31.0,22.0,22.0
89,7157,34.0,336.0,0.0,0.0,5.1,5.0,5.0,5.2,28.0,31.0,22.0,22.0
90,7158,44.0,185.0,0.0,-3.0,5.1,5.0,5.1,5.2,28.0,31.0,22.0,22.0
91,7159,67.0,234.0,0.0,0.0,5.1,5.0,5.0,5.2,28.0,31.0,22.0,22.0
92,7160,156.0,336.0,0.0,-15.0,5.1,4.7,5.0,5.2,28.0,31.0,22.0,22.0
93,7161,29.0,336.0,0.0,-14.0,5.1,4.9,5.0,5.1,29.0,31.0,22.0,22.0
94,7162,168.0,334.0,0.0,-15.0,5.1,4.7,4.6,5.2,29.0,32.0,22.0,22.0
95,7163,53.0,335.0,15.0,0.0,5.1,4.9,4.9,5.1,29.0,32.0,22.0,22.0
96,7164,29.0,334.0,0.0,0.0,5.2,4.7,5.0,5.2,29.0,32.0,22.0,22.0
97,7165,129.0,182.0,0.0,-15.0,5.0,5.0,4.9,4.9,29.0,32.0,22.0,22.0
98,7166,32.0,133.0,0.0,-14.0,5.1,5.1,5.1,5.2,29.0,32.0,22.0,22.0
99,7167,18.0,104.0,15.0,0.0,5.2,5.2,5.1,5.2,29.0,32.0,22.0,22.0
100,7168,86.0,331.0,0.0,0.0,5.1,4.9,5.0,5.1,29.0,32.0,22.0,22.0
101,7169,124.0,208.0,0.0,0.0,5.1,5.0,4.9,5.2,29.0,32.0,22.0,22.0
102,7170,190.0,103.0,16.0,-5.0,5.1,5.1,5.0,5.2,29.0,32.0,22.0,22.0
103,7171,58.0,58.0,0.0,0.0,5.2,5.2,5.2,5.2,29.0,32.0,22.0,22.0
104,7172,29.0,247.0,14.0,0.0,5.2,5.0,4.9,5.2,29.0,32.0,22.0,22.0
105,7173,113.0,79.0,0.0,0.0,5.1,5.2,5.1,5.2,29.0,32.0,22.0,22.0
106,7174,84.0,299.0,0.0,0.0,5.1,4.7,5.0,5.2,29.0,32.0,22.0,22.0
107,7175,19.0,543.0,0.0,1.0,5.1,4.6,4.6,5.1,29.0,32.0,22.0,22.0
108,7176,111.0,535.0,14.0,0.0,5.1,4.6,4.7,5.1,29.0,32.0,22.0,22.0
109,7177,191.0,531.0,16.0,0.0,5.0,4.5,4.5,5.1,29.0,33.0,22.0,22.0
110,7178,39.0,531.0,0.0,0.0,5.1,4.6,4.5,5.2,29.0,33.0,22.0,22.0
111,7179,17.0,524.0,0.0,-15.0,5.1,4.7,4.5,5.1,29.0,33.0,22.0,22.0
112,7180,15.0,519.0,0.0,-14.0,5.1,4.7,4.8,5.1,29.0,34.0,22.0,22.0
113,7181,14.0,344.0,15.0,-14.0,5.2,4.9,4.7,5.2,29.0,34.0,22.0,22.0
114,7182,16.0,388.0,1.0,-14.0,5.2,4.7,4.9,5.2,29.0,34.0,22.0,22.0
115,7183,41.0,393.0,0.0,-14.0,5.2,4.8,4.6,5.1,29.0,34.0,22.0,22.0
116,7184,14.0,392.0,0.0,0.0,5.1,4.8,4.7,5.2,29.0,34.0,22.0,22.0
117,7185,13.0,330.0,0.0,-15.0,5.2,4.9,4.9,5.2,29.0,34.0,22.0,22.0
118,7186,51.0,331.0,15.0,15.0,5.1,5.0,4.9,5.2,29.0,34.0,22.0,22.0
119,7187,93.0,338.0,0.0,0.0,5.0,5.0,4.8,5.0,29.0,34.0,22.0,22.0
120,7188,128.0,339.0,15.0,0.0,5.1,4.9,4.9,5.2,29.0,35.0,22.0,22.0
121,7189,108.0,340.0,14.0,14.0,5.1,5.0,4.7,5.1,29.0,35.0,22.0,22.0
122,7190,102.0,340.0,0.0,0.0,5.2,5.0,4.6,5.1,29.0,35.0,22.0,22.0
123,7191,171.0,421.0,0.0,0.0,5.0,4.6,4.9,5.1,29.0,35.0,22.0,22.0
124,7192,228.0,424.0,0.0,-15.0,5.1,4.6,4.9,4.8,29.0,35.0,22.0,22.0
125,7193,375.0,418.0,16.0,-16.0,4.5,4.6,4.7,4.8,29.0,35.0,22.0,22.0
126,7194,395.0,416.0,14.0,-16.0,5.0,4.8,4.9,4.7,29.0,35.0,22.0,22.0
127,7195,409.0,419.0,0.0,-16.0,4.8,4.7,4.9,4.6,30.0,36.0,22.0,22.0
128,7196,295.0,327.0,0.0,-16.0,5.0,4.9,4.6,4.7,30.0,36.0,22.0,23.0
129,7197,219.0,349.0,0.0,-15.0,5.1,4.7,5.0,4.9,30.0,36.0,22.0,23.0
130,7198,109.0,241.0,0.0,1.0,5.0,5.0,5.0,5.2,30.0,36.0,22.0,23.0
131,7199,40.0,352.0,0.0,0.0,5.1,4.9,4.8,5.2,30.0,36.0,22.0,23.0
132,7200,26.0,347.0,0.0,-15.0,5.1,5.0,4.8,5.2,30.0,36.0,22.0,23.0
133,7201,57.0,347.0,0.0,14.0,5.1,5.0,4.7,5.1,30.0,36.0,22.0,22.0
134,7202,183.0,348.0,0.0,-15.0,5.1,4.9,5.0,5.1,30.0,36.0,22.0,23.0
135,7203,29.0,349.0,0.0,-14.0,5.1,4.9,4.9,5.1,30.0,36.0,22.0,22.0
136,7204,115.0,348.0,0.0,-15.0,5.0,4.7,5.0,5.1,30.0,36.0,22.0,23.0
137,7205,127.0,348.0,0.0,14.0,5.1,4.7,4.7,5.2,30.0,36.0,22.0,23.0
138,7206,220.0,347.0,0.0,-16.0,5.1,4.8,4.7,5.0,30.0,37.0,22.0,22.0
139,7207,119.0,347.0,0.0,-14.0,5.1,4.7,4.6,5.1,30.0,37.0,22.0,22.0
140,7208,100.0,173.0,0.0,0.0,5.2,5.1,5.1,5.2,30.0,37.0,22.0,23.0
141,7209,30.0,327.0,-9.0,-15.0,5.1,5.0,4.7,5.2,30.0,37.0,22.0,23.0
142,7210,19.0,358.0,-2.0,0.0,5.1,4.7,4.7,5.1,30.0,37.0,22.0,23.0
143,7211,42.0,357.0,0.0,0.0,5.1,4.7,4.9,5.2,30.0,37.0,22.0,22.0
144,7212,31.0,357.0,0.0,0.0,5.1,5.0,4.7,5.2,30.0,37.0,22.0,23.0
145,7213,14.0,356.0,0.0,0.0,5.2,4.7,5.0,5.2,30.0,37.0,22.0,23.0
146,7214,30.0,357.0,0.0,0.0,5.2,4.7,4.7,5.2,30.0,37.0,22.0,22.0
147,7215,16.0,144.0,0.0,-2.0,5.2,5.1,5.2,5.2,30.0,37.0,22.0,22.0
148,7216,14.0,345.0,0.0,-14.0,5.1,5.0,4.7,5.2,30.0,37.0,22.0,22.0
149,7217,14.0,339.0,0.0,-14.0,5.1,4.9,5.0,5.2,30.0,37.0,22.0,22.0
150,7218,13.0,286.0,15.0,-14.0,5.2,4.8,5.0,5.2,30.0,37.0,22.0,22.0
151,7219,15.0,235.0,0.0,-14.0,5.1,4.9,4.8,5.2,30.0,37.0,22.0,22.0
152,7220,16.0,289.0,15.0,5.0,5.2,4.8,4.7,5.2,30.0,37.0,22.0,22.0
153,7221,13.0,286.0,0.0,0.0,5.1,4.9,4.8,5.2,30.0,37.0,22.0,22.0
154,7222,0.0,286.0,0.0,0.0,5.2,4.8,5.0,5.2,30.0,37.0,22.0,22.0
155,7223,18.0,284.0,0.0,0.0,5.2,4.8,4.9,5.2,30.0,37.0,22.0,22.0
156,7224,28.0,288.0,14.0,15.0,5.1,5.0,5.1,5.2,30.0,37.0,22.0,22.0
157,7225,43.0,291.0,0.0,-14.0,5.1,4.8,5.0,5.2,30.0,37.0,22.0,22.0
158,7226,59.0,294.0,0.0,0.0,5.2,5.0,5.1,5.2,30.0,37.0,22.0,22.0
159,7227,96.0,371.0,0.0,-16.0,5.1,4.6,4.8,5.1,30.0,37.0,22.0,22.0
160,7228,16.0,139.0,0.0,0.0,5.2,5.0,5.2,5.2,30.0,38.0,22.0,22.0
161,7229,74.0,312.0,0.0,-15.0,5.1,5.0,4.7,5.1,30.0,38.0,22.0,22.0
162,7230,131.0,318.0,0.0,-15.0,5.1,4.9,4.7,5.0,30.0,38.0,22.0,22.0
163,7231,97.0,318.0,0.0,-15.0,5.0,4.9,4.7,5.2,30.0,38.0,22.0,22.0
164,7232,175.0,322.0,0.0,15.0,5.1,4.9,4.7,5.1,30.0,38.0,22.0,22.0
165,7233,225.0,324.0,-1.0,2.0,4.6,4.9,4.9,5.1,30.0,38.0,22.0,22.0
166,7234,238.0,323.0,15.0,-15.0,5.1,4.9,4.7,5.1,30.0,38.0,22.0,22.0
167,7235,106.0,324.0,0.0,0.0,5.1,5.0,5.0,5.1,31.0,38.0,22.0,22.0
168,7236,185.0,324.0,2.0,0.0,5.1,4.9,5.0,5.2,31.0,38.0,22.0,22.0
169,7237,301.0,335.0,0.0,0.0,4.5,5.0,4.7,5.1,31.0,38.0,22.0,22.0
170,7238,69.0,183.0,15.0,0.0,5.1,5.0,5.0,5.2,31.0,38.0,22.0,22.0
171,7239,226.0,394.0,15.0,0.0,5.1,4.9,4.6,4.9,31.0,38.0,22.0,22.0
172,7240,245.0,391.0,0.0,0.0,4.6,4.7,4.7,4.9,31.0,38.0,22.0,22.0
