step,action_count,motor_16_target,motor_17_target,motor_18_target,motor_19_target,motor_16_position,motor_17_position,motor_18_position,motor_19_position,motor_16_error,motor_17_error,motor_18_error,motor_19_error,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp,motor_16_action,motor_17_action,motor_18_action,motor_19_action
1,370,-9086,8838,5417,-5093,-9086,8801,5414,-5099,0,37,3,6,0.0,22.0,23.0,14.0,5.2,5.2,5.2,5.2,24.0,32.0,29.0,24.0,-0.2913007438182831,0.9663706421852112,-0.7362916469573975,-0.7535034418106079
2,371,-9062,8872,5355,-5036,-9063,8832,5352,-5063,1,40,3,27,16.0,25.0,23.0,21.0,5.2,5.2,5.2,5.2,24.0,32.0,29.0,24.0,0.16311563551425934,0.22896553575992584,-0.41746285557746887,0.38291335105895996
3,372,-9210,8884,5209,-4963,-9210,8868,5206,-4976,0,16,3,13,0.0,15.0,23.0,17.0,5.2,5.2,5.2,5.2,24.0,32.0,29.0,24.0,-0.990479052066803,0.08191966265439987,-0.9783187508583069,0.4917410910129547
4,373,-9298,8949,5062,-5045,-9297,8947,5061,-5044,-1,2,1,-1,0.0,12.0,22.0,0.0,5.2,5.2,5.2,5.2,24.0,32.0,29.0,24.0,-0.5890687704086304,0.43848535418510437,-0.9862928986549377,-0.552843451499939
5,374,-9275,9036,4996,-4952,-9275,9028,4994,-4959,0,8,2,7,0.0,13.0,21.0,16.0,5.2,5.2,5.2,5.2,24.0,32.0,29.0,24.0,0.1563561111688614,0.5802578926086426,-0.4403798282146454,0.6210811138153076
6,375,-9201,9008,4969,-5024,-9201,9010,4970,-5023,0,-2,-1,-1,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,32.0,29.0,24.0,0.4970870614051819,-0.187744602560997,-0.1809837818145752,-0.48281848430633545
7,376,-9340,9027,4968,-5052,-9339,9024,4969,-5050,-1,3,-1,-2,0.0,12.0,0.0,-15.0,5.2,5.2,5.2,5.2,24.0,31.0,29.0,24.0,-0.9331064224243164,0.12883831560611725,-0.03418022394180298,-0.9636192321777344
8,377,-9399,9138,5094,-5081,-9399,9081,5084,-5089,0,57,10,8,2.0,34.0,35.0,15.0,5.2,5.2,5.1,5.2,24.0,31.0,29.0,24.0,-0.39898982644081116,0.7422231435775757,0.8422603607177734,-0.19365938007831573
9,378,-9321,9088,4947,-5042,-9320,9086,4948,-5046,-1,2,-1,4,0.0,13.0,22.0,14.0,5.2,5.2,5.2,5.2,24.0,31.0,29.0,24.0,0.5247119665145874,-0.3387387692928314,-0.9858070611953735,0.26461607217788696
10,379,-9464,9139,4995,-5135,-9464,9132,4993,-5135,0,7,2,0,0.0,13.0,22.0,15.0,5.2,5.2,5.2,5.2,24.0,31.0,29.0,24.0,-0.957646369934082,0.34545764327049255,0.3206647038459778,-0.6240026354789734
