step,action_count,motor_16_target,motor_17_target,motor_18_target,motor_19_target,motor_16_position,motor_17_position,motor_18_position,motor_19_position,motor_16_error,motor_17_error,motor_18_error,motor_19_error,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp,motor_16_action,motor_17_action,motor_18_action,motor_19_action
1,501,2372,4623,347,12398,2335,4586,343,12340,37,37,4,58,26.0,25.0,20.0,37.0,5.2,5.2,5.2,5.2,31.0,27.0,24.0,24.0,0.2673948407173157,0.33192455768585205,-0.06607258319854736,0.7935284376144409
2,502,2299,4646,272,12397,2296,4632,272,12385,3,14,0,12,13.0,14.0,16.0,14.0,5.2,5.2,5.2,5.2,31.0,27.0,24.0,24.0,-0.49223750829696655,0.15694887936115265,-0.5009518265724182,-0.006894151214510202
3,503,2160,4729,192,12377,2160,4729,193,12377,0,0,-1,0,0.0,3.0,4.0,0.0,5.2,5.2,5.2,5.2,31.0,27.0,24.0,24.0,-0.9290639162063599,0.5579923391342163,-0.534813404083252,-0.13912668824195862
4,504,2132,4724,184,12354,2133,4724,185,12354,-1,0,-1,0,-13.0,-1.0,0.0,0.0,5.2,5.2,5.2,5.2,31.0,26.0,24.0,24.0,-0.9648181796073914,-0.17834895849227905,-0.27286428213119507,-0.774566113948822
5,505,2103,4718,164,12376,2104,4718,165,12376,-1,0,-1,0,0.0,0.0,0.0,6.0,5.2,5.2,5.2,5.2,31.0,26.0,24.0,24.0,-0.9890800714492798,-0.21151314675807953,-0.1373540759086609,0.15265068411827087
6,506,2066,4747,138,12353,2067,4745,139,12353,-1,2,-1,0,0.0,12.0,0.0,0.0,5.2,5.2,5.2,5.2,31.0,26.0,24.0,24.0,-0.24831216037273407,0.1970875859260559,-0.8928017616271973,-0.7785066366195679
7,507,2196,4657,173,12252,2196,4658,174,12253,0,-1,-1,-1,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,31.0,26.0,24.0,24.0,0.867459774017334,-0.6021937131881714,0.23806826770305634,-0.6799601316452026
8,508,2184,4630,199,12255,2184,4631,200,12255,0,-1,-1,0,0.0,-1.0,7.0,10.0,5.2,5.2,5.2,5.2,31.0,26.0,24.0,24.0,-0.4117376208305359,-0.9010510444641113,0.17686434090137482,0.02037624642252922
9,509,2208,4584,208,12114,2208,4585,208,12115,0,-1,0,-1,0.0,0.0,16.0,0.0,5.2,5.2,5.2,5.2,31.0,26.0,24.0,24.0,0.16066129505634308,-0.3125896453857422,0.06411907821893692,-0.9400337934494019
10,510,2323,4640,233,12018,2301,4622,232,12019,22,18,1,-1,19.0,16.0,16.0,0.0,5.2,5.2,5.2,5.2,31.0,26.0,24.0,24.0,0.771719753742218,0.37698233127593994,0.17049986124038696,-0.6404315233230591
11,511,2183,4536,143,12060,2183,4536,144,12060,0,0,-1,0,12.0,0.0,0.0,1.0,5.2,5.2,5.2,5.2,31.0,26.0,24.0,24.0,-0.9338156580924988,-0.6938796043395996,-0.6009029150009155,0.2830730378627777
12,512,2201,4653,116,12040,2201,4654,117,12040,0,-1,-1,0,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,31.0,26.0,24.0,24.0,0.12020282447338104,0.7853281497955322,-0.9106597900390625,-0.6933628916740417
13,513,2285,4687,243,11997,2259,4668,242,11998,26,19,1,-1,20.0,16.0,15.0,0.0,5.2,5.2,5.2,5.2,31.0,26.0,24.0,24.0,0.5647938251495361,0.2313726544380188,0.8505067229270935,-0.29331016540527344
14,514,2206,4799,215,11977,2197,4752,216,11978,9,47,-1,-1,14.0,29.0,0.0,0.0,5.2,5.2,5.1,5.2,31.0,26.0,24.0,24.0,-0.529764711856842,0.7518652677536011,-0.9384686350822449,-0.6889034509658813
15,515,2209,4816,306,11866,2195,4753,303,11866,14,63,3,0,16.0,41.0,18.0,0.0,5.2,5.2,5.2,5.2,31.0,26.0,24.0,24.0,0.025075407698750496,0.11857179552316666,0.6094032526016235,-0.7430329322814941
16,516,2167,4717,374,11796,2167,4717,373,11797,0,0,1,-1,0.0,0.0,16.0,0.0,5.2,5.2,5.2,5.2,31.0,26.0,24.0,24.0,-0.28263911604881287,-0.6655161380767822,0.4544790983200073,-0.46962791681289673
17,517,2057,4767,352,11788,2058,4767,352,11791,-1,0,0,-3,0.0,0.0,0.0,-10.0,5.2,5.2,5.2,5.2,31.0,26.0,24.0,24.0,-0.7390462160110474,0.33823850750923157,-0.7407812476158142,-0.2699255645275116
18,518,2036,4763,338,11774,2036,4763,338,11777,0,0,0,-3,0.0,0.0,0.0,-11.0,5.2,5.2,5.2,5.2,30.0,26.0,24.0,24.0,-0.7050865888595581,-0.13926465809345245,-0.49212393164634705,-0.4991128444671631
19,519,2159,4687,304,11820,2159,4687,305,11819,0,0,-1,1,0.0,1.0,0.0,11.0,5.2,5.2,5.2,5.2,30.0,26.0,24.0,24.0,0.8208411931991577,-0.5098552703857422,-0.22841647267341614,0.3080534338951111
20,520,2305,4555,291,11804,2304,4556,292,11807,1,-1,-1,-3,10.0,5.0,0.0,-12.0,5.2,5.2,5.2,5.2,30.0,26.0,24.0,24.0,0.9797892570495605,-0.880585789680481,-0.4383041262626648,-0.5540367364883423
21,521,2349,4564,277,11775,2335,4554,278,11775,14,10,-1,0,15.0,14.0,0.0,-1.0,5.2,5.2,5.2,5.2,30.0,26.0,24.0,24.0,0.2937041223049164,0.061797212809324265,-0.4749946594238281,-0.9759188890457153
22,522,2475,4687,259,11751,2383,4594,258,11753,92,93,1,-2,73.0,68.0,16.0,-12.0,5.0,5.2,5.1,5.0,30.0,26.0,24.0,24.0,0.8407984972000122,0.8212753534317017,-0.6253989338874817,-0.8079109191894531
23,523,2505,4595,367,11675,2383,4569,361,11676,122,26,6,-1,111.0,19.0,23.0,0.0,5.0,5.2,5.2,5.2,30.0,26.0,24.0,24.0,0.20444808900356293,-0.6161702275276184,0.7260849475860596,-0.5108164548873901
24,524,2356,4625,353,11651,2349,4583,353,11652,7,42,0,-1,14.0,28.0,0.0,-10.0,5.2,5.2,5.1,5.2,30.0,26.0,24.0,24.0,-0.9968364834785461,0.20144596695899963,-0.47232291102409363,-0.8143100738525391
25,525,2483,4564,490,11506,2382,4535,486,11507,101,29,4,-1,82.0,20.0,21.0,0.0,5.1,5.2,5.2,5.2,30.0,26.0,24.0,24.0,0.8513262867927551,-0.4105342924594879,0.9155656099319458,-0.9700422286987305
26,526,2629,4546,620,11370,2429,4487,609,11371,200,59,11,-1,234.0,38.0,32.0,0.0,4.9,5.1,5.0,5.0,30.0,26.0,24.0,24.0,0.9789687395095825,-0.12181226909160614,0.867626965045929,-0.9107649922370911
27,527,2715,4401,621,11242,2552,4350,609,11243,163,51,12,-1,165.0,31.0,35.0,0.0,4.9,5.1,5.1,4.9,31.0,26.0,24.0,24.0,0.6186957955360413,-0.9689736366271973,0.007139948662370443,-0.8579186797142029
