step,action_count,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp
1,1,34.0,53.0,0.0,14.0,5.2,5.2,5.2,5.2,36.0,37.0,25.0,30.0
2,2,74.0,17.0,0.0,18.0,5.2,5.2,5.2,5.1,36.0,37.0,25.0,30.0
3,3,135.0,74.0,0.0,16.0,5.0,5.2,5.1,5.0,36.0,37.0,25.0,30.0
4,4,254.0,37.0,0.0,15.0,5.1,5.2,5.1,5.1,36.0,37.0,25.0,30.0
5,5,86.0,94.0,0.0,6.0,5.2,5.2,5.2,5.1,36.0,37.0,25.0,29.0
6,6,88.0,185.0,0.0,14.0,5.1,5.0,5.1,5.2,36.0,37.0,25.0,29.0
7,7,91.0,119.0,0.0,0.0,5.1,5.0,5.0,5.2,36.0,37.0,25.0,29.0
8,8,308.0,33.0,16.0,24.0,5.0,5.2,5.1,5.0,36.0,37.0,25.0,29.0
9,9,103.0,25.0,17.0,24.0,5.1,5.1,5.2,5.1,36.0,37.0,25.0,29.0
10,10,43.0,22.0,49.0,58.0,5.2,5.1,5.1,5.2,36.0,37.0,25.0,29.0
11,11,3.0,16.0,92.0,139.0,5.1,5.0,5.1,5.0,36.0,37.0,25.0,29.0
12,12,0.0,22.0,275.0,117.0,5.1,4.6,5.0,5.0,36.0,37.0,25.0,29.0
13,13,0.0,24.0,259.0,79.0,5.1,4.7,4.6,5.2,36.0,37.0,25.0,29.0
14,14,0.0,15.0,14.0,14.0,5.2,5.2,5.2,5.2,36.0,37.0,25.0,29.0
15,15,15.0,25.0,19.0,34.0,5.1,5.2,5.2,5.2,36.0,37.0,25.0,29.0
16,16,0.0,1.0,0.0,15.0,5.2,5.2,5.2,5.2,36.0,37.0,25.0,29.0
17,17,0.0,0.0,14.0,0.0,5.2,5.2,5.2,5.2,35.0,37.0,25.0,29.0
18,18,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,35.0,36.0,25.0,29.0
19,19,14.0,18.0,0.0,0.0,5.2,5.2,5.2,5.2,35.0,36.0,25.0,29.0
20,20,14.0,51.0,35.0,15.0,5.2,5.2,5.1,5.2,35.0,36.0,25.0,29.0
21,21,77.0,99.0,0.0,14.0,5.1,5.1,5.1,5.1,35.0,36.0,25.0,29.0
22,22,243.0,255.0,2.0,15.0,5.1,4.9,4.7,5.2,35.0,36.0,25.0,29.0
23,23,358.0,424.0,34.0,51.0,4.8,4.8,4.8,4.7,35.0,36.0,25.0,29.0
24,24,583.0,461.0,0.0,21.0,4.9,4.5,4.4,4.5,36.0,37.0,25.0,29.0
25,25,582.0,496.0,0.0,26.0,4.4,4.6,4.5,4.6,36.0,37.0,25.0,29.0
26,26,613.0,444.0,0.0,20.0,4.3,4.6,4.7,4.7,36.0,37.0,25.0,29.0
27,27,638.0,410.0,-13.0,26.0,4.3,4.7,4.6,4.6,37.0,37.0,25.0,29.0
28,28,606.0,409.0,14.0,24.0,4.4,4.7,4.9,4.8,37.0,37.0,25.0,29.0
29,29,565.0,451.0,0.0,16.0,4.4,4.5,4.6,4.7,37.0,37.0,25.0,29.0
30,30,596.0,416.0,0.0,16.0,4.3,4.8,4.8,4.5,38.0,37.0,25.0,29.0
31,31,588.0,454.0,0.0,0.0,4.4,4.7,4.5,5.0,38.0,37.0,25.0,29.0
32,32,519.0,479.0,-1.0,22.0,4.5,4.7,4.8,4.6,38.0,37.0,25.0,29.0
33,33,504.0,419.0,0.0,25.0,4.6,4.8,4.8,4.6,38.0,38.0,25.0,29.0
34,34,495.0,364.0,0.0,27.0,4.6,4.7,4.5,4.7,39.0,38.0,25.0,29.0
35,35,496.0,310.0,0.0,17.0,4.7,4.7,4.7,4.6,39.0,38.0,25.0,29.0
36,36,450.0,334.0,0.0,15.0,4.7,4.6,4.9,4.8,39.0,38.0,25.0,29.0
37,37,573.0,258.0,14.0,17.0,4.5,4.9,5.0,4.5,39.0,38.0,25.0,29.0
38,38,591.0,266.0,-4.0,5.0,4.4,4.8,5.0,5.0,39.0,38.0,25.0,29.0
39,39,620.0,291.0,0.0,23.0,4.8,4.9,4.9,4.5,40.0,38.0,25.0,29.0
40,40,628.0,238.0,16.0,17.0,4.8,4.7,4.9,4.8,40.0,38.0,25.0,29.0
41,41,582.0,294.0,0.0,0.0,4.4,4.6,4.9,4.9,40.0,38.0,25.0,29.0
42,42,608.0,233.0,0.0,25.0,4.4,4.7,5.0,4.9,41.0,38.0,25.0,29.0
43,43,542.0,240.0,0.0,27.0,4.5,4.7,4.7,4.9,41.0,38.0,25.0,29.0
44,44,568.0,352.0,0.0,17.0,4.9,4.8,4.5,5.0,41.0,38.0,25.0,29.0
45,45,578.0,335.0,14.0,16.0,4.3,4.6,4.6,5.0,41.0,38.0,25.0,29.0
46,46,601.0,347.0,3.0,17.0,4.4,4.6,4.5,4.7,42.0,38.0,25.0,29.0
47,47,561.0,389.0,18.0,26.0,4.4,4.5,4.7,4.6,42.0,38.0,25.0,29.0
48,48,552.0,368.0,0.0,16.0,4.9,4.7,4.6,5.0,42.0,38.0,25.0,29.0
49,49,569.0,322.0,0.0,22.0,4.9,4.8,4.8,4.6,42.0,38.0,25.0,29.0
50,50,574.0,362.0,14.0,16.0,4.3,4.7,4.5,4.6,42.0,38.0,25.0,29.0
51,51,499.0,318.0,0.0,15.0,4.6,4.8,4.6,4.8,43.0,38.0,25.0,29.0
52,52,476.0,268.0,5.0,20.0,4.5,4.9,4.7,5.0,43.0,38.0,25.0,29.0
53,53,281.0,320.0,0.0,14.0,5.0,4.9,4.7,4.8,43.0,38.0,25.0,29.0
54,54,494.0,308.0,0.0,0.0,4.5,4.9,4.9,4.7,43.0,38.0,25.0,29.0
55,55,474.0,340.0,0.0,19.0,4.5,4.6,4.6,5.0,43.0,38.0,25.0,29.0
56,56,491.0,293.0,16.0,16.0,4.9,4.6,4.6,5.0,43.0,38.0,25.0,29.0
57,57,510.0,180.0,-11.0,16.0,4.9,4.9,5.0,4.9,43.0,38.0,25.0,29.0
58,58,514.0,50.0,0.0,20.0,4.5,5.0,5.1,5.1,44.0,38.0,25.0,29.0
59,59,524.0,68.0,0.0,0.0,5.0,5.0,4.9,5.0,44.0,38.0,25.0,29.0
60,60,143.0,31.0,0.0,0.0,5.2,5.1,5.2,5.1,44.0,38.0,25.0,29.0
61,61,36.0,42.0,0.0,0.0,5.2,5.1,5.1,5.2,44.0,38.0,25.0,29.0
62,62,194.0,28.0,-6.0,0.0,5.1,5.1,5.2,5.1,44.0,38.0,25.0,29.0
63,63,353.0,73.0,0.0,0.0,5.1,5.0,5.1,5.1,44.0,38.0,25.0,28.0
64,64,535.0,78.0,0.0,20.0,5.0,5.0,4.9,5.0,44.0,38.0,25.0,28.0
65,65,440.0,33.0,0.0,0.0,4.6,5.1,5.1,5.1,44.0,38.0,25.0,28.0
66,66,211.0,28.0,0.0,0.0,4.7,5.1,5.1,5.2,44.0,38.0,25.0,28.0
67,67,298.0,180.0,0.0,18.0,5.0,5.0,4.8,5.1,44.0,38.0,25.0,28.0
68,68,157.0,182.0,0.0,0.0,5.1,5.0,5.1,5.0,44.0,38.0,25.0,28.0
69,69,424.0,221.0,3.0,16.0,4.8,4.9,5.0,5.1,44.0,38.0,25.0,28.0
70,70,460.0,148.0,9.0,18.0,5.0,4.9,5.0,4.6,44.0,38.0,25.0,28.0
71,71,636.0,234.0,15.0,22.0,4.8,4.8,4.9,4.7,44.0,38.0,25.0,28.0
72,72,611.0,221.0,15.0,7.0,4.3,4.9,5.0,4.6,45.0,38.0,25.0,28.0
73,73,624.0,280.0,0.0,0.0,4.8,4.9,4.9,4.9,45.0,38.0,25.0,28.0
74,74,627.0,227.0,16.0,17.0,4.8,4.9,4.7,4.8,45.0,38.0,25.0,28.0
75,75,552.0,251.0,0.0,0.0,4.5,4.8,4.7,4.9,46.0,38.0,25.0,28.0
76,76,554.0,275.0,17.0,27.0,4.5,4.6,4.9,4.8,46.0,38.0,25.0,28.0
77,77,505.0,289.0,0.0,21.0,4.5,4.6,4.9,4.9,47.0,38.0,25.0,28.0
78,78,421.0,420.0,93.0,77.0,4.7,4.4,4.7,5.0,47.0,38.0,25.0,28.0
79,79,377.0,458.0,18.0,74.0,4.5,4.8,4.6,5.0,47.0,38.0,25.0,28.0
80,80,385.0,405.0,275.0,215.0,4.7,4.4,3.9,4.5,47.0,38.0,25.0,28.0
81,81,505.0,474.0,33.0,181.0,4.4,4.5,4.4,4.5,47.0,39.0,25.0,28.0
82,82,436.0,407.0,55.0,322.0,4.8,4.5,4.8,4.5,47.0,39.0,25.0,28.0
83,83,377.0,400.0,438.0,210.0,4.6,4.2,4.2,4.7,47.0,39.0,25.0,29.0
84,84,235.0,543.0,596.0,310.0,4.4,3.9,3.6,4.9,47.0,39.0,25.0,29.0
85,85,99.0,564.0,584.0,305.0,4.7,3.6,3.1,4.7,47.0,39.0,25.0,29.0
86,86,29.0,574.0,583.0,351.0,4.8,3.7,3.3,4.9,47.0,39.0,26.0,29.0
87,87,14.0,490.0,570.0,405.0,4.6,4.2,3.7,4.9,47.0,40.0,26.0,29.0
88,88,72.0,520.0,582.0,431.0,4.9,3.8,4.0,4.5,47.0,40.0,26.0,29.0
89,89,78.0,513.0,571.0,362.0,4.8,4.1,3.5,4.6,47.0,40.0,26.0,29.0
90,90,178.0,538.0,556.0,368.0,4.9,4.0,3.2,4.7,47.0,40.0,27.0,30.0
91,91,141.0,547.0,522.0,343.0,4.6,3.7,3.6,4.9,47.0,40.0,27.0,30.0
92,92,53.0,674.0,509.0,390.0,4.7,3.7,3.3,4.9,47.0,41.0,27.0,30.0
93,93,140.0,634.0,527.0,433.0,4.8,3.9,3.1,4.7,46.0,41.0,28.0,30.0
94,94,109.0,468.0,559.0,444.0,4.9,4.2,4.0,4.5,46.0,41.0,28.0,30.0
95,95,232.0,504.0,536.0,410.0,4.3,4.1,3.2,4.9,46.0,41.0,28.0,31.0
96,96,180.0,494.0,542.0,374.0,4.6,3.7,3.4,4.5,46.0,41.0,28.0,31.0
97,97,367.0,509.0,498.0,364.0,4.3,4.1,4.2,4.5,46.0,41.0,29.0,31.0
