step,action_count,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp
1,987,0.0,0.0,21.0,13.0,5.2,5.2,5.2,5.2,37.0,33.0,32.0,31.0
2,988,-7.0,0.0,16.0,12.0,5.2,5.2,5.2,5.3,37.0,33.0,32.0,31.0
3,989,13.0,12.0,37.0,25.0,5.2,5.2,5.2,5.2,37.0,33.0,32.0,31.0
4,990,13.0,11.0,147.0,33.0,5.2,5.0,5.1,5.2,36.0,33.0,32.0,31.0
5,991,13.0,1.0,7.0,0.0,5.2,5.2,5.2,5.2,36.0,33.0,32.0,31.0
6,992,0.0,0.0,15.0,0.0,5.2,5.2,5.2,5.3,36.0,33.0,32.0,31.0
7,993,0.0,0.0,0.0,-12.0,5.2,5.2,5.2,5.2,36.0,33.0,32.0,31.0
8,994,0.0,0.0,0.0,11.0,5.2,5.2,5.2,5.2,36.0,33.0,32.0,31.0
9,995,14.0,10.0,18.0,16.0,5.2,5.2,5.2,5.2,36.0,33.0,32.0,31.0
10,996,0.0,10.0,18.0,12.0,5.2,5.2,5.2,5.2,36.0,33.0,32.0,31.0
11,997,13.0,14.0,106.0,38.0,5.2,5.1,5.2,5.2,36.0,33.0,32.0,31.0
12,998,-14.0,11.0,122.0,23.0,5.2,5.1,5.0,5.2,36.0,33.0,32.0,31.0
13,999,0.0,12.0,393.0,191.0,5.2,4.6,4.7,5.2,36.0,33.0,32.0,31.0
14,1000,16.0,22.0,544.0,292.0,4.8,4.9,4.0,4.8,36.0,33.0,32.0,31.0
15,1001,87.0,102.0,504.0,300.0,5.0,4.5,4.3,5.1,36.0,33.0,32.0,31.0
16,1002,218.0,248.0,659.0,169.0,5.0,4.3,4.3,4.8,36.0,33.0,32.0,31.0
17,1003,207.0,79.0,669.0,182.0,4.9,4.6,4.5,4.7,36.0,33.0,32.0,31.0
