step,action_count,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp
1,600,73.0,19.0,37.0,12.0,5.1,5.2,5.2,5.2,37.0,32.0,29.0,24.0
2,601,109.0,85.0,17.0,-11.0,5.2,5.1,5.0,5.1,37.0,32.0,29.0,24.0
3,602,273.0,50.0,81.0,0.0,4.6,5.1,5.0,4.7,37.0,32.0,29.0,24.0
4,603,206.0,34.0,24.0,15.0,5.1,5.2,5.1,4.8,37.0,32.0,29.0,24.0
5,604,200.0,166.0,19.0,11.0,4.8,5.0,5.0,4.8,37.0,32.0,29.0,24.0
6,605,135.0,96.0,18.0,-12.0,5.0,5.2,5.2,5.1,38.0,32.0,29.0,24.0
7,606,289.0,124.0,89.0,12.0,4.5,5.1,5.0,4.6,38.0,32.0,29.0,24.0
8,607,544.0,68.0,125.0,-15.0,4.5,5.0,5.0,4.4,38.0,32.0,29.0,24.0
9,608,367.0,110.0,163.0,14.0,4.8,4.9,5.0,4.7,38.0,32.0,29.0,24.0
10,609,253.0,318.0,211.0,0.0,4.9,4.5,4.2,4.6,38.0,32.0,29.0,24.0
11,610,329.0,456.0,28.0,-14.0,4.4,4.6,4.7,4.6,38.0,32.0,29.0,24.0
12,611,158.0,468.0,178.0,0.0,5.0,4.5,4.2,5.0,38.0,32.0,29.0,24.0
13,612,51.0,371.0,78.0,-12.0,5.0,4.7,4.5,5.1,38.0,33.0,29.0,24.0
