step,action_count,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp
1,825,27.0,13.0,0.0,14.0,5.2,5.2,5.2,5.2,39.0,36.0,31.0,29.0
2,826,0.0,10.0,0.0,-12.0,5.2,5.2,5.2,5.3,39.0,36.0,31.0,29.0
3,827,0.0,11.0,0.0,-12.0,5.2,5.2,5.2,5.2,39.0,36.0,31.0,29.0
4,828,14.0,11.0,0.0,-12.0,5.2,5.2,5.2,5.2,39.0,36.0,31.0,29.0
5,829,0.0,9.0,0.0,11.0,5.2,5.2,5.2,5.2,39.0,36.0,31.0,29.0
6,830,13.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,39.0,36.0,31.0,29.0
7,831,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.3,39.0,36.0,31.0,29.0
8,832,1.0,11.0,0.0,11.0,5.2,5.2,5.2,5.3,38.0,36.0,31.0,29.0
9,833,0.0,0.0,0.0,-12.0,5.2,5.2,5.2,5.2,38.0,36.0,30.0,29.0
10,834,13.0,0.0,15.0,0.0,5.2,5.2,5.2,5.2,38.0,36.0,30.0,29.0
11,835,0.0,0.0,15.0,-12.0,5.2,5.2,5.2,5.2,38.0,36.0,30.0,29.0
12,836,0.0,0.0,16.0,12.0,5.2,5.2,5.2,5.2,38.0,36.0,30.0,29.0
13,837,0.0,10.0,16.0,14.0,5.2,5.2,5.2,5.2,38.0,36.0,30.0,29.0
14,838,0.0,0.0,15.0,-12.0,5.2,5.2,5.2,5.3,38.0,35.0,30.0,29.0
15,839,-10.0,10.0,15.0,14.0,5.2,5.2,5.2,5.2,38.0,35.0,30.0,29.0
16,840,-14.0,0.0,0.0,-12.0,5.2,5.3,5.2,5.2,38.0,35.0,30.0,29.0
17,841,0.0,11.0,16.0,21.0,5.2,5.2,5.2,5.2,38.0,35.0,30.0,29.0
18,842,0.0,0.0,16.0,14.0,5.2,5.2,5.2,5.2,38.0,35.0,30.0,29.0
19,843,0.0,0.0,0.0,-12.0,5.2,5.2,5.2,5.2,38.0,35.0,30.0,29.0
20,844,-13.0,11.0,16.0,13.0,5.2,5.2,5.2,5.2,38.0,35.0,30.0,29.0
21,845,0.0,11.0,49.0,76.0,5.2,5.2,5.2,5.2,38.0,35.0,30.0,29.0
22,846,0.0,15.0,107.0,26.0,5.2,5.1,5.1,5.2,38.0,35.0,30.0,29.0
23,847,-10.0,13.0,324.0,194.0,5.1,4.7,4.8,4.9,37.0,35.0,30.0,29.0
24,848,0.0,7.0,19.0,24.0,5.2,5.2,5.2,5.2,37.0,35.0,30.0,29.0
25,849,0.0,-1.0,0.0,12.0,5.2,5.2,5.2,5.3,37.0,35.0,30.0,29.0
26,850,0.0,0.0,16.0,-11.0,5.2,5.2,5.2,5.2,37.0,35.0,30.0,29.0
27,851,0.0,16.0,125.0,79.0,5.2,5.0,5.2,5.2,37.0,35.0,30.0,29.0
28,852,0.0,12.0,185.0,247.0,5.1,5.0,4.8,5.2,37.0,35.0,30.0,29.0
29,853,0.0,17.0,53.0,213.0,5.1,5.1,5.1,5.1,37.0,34.0,30.0,29.0
30,854,-13.0,16.0,423.0,75.0,5.0,4.8,4.1,5.1,37.0,34.0,30.0,29.0
31,855,0.0,11.0,211.0,294.0,5.0,5.0,4.8,5.0,37.0,34.0,31.0,29.0
32,856,0.0,38.0,650.0,290.0,4.9,4.4,4.2,4.8,37.0,34.0,31.0,29.0
