episode,total_reward,coverage,steps,termination_reason,terminated,truncated,coverage_reward_sum,current_reward_sum,current_change_penalty_sum,hardware_error_penalty_sum,tension_penalty_sum,safety_penalty_sum,max_current,safety_interventions,hardware_error,hardware_error_ids
1,13.329314426864586,0.0012651821862348178,10,max_steps,False,True,9.0,5.0,-0.0914857142857143,0.0,-0.38681818181818184,-0.192381677031517,451.0,2,False,
2,3.7573706618999325,0.0005060728744939271,10,max_steps,False,True,3.0,2.6000000000000005,-0.11057142857142857,0.0,-1.0059090909090909,-0.7261488186195493,581.0,5,False,
3,-6.362496877509589,0.00037955465587044535,10,max_steps,False,True,2.0,-2.9999999999999996,-0.0634857142857143,0.0,-2.7263636363636365,-2.572647526860237,704.0,10,False,
4,-4.765775589874657,0.0006325910931174089,10,max_steps,False,True,4.0,-2.9999999999999996,-0.0624,0.0,-2.639090909090909,-3.0642846807837487,708.0,10,False,
5,-5.847323576099531,0.0005060728744939271,10,max_steps,False,True,3.0,-2.9999999999999996,-0.022114285714285715,0.0,-2.6100000000000003,-3.2152092903852463,696.0,10,False,
