step,action_count,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp
1,613,18.0,24.0,16.0,12.0,5.2,5.2,5.2,5.2,38.0,33.0,29.0,24.0
2,614,0.0,0.0,0.0,-12.0,5.2,5.2,5.2,5.2,38.0,33.0,29.0,24.0
3,615,0.0,0.0,0.0,11.0,5.2,5.2,5.2,5.2,38.0,33.0,29.0,24.0
4,616,13.0,0.0,6.0,11.0,5.2,5.2,5.2,5.2,38.0,33.0,29.0,24.0
5,617,-14.0,0.0,0.0,-13.0,5.2,5.2,5.2,5.2,38.0,33.0,29.0,24.0
6,618,0.0,-14.0,0.0,-11.0,5.2,5.2,5.2,5.2,38.0,33.0,29.0,24.0
7,619,0.0,14.0,0.0,10.0,5.2,5.2,5.2,5.2,38.0,32.0,29.0,24.0
8,620,-14.0,-14.0,0.0,12.0,5.2,5.2,5.2,5.2,38.0,32.0,29.0,24.0
9,621,0.0,0.0,0.0,-11.0,5.2,5.2,5.2,5.2,38.0,32.0,29.0,24.0
10,622,12.0,-9.0,0.0,12.0,5.2,5.2,5.2,5.2,38.0,32.0,29.0,24.0
11,623,1.0,5.0,0.0,11.0,5.2,5.2,5.2,5.2,37.0,32.0,29.0,24.0
12,624,13.0,13.0,0.0,11.0,5.2,5.2,5.2,5.2,37.0,32.0,29.0,24.0
13,625,0.0,0.0,0.0,12.0,5.2,5.2,5.2,5.2,37.0,32.0,29.0,24.0
14,626,0.0,-14.0,0.0,11.0,5.2,5.2,5.2,5.2,37.0,32.0,29.0,24.0
15,627,0.0,0.0,0.0,-11.0,5.2,5.2,5.2,5.2,37.0,32.0,29.0,24.0
16,628,12.0,0.0,13.0,-11.0,5.2,5.2,5.2,5.2,37.0,32.0,29.0,24.0
17,629,14.0,13.0,16.0,10.0,5.2,5.2,5.2,5.2,37.0,32.0,29.0,24.0
18,630,15.0,16.0,16.0,12.0,5.2,5.2,5.2,5.2,37.0,32.0,29.0,24.0
19,631,0.0,0.0,15.0,12.0,5.2,5.2,5.2,5.2,37.0,32.0,28.0,24.0
20,632,0.0,12.0,0.0,12.0,5.2,5.2,5.2,5.2,37.0,32.0,28.0,24.0
21,633,0.0,0.0,0.0,12.0,5.2,5.2,5.2,5.2,37.0,32.0,28.0,24.0
22,634,0.0,0.0,15.0,-12.0,5.2,5.2,5.2,5.2,37.0,32.0,28.0,24.0
23,635,0.0,0.0,0.0,12.0,5.2,5.2,5.2,5.2,37.0,32.0,28.0,24.0
24,636,-14.0,2.0,16.0,-11.0,5.2,5.2,5.2,5.2,37.0,32.0,28.0,24.0
25,637,0.0,0.0,0.0,-11.0,5.2,5.2,5.2,5.2,37.0,32.0,28.0,24.0
26,638,0.0,-2.0,0.0,11.0,5.2,5.2,5.2,5.2,37.0,32.0,28.0,24.0
27,639,0.0,0.0,0.0,-11.0,5.2,5.2,5.2,5.2,37.0,32.0,28.0,24.0
28,640,12.0,15.0,17.0,-11.0,5.2,5.2,5.2,5.2,37.0,32.0,28.0,24.0
29,641,37.0,28.0,22.0,-13.0,5.1,5.2,5.2,5.2,37.0,32.0,28.0,24.0
30,642,13.0,26.0,16.0,11.0,5.2,5.2,5.2,5.2,37.0,32.0,28.0,24.0
31,643,13.0,13.0,0.0,10.0,5.2,5.2,5.2,5.2,37.0,32.0,28.0,24.0
32,644,13.0,10.0,15.0,12.0,5.2,5.2,5.2,5.2,37.0,32.0,28.0,24.0
33,645,25.0,15.0,16.0,-13.0,5.1,5.2,5.2,5.2,37.0,32.0,28.0,24.0
34,646,13.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,37.0,32.0,28.0,24.0
