step,action_count,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp
1,708,92.0,106.0,18.0,37.0,5.1,5.1,5.2,5.0,41.0,36.0,32.0,30.0
2,709,288.0,185.0,15.0,42.0,4.4,5.0,5.0,5.0,41.0,36.0,32.0,30.0
3,710,116.0,74.0,16.0,51.0,5.0,5.0,5.1,5.2,42.0,36.0,32.0,30.0
4,711,327.0,127.0,0.0,42.0,4.9,5.0,5.1,4.7,42.0,36.0,32.0,30.0
5,712,103.0,331.0,65.0,89.0,5.1,4.6,4.7,5.2,42.0,36.0,32.0,30.0
6,713,53.0,443.0,0.0,33.0,5.0,4.9,4.6,5.1,42.0,36.0,32.0,30.0
7,714,192.0,557.0,0.0,43.0,4.6,4.6,4.5,5.1,42.0,36.0,32.0,30.0
8,715,202.0,602.0,16.0,33.0,5.0,4.5,4.6,5.1,42.0,36.0,32.0,30.0
9,716,213.0,579.0,0.0,52.0,4.6,4.5,4.5,4.8,42.0,37.0,32.0,30.0
10,717,286.0,297.0,0.0,14.0,4.6,4.7,4.9,5.1,42.0,37.0,32.0,30.0
11,718,98.0,553.0,-14.0,34.0,4.9,4.6,4.4,4.9,42.0,37.0,32.0,30.0
12,719,27.0,222.0,0.0,12.0,5.1,4.9,5.1,5.1,42.0,37.0,32.0,30.0
13,720,29.0,139.0,15.0,13.0,5.2,5.1,5.0,5.2,42.0,37.0,32.0,30.0
14,721,22.0,118.0,0.0,19.0,5.2,5.2,5.1,5.2,42.0,37.0,32.0,30.0
15,722,18.0,74.0,-5.0,17.0,5.2,5.2,5.2,5.2,41.0,37.0,32.0,29.0
16,723,18.0,70.0,0.0,0.0,5.2,5.1,5.1,5.2,41.0,37.0,32.0,29.0
17,724,139.0,204.0,0.0,13.0,5.1,5.0,5.0,5.2,41.0,37.0,32.0,29.0
18,725,175.0,67.0,0.0,25.0,5.2,5.1,5.1,4.9,41.0,37.0,32.0,29.0
19,726,246.0,68.0,0.0,37.0,5.1,5.0,5.1,5.1,41.0,37.0,31.0,29.0
20,727,69.0,17.0,0.0,12.0,5.2,5.2,5.2,5.2,41.0,37.0,31.0,29.0
21,728,15.0,31.0,0.0,15.0,5.2,5.2,5.2,5.2,41.0,37.0,31.0,29.0
22,729,14.0,24.0,22.0,15.0,5.2,5.2,5.2,5.2,41.0,37.0,31.0,29.0
23,730,37.0,14.0,63.0,16.0,5.2,5.2,5.2,5.2,41.0,36.0,31.0,29.0
24,731,12.0,12.0,127.0,34.0,5.2,5.1,5.0,5.2,41.0,36.0,31.0,29.0
25,732,16.0,14.0,161.0,134.0,5.1,5.1,5.1,5.2,41.0,36.0,31.0,29.0
26,733,0.0,11.0,289.0,251.0,5.0,5.0,4.8,5.1,41.0,36.0,31.0,29.0
27,734,43.0,72.0,374.0,458.0,5.0,4.5,4.2,4.5,41.0,36.0,32.0,29.0
28,735,152.0,111.0,183.0,394.0,4.6,4.8,4.8,4.7,41.0,36.0,32.0,30.0
29,736,227.0,228.0,317.0,177.0,4.3,4.7,4.1,4.6,41.0,36.0,32.0,30.0
30,737,274.0,72.0,477.0,313.0,4.9,4.8,4.6,5.1,41.0,36.0,32.0,30.0
31,738,123.0,29.0,39.0,83.0,5.0,5.2,5.1,4.9,41.0,36.0,32.0,30.0
32,739,34.0,115.0,410.0,111.0,5.1,4.9,4.1,5.1,41.0,36.0,32.0,30.0
33,740,153.0,30.0,25.0,117.0,5.1,5.1,5.1,5.2,41.0,36.0,32.0,30.0
34,741,59.0,155.0,172.0,322.0,4.6,5.0,4.8,5.0,41.0,36.0,32.0,30.0
35,742,66.0,133.0,123.0,479.0,5.0,4.8,4.9,4.6,41.0,36.0,32.0,30.0
36,743,216.0,357.0,26.0,148.0,4.6,4.9,4.9,4.7,41.0,36.0,32.0,31.0
37,744,296.0,402.0,159.0,213.0,4.9,4.7,4.6,4.8,41.0,36.0,32.0,31.0
38,745,151.0,172.0,30.0,278.0,4.8,4.9,5.1,4.7,41.0,36.0,32.0,31.0
39,746,44.0,90.0,34.0,251.0,5.0,5.1,5.0,5.0,41.0,36.0,32.0,31.0
40,747,233.0,223.0,19.0,122.0,4.5,4.8,4.9,5.1,41.0,36.0,32.0,31.0
41,748,248.0,173.0,256.0,223.0,5.0,4.7,4.5,4.5,41.0,36.0,32.0,31.0
42,749,77.0,429.0,177.0,54.0,5.1,4.3,4.5,5.0,41.0,36.0,32.0,31.0
43,750,182.0,414.0,177.0,64.0,4.7,4.6,4.4,4.9,41.0,36.0,32.0,31.0
44,751,395.0,378.0,344.0,103.0,4.7,4.2,4.2,4.8,41.0,37.0,32.0,31.0
45,752,281.0,278.0,22.0,103.0,4.8,4.9,4.8,4.9,41.0,37.0,32.0,31.0
46,753,414.0,390.0,3.0,50.0,4.7,4.7,4.9,4.8,41.0,37.0,32.0,31.0
47,754,391.0,326.0,119.0,40.0,4.8,4.8,4.7,5.1,41.0,37.0,32.0,31.0
48,755,488.0,418.0,16.0,61.0,4.6,4.6,4.8,5.0,42.0,37.0,32.0,30.0
49,756,461.0,422.0,313.0,91.0,4.4,4.0,4.1,4.7,42.0,37.0,32.0,30.0
50,757,374.0,417.0,536.0,291.0,4.1,3.9,4.0,4.7,42.0,37.0,32.0,30.0
51,758,259.0,416.0,489.0,232.0,4.4,4.1,3.9,4.4,42.0,37.0,32.0,31.0
52,759,133.0,305.0,305.0,92.0,4.8,4.7,4.3,4.9,42.0,37.0,33.0,31.0
53,760,336.0,260.0,197.0,77.0,5.0,4.8,4.7,4.7,42.0,37.0,33.0,31.0
54,761,134.0,408.0,103.0,40.0,5.0,4.7,4.9,4.9,42.0,37.0,33.0,31.0
55,762,90.0,433.0,36.0,224.0,5.1,4.8,4.8,5.0,42.0,37.0,33.0,31.0
56,763,56.0,614.0,24.0,117.0,4.8,4.4,4.4,5.0,42.0,37.0,33.0,31.0
57,764,132.0,624.0,17.0,29.0,4.9,4.5,4.4,4.9,42.0,38.0,33.0,31.0
58,765,37.0,505.0,188.0,192.0,5.0,4.5,4.2,4.9,42.0,38.0,33.0,31.0
59,766,24.0,313.0,69.0,178.0,5.1,4.9,4.7,5.1,42.0,38.0,33.0,31.0
60,767,40.0,443.0,28.0,140.0,5.0,4.6,4.5,5.1,42.0,38.0,33.0,31.0
61,768,33.0,480.0,0.0,36.0,5.0,4.6,4.8,5.1,42.0,38.0,33.0,31.0
62,769,41.0,613.0,-1.0,11.0,5.1,4.4,4.5,5.1,42.0,39.0,33.0,31.0
63,770,53.0,345.0,16.0,30.0,5.1,4.7,4.9,5.1,42.0,39.0,33.0,31.0
64,771,15.0,97.0,72.0,20.0,5.2,5.1,5.1,5.2,42.0,39.0,32.0,31.0
65,772,63.0,244.0,19.0,64.0,5.2,5.0,4.7,5.2,41.0,39.0,32.0,31.0
66,773,212.0,78.0,20.0,15.0,5.1,5.0,5.0,4.9,41.0,39.0,32.0,31.0
67,774,115.0,32.0,82.0,28.0,5.0,5.2,5.1,5.1,41.0,39.0,32.0,31.0
68,775,17.0,59.0,16.0,11.0,5.2,5.2,5.2,5.2,41.0,38.0,32.0,31.0
69,776,15.0,111.0,0.0,11.0,5.2,5.2,5.2,5.2,41.0,38.0,32.0,30.0
