step,action_count,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp
1,6225,14.0,40.0,0.0,16.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
2,6226,30.0,90.0,14.0,14.0,5.1,5.1,5.1,5.2,24.0,22.0,22.0,22.0
3,6227,35.0,92.0,0.0,14.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
4,6228,15.0,94.0,-3.0,23.0,5.2,5.2,5.1,5.2,24.0,22.0,22.0,22.0
5,6229,45.0,95.0,0.0,31.0,5.2,5.2,5.1,5.2,24.0,22.0,22.0,22.0
6,6230,14.0,18.0,0.0,17.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
7,6231,28.0,77.0,0.0,16.0,5.2,5.1,5.2,5.2,24.0,22.0,22.0,22.0
8,6232,13.0,81.0,4.0,15.0,5.2,5.1,5.2,5.2,24.0,22.0,22.0,22.0
9,6233,36.0,82.0,0.0,26.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
10,6234,52.0,84.0,5.0,15.0,5.2,5.2,5.2,5.1,24.0,22.0,22.0,22.0
11,6235,32.0,24.0,0.0,15.0,5.2,5.2,5.2,5.3,24.0,22.0,22.0,22.0
12,6236,13.0,14.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
13,6237,26.0,76.0,0.0,15.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
14,6238,36.0,125.0,0.0,24.0,5.1,5.0,5.1,5.2,24.0,22.0,22.0,22.0
15,6239,40.0,144.0,0.0,16.0,5.2,5.0,5.2,5.2,24.0,23.0,22.0,22.0
16,6240,26.0,146.0,0.0,27.0,5.1,5.1,4.9,5.2,24.0,23.0,22.0,22.0
17,6241,14.0,145.0,0.0,15.0,5.2,5.1,5.0,5.2,24.0,23.0,22.0,22.0
18,6242,14.0,97.0,0.0,15.0,5.2,5.2,5.1,5.2,24.0,23.0,22.0,22.0
19,6243,14.0,77.0,0.0,15.0,5.2,5.2,5.1,5.2,24.0,23.0,22.0,22.0
20,6244,26.0,21.0,0.0,16.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
21,6245,40.0,115.0,0.0,14.0,5.2,5.0,5.1,5.2,24.0,23.0,22.0,22.0
22,6246,14.0,109.0,0.0,14.0,5.2,5.2,5.1,5.2,24.0,23.0,22.0,22.0
23,6247,14.0,53.0,15.0,14.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
24,6248,13.0,32.0,0.0,15.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,23.0
25,6249,13.0,31.0,8.0,15.0,5.2,5.1,5.2,5.2,24.0,23.0,22.0,23.0
26,6250,31.0,33.0,0.0,21.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,23.0
27,6251,37.0,33.0,0.0,16.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,23.0
28,6252,12.0,15.0,0.0,17.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,23.0
29,6253,25.0,39.0,0.0,15.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,23.0
30,6254,33.0,81.0,0.0,14.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,23.0
31,6255,39.0,82.0,16.0,15.0,5.1,5.1,5.0,5.2,24.0,23.0,22.0,23.0
32,6256,24.0,31.0,0.0,15.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,23.0
33,6257,13.0,82.0,0.0,23.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,23.0
34,6258,13.0,42.0,4.0,15.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,23.0
35,6259,25.0,43.0,16.0,14.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,23.0
36,6260,27.0,43.0,-3.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,23.0
37,6261,14.0,40.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,23.0
38,6262,13.0,27.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,23.0
39,6263,0.0,13.0,-14.0,15.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,23.0
40,6264,2.0,16.0,-8.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
41,6265,13.0,16.0,-1.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
42,6266,14.0,17.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
43,6267,0.0,5.0,-1.0,-15.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,23.0
44,6268,-14.0,14.0,0.0,-15.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,23.0
