step,action_count,motor_16_target,motor_17_target,motor_18_target,motor_19_target,motor_16_position,motor_17_position,motor_18_position,motor_19_position,motor_16_error,motor_17_error,motor_18_error,motor_19_error,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp,motor_16_action,motor_17_action,motor_18_action,motor_19_action
1,224,1220,5766,-1182,13245,1220,5766,-1182,13247,0,0,0,-2,0.0,0.0,0.0,-10.0,5.2,5.2,5.2,5.2,30.0,27.0,22.0,23.0,-0.9917429685592651,-0.06506773829460144,-0.6966585516929626,-0.5153475403785706
2,225,1207,5737,-1173,13366,1207,5738,-1173,13366,0,-1,0,0,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,30.0,27.0,22.0,23.0,-0.4647241234779358,-0.977409839630127,0.06460945308208466,0.8076245784759521
3,226,1202,5708,-1078,13442,1202,5709,-1078,13442,0,-1,0,0,0.0,0.0,16.0,0.0,5.2,5.2,5.2,5.2,30.0,27.0,22.0,23.0,-0.19236184656620026,-0.9988188147544861,0.6349049806594849,0.5084292888641357
4,227,1314,5659,-1107,13417,1315,5659,-1107,13419,-1,0,0,-2,0.0,0.0,0.0,-11.0,5.2,5.2,5.2,5.2,29.0,27.0,22.0,23.0,0.7520164251327515,-0.32935214042663574,-0.9769394993782043,-0.8431928753852844
5,228,1314,5718,-1052,13356,1316,5718,-1052,13356,-2,0,0,0,-3.0,13.0,15.0,0.0,5.2,5.2,5.2,5.2,29.0,27.0,22.0,23.0,-0.0035473033785820007,0.39663538336753845,0.37043026089668274,-0.41179516911506653
6,229,1387,5579,-914,13240,1387,5579,-915,13240,0,0,1,0,0.0,0.0,15.0,0.0,5.2,5.2,5.2,5.2,29.0,26.0,22.0,23.0,0.4920397698879242,-0.9297662377357483,0.9254887104034424,-0.7772737741470337
7,230,1409,5542,-770,13116,1409,5542,-770,13116,0,0,0,0,0.0,0.0,0.0,1.0,5.2,5.2,5.2,5.2,29.0,26.0,22.0,23.0,0.14896976947784424,-0.24885794520378113,0.9652963876724243,-0.8269433975219727
8,231,1550,5630,-653,13039,1508,5592,-653,13039,42,38,0,0,29.0,24.0,16.0,0.0,5.2,5.2,5.2,5.1,29.0,26.0,22.0,23.0,0.944442868232727,0.5868192911148071,0.7831671237945557,-0.5145063400268555
9,232,1418,5507,-527,12960,1418,5507,-526,12961,0,0,-1,-1,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,29.0,26.0,22.0,23.0,-0.8845188617706299,-0.8232448101043701,0.843173623085022,-0.5326319932937622
10,233,1390,5491,-549,12936,1390,5491,-548,12938,0,0,-1,-2,0.0,0.0,0.0,-11.0,5.2,5.2,5.2,5.2,29.0,26.0,22.0,23.0,-0.9398820400238037,-0.5596818923950195,-0.7422107458114624,-0.810573399066925
11,234,1535,5606,-417,12858,1501,5572,-417,12859,34,34,0,-1,25.0,23.0,15.0,0.0,5.2,5.2,5.2,5.2,29.0,26.0,22.0,23.0,0.9685273170471191,0.770720362663269,0.8852735161781311,-0.5260704755783081
12,235,1396,5494,-431,12834,1396,5494,-430,12835,0,0,-1,-1,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,29.0,26.0,22.0,23.0,-0.9320846199989319,-0.7467994689941406,-0.4893234968185425,-0.8122025728225708
13,236,1433,5394,-283,12928,1432,5395,-284,12927,1,-1,1,1,9.0,0.0,16.0,9.0,5.2,5.2,5.2,5.2,29.0,26.0,22.0,23.0,0.25142785906791687,-0.6722275018692017,0.9917718768119812,0.6290871500968933
14,237,1508,5523,-144,12960,1496,5505,-163,12928,12,18,19,32,15.0,16.0,68.0,20.0,5.2,5.2,5.1,5.2,29.0,26.0,22.0,23.0,0.5045931935310364,0.8653847575187683,0.9282804727554321,0.2182776778936386
