step,action_count,motor_16_target,motor_17_target,motor_18_target,motor_19_target,motor_16_position,motor_17_position,motor_18_position,motor_19_position,motor_16_error,motor_17_error,motor_18_error,motor_19_error,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp,motor_16_action,motor_17_action,motor_18_action,motor_19_action
1,354,-7962,8617,5507,-4876,-7962,8542,5488,-4877,0,75,19,1,0.0,48.0,67.0,15.0,5.2,5.2,5.0,5.2,24.0,30.0,26.0,24.0,-0.8388066291809082,0.6464439034461975,0.3923824429512024,-0.009291739203035831
2,355,-7999,8750,5637,-4808,-7999,8553,5586,-4879,0,197,51,71,0.0,189.0,229.0,50.0,5.1,4.7,5.0,5.1,24.0,29.0,26.0,24.0,-0.2510503828525543,0.8918689489364624,0.8722854256629944,0.4536482095718384
3,356,-8132,8603,5550,-4952,-8131,8559,5546,-4957,-1,44,4,5,0.0,28.0,24.0,15.0,5.2,5.2,5.2,5.2,24.0,30.0,26.0,24.0,-0.8913761377334595,-0.9860169291496277,-0.5819059610366821,-0.9617007970809937
4,357,-8161,8582,5530,-5081,-8160,8577,5530,-5081,-1,5,0,0,0.0,13.0,0.0,14.0,5.2,5.2,5.2,5.2,24.0,29.0,26.0,24.0,-0.9743638634681702,-0.7020356059074402,-0.13651975989341736,-0.8651398420333862
5,358,-8229,8724,5648,-5143,-8228,8622,5629,-5159,-1,102,19,16,0.0,72.0,69.0,18.0,5.2,5.0,5.0,5.2,24.0,29.0,26.0,24.0,-0.4584197998046875,0.9527729749679565,0.7916625142097473,-0.41417816281318665
6,359,-8362,8808,5789,-5048,-8361,8621,5728,-5154,-1,187,61,106,0.0,176.0,297.0,86.0,5.1,4.9,4.9,5.0,24.0,29.0,26.0,24.0,-0.8887873888015747,0.5655302405357361,0.9466431140899658,0.6353261470794678
7,360,-8478,8884,5876,-4950,-8477,8618,5780,-5151,-1,266,96,201,-1.0,290.0,510.0,229.0,4.9,4.2,4.3,4.9,24.0,29.0,27.0,24.0,-0.7780450582504272,0.5107864141464233,0.7422090172767639,0.6597846746444702
8,361,-8564,8990,5855,-4849,-8563,8618,5780,-5151,-1,372,75,302,-15.0,523.0,363.0,431.0,4.8,3.7,4.1,4.9,24.0,30.0,27.0,24.0,-0.5774595737457275,0.8714954853057861,-0.597476601600647,0.7120792865753174
9,362,-8534,8977,5863,-4993,-8534,8618,5781,-5151,0,359,82,158,0.0,469.0,401.0,153.0,4.9,4.4,3.9,5.0,24.0,30.0,27.0,24.0,0.20449426770210266,-0.4741499423980713,0.3169143795967102,-0.9626613855361938
10,363,-8614,8953,5910,-4963,-8613,8617,5799,-5151,-1,336,111,188,0.0,412.0,573.0,204.0,4.6,4.1,3.9,4.7,24.0,31.0,28.0,25.0,-0.5343695282936096,-0.16589708626270294,0.5455453395843506,0.4014429748058319
11,364,-8576,8939,5922,-5039,-8576,8617,5799,-5151,0,322,123,112,0.0,368.0,647.0,90.0,4.9,4.2,4.0,5.0,24.0,31.0,28.0,25.0,0.254435271024704,-0.7791987657546997,0.8729859590530396,-0.5120925307273865
12,365,-8668,8951,5911,-5180,-8667,8618,5836,-5241,-1,333,75,61,0.0,434.0,373.0,40.0,5.0,4.2,4.6,5.0,24.0,31.0,29.0,25.0,-0.6148354411125183,0.6825823783874512,0.2776714861392975,-0.9441882371902466
13,366,-8783,8965,5968,-5324,-8782,8618,5907,-5374,-1,347,61,50,0.0,473.0,284.0,32.0,5.0,4.3,4.1,5.1,24.0,31.0,29.0,24.0,-0.7704581618309021,0.17129720747470856,0.5637277960777283,-0.9642418622970581
14,367,-8853,9038,5901,-5464,-8852,8725,5887,-5512,-1,313,14,48,0.0,418.0,52.0,32.0,5.1,4.7,4.5,5.1,24.0,32.0,29.0,24.0,-0.4716993272304535,0.9289479851722717,-0.448335736989975,-0.9381325840950012
15,368,-8924,9039,5921,-5449,-8923,8725,5887,-5512,-1,314,34,63,0.0,404.0,132.0,43.0,5.1,4.6,4.4,5.1,24.0,32.0,29.0,24.0,-0.4755569398403168,0.00888827908784151,0.13650278747081757,0.10660801082849503
16,369,-9073,8977,6017,-5420,-9073,8724,5921,-5514,0,253,96,94,0.0,277.0,517.0,70.0,5.0,4.5,4.2,5.0,24.0,32.0,29.0,24.0,-0.9992985725402832,-0.4172196090221405,0.6401296854019165,0.19720081984996796
