step,action_count,motor_16_target,motor_17_target,motor_18_target,motor_19_target,motor_16_position,motor_17_position,motor_18_position,motor_19_position,motor_16_error,motor_17_error,motor_18_error,motor_19_error,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp,motor_16_action,motor_17_action,motor_18_action,motor_19_action
1,623,1349,5289,1265,11431,1350,5290,1264,11429,-1,-1,1,2,-4.0,0.0,17.0,11.0,5.2,5.2,5.2,5.2,29.0,26.0,25.0,24.0,-0.51402747631073,-0.7439204454421997,0.84568852186203,-0.9910524487495422
2,624,1346,5285,1332,11363,1346,5286,1330,11363,0,-1,2,0,0.0,0.0,16.0,12.0,5.2,5.2,5.2,5.2,29.0,26.0,25.0,24.0,-0.13039974868297577,-0.1551324725151062,0.44750770926475525,-0.4558136463165283
3,625,1224,5299,1325,11343,1224,5297,1325,11344,0,2,0,-1,0.0,12.0,0.0,0.0,5.2,5.2,5.2,5.2,29.0,26.0,25.0,24.0,-0.8162463307380676,0.09841430187225342,-0.2360346019268036,-0.667579174041748
4,626,1199,5286,1438,11271,1199,5288,1436,11268,0,-2,2,3,0.0,-12.0,16.0,11.0,5.2,5.2,5.2,5.2,29.0,26.0,25.0,24.0,-0.8604435920715332,-0.46626046299934387,0.7536811232566833,-0.4803282916545868
5,627,1193,5264,1532,11156,1193,5265,1531,11156,0,-1,1,0,0.0,0.0,17.0,10.0,5.2,5.2,5.2,5.2,29.0,26.0,25.0,24.0,-0.20357654988765717,-0.7482290267944336,0.6269785761833191,-0.7682548761367798
6,628,1174,5260,1591,11010,1174,5261,1590,11010,0,-1,1,0,0.0,0.0,16.0,0.0,5.2,5.2,5.2,5.2,29.0,26.0,25.0,24.0,-0.6526920795440674,-0.14501799643039703,0.39975911378860474,-0.976707935333252
7,629,1147,5241,1724,10862,1149,5241,1725,10862,-2,0,-1,0,-13.0,0.0,0.0,11.0,5.2,5.2,5.2,5.2,29.0,26.0,25.0,24.0,-0.9279438853263855,-0.6400599479675293,0.8879545331001282,-0.992961049079895
8,630,1124,5231,1734,10754,1125,5231,1734,10755,-1,0,0,-1,0.0,0.0,14.0,2.0,5.2,5.2,5.2,5.2,29.0,26.0,25.0,24.0,-0.7972488403320312,-0.3374669849872589,0.07132246345281601,-0.7251312136650085
9,631,1033,5316,1809,10606,1032,5316,1809,10606,1,0,0,0,0.0,12.0,13.0,0.0,5.2,5.2,5.2,5.2,29.0,26.0,25.0,24.0,-0.6131590604782104,0.5721768140792847,0.5056401491165161,-0.989427387714386
10,632,1163,5404,1793,10583,1148,5390,1793,10583,15,14,0,0,16.0,15.0,15.0,0.0,5.2,5.2,5.2,5.2,29.0,26.0,25.0,24.0,0.8709414601325989,0.5870513319969177,-0.5526585578918457,-0.7892494201660156
11,633,1181,5445,1771,10558,1153,5410,1771,10558,28,35,0,0,20.0,25.0,16.0,0.0,5.2,5.2,5.2,5.2,29.0,26.0,25.0,24.0,0.12326251715421677,0.2758426070213318,-0.7468752861022949,-0.8625335693359375
12,634,1166,5374,1773,10431,1161,5374,1773,10431,5,0,0,0,13.0,12.0,16.0,0.0,5.2,5.2,5.2,5.2,29.0,26.0,25.0,24.0,-0.10417582094669342,-0.4744727313518524,0.01870860904455185,-0.8498013019561768
