step,action_count,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp
1,929,51.0,44.0,0.0,11.0,5.2,5.2,5.1,5.2,37.0,36.0,30.0,30.0
2,930,13.0,13.0,0.0,11.0,5.2,5.2,5.2,5.2,37.0,36.0,30.0,30.0
3,931,13.0,12.0,0.0,11.0,5.2,5.2,5.2,5.2,37.0,36.0,30.0,30.0
4,932,14.0,8.0,0.0,-12.0,5.2,5.2,5.2,5.2,37.0,36.0,30.0,30.0
5,933,0.0,1.0,13.0,0.0,5.2,5.2,5.2,5.2,37.0,36.0,30.0,29.0
6,934,0.0,0.0,0.0,12.0,5.2,5.2,5.2,5.2,37.0,36.0,30.0,29.0
7,935,13.0,10.0,0.0,11.0,5.2,5.2,5.2,5.2,37.0,36.0,30.0,29.0
8,936,43.0,41.0,0.0,11.0,5.2,5.2,5.2,5.2,37.0,36.0,30.0,29.0
9,937,109.0,22.0,16.0,25.0,5.1,5.2,5.2,5.1,37.0,36.0,30.0,29.0
10,938,18.0,41.0,0.0,17.0,5.2,5.2,5.2,5.2,37.0,36.0,30.0,29.0
11,939,88.0,78.0,0.0,12.0,5.2,5.2,5.0,5.2,37.0,36.0,30.0,29.0
12,940,197.0,54.0,0.0,31.0,5.1,5.1,5.2,5.2,37.0,36.0,30.0,29.0
13,941,333.0,191.0,0.0,14.0,4.6,5.0,5.0,5.0,37.0,35.0,30.0,29.0
14,942,202.0,39.0,0.0,13.0,5.1,5.2,5.2,5.1,37.0,36.0,30.0,29.0
15,943,34.0,15.0,16.0,12.0,5.2,5.2,5.2,5.2,37.0,35.0,30.0,29.0
16,944,0.0,0.0,4.0,-11.0,5.2,5.2,5.2,5.2,37.0,35.0,30.0,29.0
17,945,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,37.0,35.0,30.0,29.0
18,946,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,37.0,35.0,30.0,29.0
19,947,13.0,12.0,0.0,-12.0,5.2,5.2,5.2,5.2,37.0,35.0,30.0,29.0
20,948,13.0,12.0,16.0,-12.0,5.2,5.2,5.2,5.2,37.0,35.0,30.0,29.0
21,949,13.0,10.0,0.0,12.0,5.2,5.2,5.2,5.2,37.0,35.0,30.0,29.0
22,950,30.0,12.0,2.0,0.0,5.2,5.2,5.2,5.3,37.0,35.0,30.0,29.0
23,951,13.0,0.0,7.0,11.0,5.2,5.2,5.2,5.2,37.0,35.0,30.0,29.0
24,952,14.0,11.0,15.0,12.0,5.2,5.2,5.2,5.2,37.0,35.0,30.0,29.0
25,953,49.0,43.0,53.0,68.0,5.0,5.1,5.1,5.2,37.0,35.0,29.0,29.0
26,954,65.0,103.0,121.0,83.0,5.1,5.1,4.9,5.2,37.0,35.0,29.0,29.0
27,955,22.0,142.0,153.0,40.0,5.2,5.0,4.9,5.2,37.0,35.0,29.0,29.0
28,956,103.0,121.0,472.0,232.0,5.0,4.8,4.5,4.9,37.0,35.0,30.0,29.0
29,957,152.0,244.0,361.0,102.0,4.7,4.5,4.0,5.0,37.0,35.0,30.0,29.0
30,958,128.0,59.0,562.0,216.0,4.7,4.7,4.6,5.0,37.0,35.0,30.0,29.0
31,959,171.0,42.0,67.0,326.0,4.7,5.1,5.1,4.9,37.0,35.0,30.0,29.0
32,960,305.0,220.0,460.0,277.0,4.9,4.5,4.3,4.5,37.0,35.0,31.0,29.0
33,961,108.0,50.0,506.0,543.0,4.5,4.4,4.3,4.4,37.0,35.0,31.0,30.0
34,962,29.0,18.0,465.0,487.0,4.6,4.9,4.0,5.0,37.0,35.0,31.0,30.0
35,963,106.0,30.0,461.0,488.0,4.6,4.8,4.5,4.4,37.0,35.0,31.0,30.0
36,964,172.0,40.0,450.0,480.0,4.6,4.8,4.7,4.5,37.0,35.0,32.0,31.0
37,965,265.0,199.0,250.0,484.0,4.1,4.5,4.4,4.7,37.0,34.0,32.0,31.0
38,966,507.0,142.0,519.0,532.0,4.2,4.3,4.2,4.5,37.0,35.0,32.0,31.0
39,967,520.0,180.0,493.0,517.0,4.2,4.5,3.9,4.2,37.0,34.0,32.0,32.0
40,968,190.0,115.0,314.0,552.0,4.5,4.8,4.8,4.4,37.0,35.0,32.0,32.0
41,969,168.0,36.0,371.0,505.0,4.5,4.9,4.1,4.6,37.0,34.0,32.0,32.0
42,970,106.0,24.0,188.0,474.0,4.6,4.8,4.7,5.0,37.0,34.0,32.0,32.0
43,971,130.0,129.0,51.0,402.0,4.6,5.0,5.0,4.7,37.0,34.0,32.0,32.0
44,972,31.0,21.0,23.0,92.0,5.2,5.1,5.2,5.2,37.0,34.0,32.0,32.0
45,973,25.0,105.0,15.0,13.0,5.1,5.1,5.1,5.2,37.0,34.0,32.0,32.0
46,974,13.0,10.0,16.0,12.0,5.2,5.2,5.2,5.2,37.0,34.0,32.0,32.0
47,975,13.0,10.0,17.0,-12.0,5.2,5.2,5.2,5.2,37.0,34.0,32.0,32.0
48,976,0.0,0.0,15.0,13.0,5.2,5.2,5.2,5.2,37.0,34.0,32.0,32.0
49,977,18.0,12.0,145.0,86.0,5.1,5.0,5.1,5.2,37.0,34.0,32.0,32.0
50,978,15.0,12.0,115.0,27.0,5.2,5.2,5.1,5.2,37.0,34.0,32.0,32.0
51,979,-14.0,0.0,105.0,26.0,5.2,5.2,5.1,5.2,37.0,34.0,32.0,32.0
52,980,19.0,25.0,17.0,31.0,5.2,5.2,5.2,5.2,37.0,34.0,32.0,32.0
53,981,15.0,39.0,0.0,15.0,5.2,5.2,5.2,5.2,37.0,34.0,32.0,32.0
54,982,16.0,34.0,0.0,0.0,5.2,5.2,5.1,5.2,37.0,34.0,32.0,31.0
55,983,19.0,64.0,0.0,12.0,5.2,5.2,5.2,5.2,37.0,34.0,32.0,31.0
56,984,120.0,66.0,0.0,12.0,5.1,5.1,5.2,5.2,37.0,34.0,32.0,31.0
57,985,17.0,14.0,0.0,16.0,5.2,5.2,5.2,5.2,37.0,34.0,32.0,31.0
58,986,16.0,44.0,71.0,45.0,5.2,5.1,5.1,5.2,37.0,34.0,32.0,31.0
