step,action_count,motor_16_target,motor_17_target,motor_18_target,motor_19_target,motor_16_position,motor_17_position,motor_18_position,motor_19_position,motor_16_error,motor_17_error,motor_18_error,motor_19_error,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp,motor_16_action,motor_17_action,motor_18_action,motor_19_action
1,1,595,6238,-2904,15257,580,6236,-2903,15258,15,2,-1,-1,16.0,12.0,0.0,0.0,5.2,5.2,5.2,5.2,23.0,22.0,22.0,22.0,0.6456189155578613,-0.26764869689941406,-0.7329225540161133,-0.4114639163017273
2,2,648,6136,-2906,15245,648,6135,-2905,15246,0,1,-1,-1,14.0,11.0,0.0,0.0,5.2,5.2,5.2,5.2,23.0,22.0,22.0,22.0,0.35479968786239624,-0.6811090707778931,-0.09157099574804306,-0.4213867485523224
3,3,733,6065,-2784,15314,732,6063,-2789,15287,1,2,5,27,13.0,11.0,21.0,18.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0,0.5717837810516357,-0.4761314392089844,0.8137452602386475,0.4634116291999817
4,4,697,6103,-2881,15404,697,6087,-2884,15373,0,16,3,31,12.0,15.0,18.0,19.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0,-0.24171903729438782,0.25429338216781616,-0.6526755690574646,0.6063661575317383
5,5,750,6182,-2780,15271,720,6132,-2785,15266,30,50,5,5,21.0,31.0,21.0,12.0,4.8,4.8,4.8,4.8,24.0,22.0,22.0,22.0,0.3560623526573181,0.5292323231697083,0.6745768785476685,-0.8917073607444763
6,6,856,6314,-2924,15164,756,6180,-2923,15160,100,134,-1,4,83.0,124.0,0.0,12.0,5.0,5.0,5.0,5.1,24.0,22.0,22.0,22.0,0.7070482969284058,0.8804095983505249,-0.964805006980896,-0.7173264026641846
7,7,708,6313,-2781,15218,691,6224,-2782,15197,17,89,1,21,17.0,66.0,16.0,17.0,5.1,5.1,5.1,5.2,24.0,22.0,22.0,22.0,-0.9898504614830017,-0.012844900600612164,0.9566431641578674,0.3616739511489868
8,8,634,6363,-2762,15097,623,6297,-2762,15095,11,66,0,2,15.0,43.0,3.0,11.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0,-0.4988692104816437,0.3335466980934143,0.12996737658977509,-0.8124907612800598
9,9,547,6465,-2787,15091,531,6383,-2787,15090,16,82,0,1,17.0,58.0,0.0,11.0,5.2,5.2,5.1,5.2,24.0,22.0,22.0,22.0,-0.5809004306793213,0.6826379299163818,-0.8455234169960022,-0.20580333471298218
10,10,651,6371,-2641,14969,590,6354,-2641,14968,61,17,0,1,42.0,15.0,0.0,11.0,5.0,5.1,5.1,5.1,24.0,22.0,22.0,22.0,0.6984307169914246,-0.6314014196395874,0.975824236869812,-0.8171072602272034
11,11,591,6292,-2564,15073,591,6289,-2569,15041,0,3,5,32,0.0,12.0,20.0,21.0,5.1,5.2,5.2,5.2,24.0,22.0,22.0,22.0,-0.4030163884162903,-0.5315661430358887,0.5191315412521362,0.6949819326400757
12,12,571,6276,-2464,15020,571,6274,-2481,15004,0,2,17,16,0.0,12.0,61.0,14.0,5.1,5.1,5.1,5.1,24.0,22.0,22.0,22.0,-0.6946239471435547,-0.5637997388839722,0.6731269359588623,-0.35941171646118164
13,13,552,6250,-2385,14985,552,6247,-2404,14962,0,3,19,23,0.0,12.0,67.0,17.0,5.1,5.0,5.1,5.1,24.0,22.0,22.0,22.0,-0.6351281404495239,-0.8766689896583557,0.5274608135223389,-0.2391246110200882
14,14,661,6263,-2469,14893,654,6255,-2468,14894,7,8,-1,-1,14.0,14.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0,0.7307131290435791,0.08744344860315323,-0.5614838600158691,-0.6144043803215027
15,15,538,6386,-2472,14868,535,6368,-2471,14869,3,18,-1,-1,13.0,16.0,0.0,0.0,5.2,5.2,5.1,5.2,24.0,22.0,22.0,22.0,-0.8253629803657532,0.8209530115127563,-0.11778703331947327,-0.8367733955383301
16,16,409,6432,-2376,14986,411,6402,-2392,14910,-2,30,16,76,-13.0,20.0,57.0,60.0,5.1,5.0,5.1,5.1,24.0,22.0,22.0,22.0,-0.8636010885238647,0.30844026803970337,0.6449572443962097,0.7913778424263
17,17,295,6394,-2510,14850,295,6394,-2510,14851,0,0,0,-1,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0,-0.760546863079071,-0.2554122805595398,-0.8958543539047241,-0.9104082584381104
18,18,198,6525,-2394,14931,198,6497,-2404,14886,0,28,10,45,0.0,19.0,33.0,29.0,5.2,5.2,5.1,5.2,24.0,22.0,22.0,22.0,-0.6487280130386353,0.8768468499183655,0.7798639535903931,0.5413734912872314
19,19,182,6566,-2428,15074,183,6522,-2436,14943,-1,44,8,131,0.0,28.0,28.0,119.0,5.1,5.1,5.1,5.1,24.0,22.0,22.0,22.0,-0.11233451962471008,0.2768247425556183,-0.22812220454216003,0.9534933567047119
20,20,107,6709,-2449,15146,107,6639,-2461,14963,0,70,12,183,0.0,46.0,41.0,195.0,4.7,5.0,4.9,5.0,24.0,22.0,22.0,22.0,-0.500740647315979,0.9544338583946228,-0.14642955362796783,0.48558762669563293
21,21,134,6581,-2568,15051,135,6580,-2571,15013,-1,1,3,38,0.0,12.0,17.0,24.0,5.1,5.2,5.2,5.1,24.0,22.0,22.0,22.0,0.1841038465499878,-0.8545088768005371,-0.7956444025039673,-0.6380401253700256
22,22,126,6573,-2581,14965,126,6574,-2581,14966,0,-1,0,-1,0.0,0.0,0.0,1.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0,-0.2955234944820404,-0.2935507297515869,-0.09316957741975784,-0.5784479379653931
23,23,230,6532,-2552,14830,230,6533,-2553,14830,0,-1,1,0,0.0,0.0,15.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0,0.6981304883956909,-0.27362775802612305,0.19419161975383759,-0.9002237915992737
24,24,344,6424,-2576,14808,344,6424,-2576,14808,0,0,0,0,0.0,0.0,4.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0,0.7642134428024292,-0.7262023091316223,-0.8054465055465698,-0.7347673177719116
25,25,492,6314,-2446,14663,491,6314,-2446,14663,1,0,0,0,13.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0,0.9881714582443237,-0.7350426316261292,0.8679437637329102,-0.9706341624259949
26,26,470,6286,-2548,14735,470,6286,-2548,14735,0,0,0,0,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0,-0.7404424548149109,-0.9385687708854675,-0.6864186525344849,0.4840027987957001
27,27,400,6428,-2446,14602,401,6428,-2445,14602,-1,0,-1,0,0.0,0.0,2.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0,-0.4691751003265381,0.9486966729164124,0.6841555833816528,-0.8881899118423462
28,28,507,6523,-2457,14579,478,6487,-2455,14574,29,36,-2,5,22.0,24.0,0.0,12.0,5.2,5.2,5.1,5.1,24.0,22.0,22.0,22.0,0.7149444222450256,0.6387311220169067,-0.37559136748313904,-0.7982980012893677
29,29,362,6648,-2582,14715,352,6593,-2582,14704,10,55,0,11,14.0,33.0,0.0,12.0,5.1,5.1,5.1,5.1,24.0,22.0,22.0,22.0,-0.9707342982292175,0.8345829248428345,-0.8339085578918457,0.9116536378860474
30,30,219,6531,-2709,14778,219,6532,-2708,14777,0,-1,-1,1,0.0,0.0,0.0,11.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0,-0.9579305648803711,-0.7865493297576904,-0.8488592505455017,0.42207401990890503
31,31,360,6554,-2798,14784,350,6547,-2798,14778,10,7,0,6,15.0,12.0,0.0,11.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0,0.9406421184539795,0.15856076776981354,-0.5936232209205627,0.04012882709503174
32,32,481,6597,-2659,14648,421,6551,-2659,14646,60,46,0,2,42.0,30.0,0.0,12.0,5.0,5.1,5.1,5.1,24.0,22.0,22.0,22.0,0.8129769563674927,0.28893977403640747,0.9312312602996826,-0.9113442301750183
33,33,535,6745,-2553,14676,432,6589,-2554,14652,103,156,1,24,86.0,151.0,16.0,16.0,4.9,4.9,4.9,4.9,24.0,22.0,22.0,22.0,0.36175861954689026,0.9912864565849304,0.7094231843948364,0.19273823499679565
34,34,394,6823,-2620,14574,359,6669,-2620,14570,35,154,0,4,26.0,149.0,-1.0,11.0,5.1,4.9,5.0,5.0,24.0,22.0,22.0,22.0,-0.9460017681121826,0.5225467681884766,-0.45133349299430847,-0.6857317686080933
35,35,490,6773,-2594,14681,361,6669,-2594,14649,129,104,0,32,122.0,81.0,0.0,20.0,4.8,5.0,5.0,5.1,24.0,22.0,22.0,22.0,0.6462594866752625,-0.3340171277523041,0.1789373755455017,0.7139913439750671
36,36,455,6919,-2600,14677,361,6679,-2600,14649,94,240,0,28,74.0,293.0,0.0,19.0,5.0,4.7,4.8,4.9,24.0,22.0,22.0,22.0,-0.2392447590827942,0.9763212203979492,-0.21221236884593964,-0.16091668605804443
37,37,580,6882,-2574,14662,361,6679,-2574,14649,219,203,0,13,269.0,223.0,0.0,14.0,4.4,4.9,4.8,4.8,24.0,22.0,22.0,22.0,0.8370217084884644,-0.24747498333454132,0.17828801274299622,-0.10041659325361252
38,38,692,6920,-2579,14637,409,6677,-2579,14633,283,243,0,4,397.0,294.0,-4.0,13.0,4.6,4.6,4.6,4.8,24.0,22.0,22.0,22.0,0.8671067357063293,0.2671965956687927,-0.18061913549900055,-0.8351070284843445
39,39,730,7017,-2587,14619,425,6677,-2587,14615,305,340,0,4,440.0,487.0,0.0,12.0,4.5,4.5,4.3,4.7,24.0,23.0,22.0,22.0,0.42263999581336975,0.8041941523551941,-0.2820649743080139,-0.613654375076294
40,40,741,7009,-2503,14500,427,6679,-2504,14496,314,330,1,4,455.0,459.0,15.0,13.0,4.5,4.3,4.2,4.8,25.0,23.0,22.0,22.0,0.1318989396095276,-0.05456024035811424,0.5639963746070862,-0.7999963760375977
41,41,666,6934,-2528,14481,427,6679,-2528,14479,239,255,0,2,301.0,316.0,0.0,12.0,4.4,4.8,4.8,4.8,25.0,24.0,22.0,22.0,-0.6565365195274353,-0.3002893030643463,-0.8373259902000427,-0.6364191770553589
42,42,753,6822,-2549,14462,427,6680,-2549,14461,326,142,0,1,485.0,125.0,-6.0,14.0,4.3,5.0,5.0,4.5,26.0,24.0,22.0,22.0,0.7320541143417358,-0.7520583868026733,-0.7024596929550171,-0.6477340459823608
43,43,721,6884,-2634,14600,427,6679,-2634,14556,294,205,0,44,408.0,222.0,0.0,28.0,4.7,5.0,4.7,4.4,26.0,24.0,22.0,22.0,-0.2156522572040558,0.41895273327827454,-0.5707030296325684,0.9238891005516052
44,44,783,6939,-2763,14642,427,6678,-2763,14585,356,261,0,57,536.0,320.0,0.0,33.0,4.1,4.7,4.8,4.2,26.0,24.0,22.0,22.0,0.704558253288269,0.7771191000938416,-0.8641732931137085,0.2833264172077179
45,45,708,6805,-2910,14565,427,6678,-2909,14561,281,127,-1,4,379.0,103.0,0.0,13.0,4.4,5.0,4.9,4.7,27.0,24.0,22.0,22.0,0.23976781964302063,-0.8993785381317139,-0.9822458624839783,-0.5181640386581421
46,46,603,6845,-2799,14691,426,6677,-2799,14641,177,168,0,50,183.0,164.0,0.0,32.0,4.8,5.1,4.7,5.0,27.0,24.0,22.0,23.0,-0.7034993171691895,0.2731781303882599,0.7461761236190796,0.8456794023513794
47,47,512,6939,-2914,14643,426,6677,-2913,14641,86,262,-1,2,62.0,332.0,0.0,11.0,5.1,4.6,4.9,5.1,27.0,24.0,22.0,23.0,-0.6099774837493896,0.6299799680709839,-0.7690174579620361,-0.3237212896347046
48,48,630,7030,-2883,14685,426,6678,-2883,14641,204,352,0,44,221.0,506.0,15.0,28.0,4.8,4.5,4.1,4.7,27.0,24.0,22.0,23.0,0.7916133999824524,0.8246320486068726,0.21165362000465393,0.2841462194919586
49,49,736,6955,-2869,14563,426,6678,-2870,14558,310,277,1,5,431.0,348.0,11.0,14.0,4.6,4.6,4.7,4.9,27.0,24.0,22.0,22.0,0.7421972751617432,-0.524558424949646,0.09671866148710251,-0.8147721290588379
50,50,776,7030,-2893,14540,426,6679,-2892,14537,350,351,-1,3,509.0,496.0,0.0,13.0,4.2,4.5,4.5,4.8,27.0,25.0,22.0,23.0,0.9477154612541199,0.7195329666137695,-0.8107777237892151,-0.7774077653884888
51,51,765,7019,-2990,14644,426,6678,-2990,14594,339,341,0,50,481.0,472.0,0.0,30.0,4.5,4.4,4.5,4.3,28.0,25.0,22.0,23.0,0.779606819152832,-0.8422151803970337,-0.6494426727294922,0.6995354294776917
52,52,690,6944,-3139,14500,427,6679,-3139,14496,263,265,0,4,332.0,324.0,0.0,13.0,4.7,4.9,4.9,4.5,28.0,25.0,22.0,23.0,0.09328252077102661,0.9107182025909424,-0.9993990063667297,-0.9604397416114807
53,53,767,6876,-2993,14401,465,6678,-2994,14399,302,198,1,2,398.0,197.0,16.0,13.0,4.2,4.8,4.5,4.5,29.0,26.0,22.0,23.0,0.6991505026817322,-0.45463883876800537,0.9757280945777893,-0.6651033759117126
54,54,830,6753,-3063,14457,481,6655,-3062,14417,349,98,-1,40,503.0,67.0,0.0,26.0,4.6,4.9,4.9,4.9,29.0,26.0,22.0,23.0,0.702766478061676,-0.8215542435646057,-0.46679943799972534,0.37574467062950134
55,55,685,6607,-3089,14442,549,6559,-3089,14425,136,48,0,17,119.0,29.0,0.0,15.0,5.1,5.2,5.2,4.9,29.0,25.0,22.0,23.0,-0.9731783866882324,-0.9799338579177856,-0.8677124977111816,-0.5245107412338257
56,56,717,6584,-2945,14358,550,6554,-2945,14357,167,30,0,1,161.0,20.0,0.0,12.0,5.1,5.1,5.1,5.0,29.0,25.0,22.0,23.0,0.21948781609535217,-0.1555842012166977,0.9628019332885742,-0.5644996166229248
57,57,842,6597,-2958,14354,609,6519,-2958,14353,233,78,0,1,270.0,51.0,0.0,12.0,4.5,5.1,5.0,5.1,29.0,25.0,22.0,23.0,0.8337292075157166,0.09043323248624802,-0.45733144879341125,-0.16569890081882477
58,58,968,6537,-3039,14412,698,6446,-3038,14382,270,91,-1,30,345.0,62.0,-3.0,20.0,4.4,5.0,5.0,4.8,29.0,25.0,22.0,23.0,0.9838303327560425,-0.40028923749923706,-0.5456160306930542,0.39089441299438477
59,59,1035,6415,-3003,14428,805,6335,-3004,14402,230,80,1,26,266.0,53.0,15.0,19.0,5.0,5.1,5.0,4.9,29.0,25.0,22.0,23.0,0.637950599193573,-0.8188031911849976,0.24135755002498627,0.10877758264541626
60,60,1008,6386,-2929,14390,805,6333,-2928,14388,203,53,-1,2,218.0,32.0,0.0,12.0,4.8,5.1,5.1,4.8,29.0,25.0,22.0,23.0,-0.18561196327209473,-0.19803248345851898,0.49942365288734436,-0.25607216358184814
61,61,931,6453,-2908,14493,805,6332,-2907,14464,126,121,-1,29,104.0,97.0,0.0,19.0,5.0,5.1,4.9,5.1,30.0,25.0,22.0,23.0,-0.5199090242385864,0.4526265859603882,0.14088299870491028,0.6925352215766907
62,62,788,6540,-2794,14414,749,6370,-2795,14413,39,170,1,1,25.0,169.0,16.0,12.0,5.1,4.9,5.0,5.1,30.0,25.0,22.0,23.0,-0.9542854428291321,0.585092306137085,0.7646231651306152,-0.532447099685669
63,63,795,6623,-2797,14478,747,6379,-2797,14453,48,244,0,25,30.0,286.0,0.0,18.0,5.1,4.7,5.0,5.1,29.0,25.0,22.0,23.0,0.0505167692899704,0.5534216165542603,-0.025294160470366478,0.43051207065582275
64,64,849,6646,-2824,14463,747,6379,-2822,14453,102,267,-2,10,76.0,328.0,-18.0,12.0,5.0,4.9,4.8,5.1,29.0,26.0,22.0,23.0,0.363042414188385,0.18519367277622223,-0.9045886397361755,-0.5017203688621521
65,65,841,6711,-2820,14595,746,6379,-2821,14561,95,332,1,34,69.0,463.0,15.0,20.0,4.9,4.4,4.7,4.9,29.0,26.0,22.0,23.0,-0.05765176936984062,0.5887523889541626,0.03305424004793167,0.8832274675369263
66,66,845,6723,-2793,14446,745,6401,-2793,14443,100,322,0,3,73.0,440.0,1.0,11.0,5.0,4.7,4.4,5.0,29.0,26.0,22.0,23.0,0.030411452054977417,0.1503218412399292,0.18385165929794312,-0.9958176016807556
67,67,738,6730,-2667,14357,672,6469,-2668,14353,66,261,1,4,43.0,321.0,17.0,10.0,5.1,4.8,4.6,5.1,29.0,26.0,22.0,23.0,-0.7142303586006165,0.09222686290740967,0.8414387702941895,-0.5958749055862427
68,68,826,6724,-2696,14333,672,6470,-2695,14331,154,254,-1,2,144.0,302.0,0.0,11.0,4.9,4.9,4.9,4.8,29.0,27.0,22.0,23.0,0.58737713098526,-0.04395310580730438,-0.9762919545173645,-0.8019686341285706
69,69,838,6600,-2724,14320,672,6470,-2723,14319,166,130,-1,1,163.0,104.0,0.0,12.0,4.9,4.9,5.1,5.1,29.0,27.0,22.0,23.0,0.08237076550722122,-0.8267720341682434,-0.9343045353889465,-0.4407035708427429
70,70,978,6539,-2748,14294,698,6457,-2747,14292,280,82,-1,2,366.0,53.0,6.0,12.0,4.7,5.0,5.0,4.8,30.0,27.0,22.0,23.0,0.938320517539978,-0.40732860565185547,-0.8225812315940857,-0.8687856197357178
71,71,904,6428,-2621,14357,755,6375,-2621,14340,149,53,0,17,137.0,32.0,0.0,15.0,5.0,5.2,5.1,4.9,30.0,27.0,22.0,23.0,-0.49444815516471863,-0.7421215772628784,0.8501324653625488,0.42531439661979675
72,72,906,6292,-2728,14379,836,6273,-2727,14371,70,19,-1,8,46.0,16.0,0.0,12.0,5.2,5.2,5.2,5.1,30.0,26.0,22.0,23.0,0.01474541611969471,-0.9128755331039429,-0.715708315372467,0.15282636880874634
73,73,829,6190,-2726,14315,828,6189,-2725,14315,1,1,-1,0,12.0,12.0,0.0,-1.0,5.2,5.2,5.2,5.2,30.0,26.0,22.0,23.0,-0.516952633857727,-0.6853204369544983,0.015407915227115154,-0.4282606542110443
74,74,706,6238,-2612,14377,706,6238,-2612,14376,0,0,0,1,0.0,12.0,2.0,11.0,5.2,5.2,5.2,5.2,30.0,26.0,22.0,23.0,-0.8224466443061829,0.3225919008255005,0.7609722018241882,0.41664624214172363
75,75,782,6101,-2598,14317,782,6100,-2598,14317,0,1,0,0,0.0,11.0,0.0,0.0,5.2,5.2,5.2,5.2,30.0,26.0,22.0,23.0,0.5082111358642578,-0.9182644486427307,0.09765276312828064,-0.4037717878818512
76,76,795,6003,-2602,14302,793,6004,-2602,14302,2,-1,0,0,13.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,30.0,26.0,22.0,23.0,0.09275646507740021,-0.6585626602172852,-0.1402623951435089,-0.5077942609786987
77,77,810,5858,-2711,14388,809,5859,-2710,14388,1,-1,-1,0,0.0,0.0,-3.0,0.0,5.2,5.2,5.2,5.2,30.0,26.0,22.0,23.0,0.10241076350212097,-0.9695871472358704,-0.7286850214004517,0.5766426920890808
78,78,718,5874,-2733,14364,717,5873,-2732,14364,1,1,-1,0,12.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,30.0,26.0,22.0,23.0,-0.617479681968689,0.10862019658088684,-0.7435745000839233,-0.8215683102607727
79,79,801,5743,-2656,14262,801,5744,-2656,14262,0,-1,0,0,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,30.0,26.0,22.0,23.0,0.5542095899581909,-0.8757379055023193,0.5188601016998291,-0.6831932067871094
80,80,773,5740,-2675,14233,773,5741,-2675,14233,0,-1,0,0,6.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,30.0,26.0,22.0,23.0,-0.9538841247558594,-0.1271679848432541,-0.6565300226211548,-0.9910185933113098
81,81,774,5824,-2801,14313,773,5825,-2801,14313,1,-1,0,0,12.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,30.0,26.0,22.0,23.0,0.010016503743827343,0.5642269849777222,-0.8431656360626221,0.5348004102706909
82,82,700,5919,-2697,14236,701,5920,-2696,14236,-1,-1,-1,0,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,30.0,26.0,22.0,23.0,-0.49969109892845154,0.6372127532958984,0.6950564384460449,-0.5142646431922913
83,83,578,6057,-2596,14201,578,6057,-2596,14202,0,0,0,-1,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,30.0,26.0,22.0,23.0,-0.8193878531455994,0.9241187572479248,0.6742206811904907,-0.2343457192182541
84,84,549,6054,-2620,14181,549,6057,-2620,14183,0,-3,0,-2,0.0,-12.0,0.0,-11.0,5.2,5.2,5.2,5.2,30.0,26.0,22.0,23.0,-0.9832305908203125,-0.11060754954814911,-0.8086026906967163,-0.6796084642410278
85,85,673,6167,-2507,14092,675,6168,-2507,14092,-2,-1,0,0,-3.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,30.0,26.0,22.0,23.0,0.8312746286392212,0.7536237239837646,0.755308210849762,-0.599049985408783
86,86,667,6138,-2565,14159,669,6138,-2565,14160,-2,0,0,-1,-12.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,30.0,26.0,22.0,23.0,-0.22726501524448395,-0.9953800439834595,-0.39116525650024414,0.45328330993652344
87,87,571,6279,-2433,14024,571,6278,-2433,14024,0,1,0,0,0.0,10.0,15.0,0.0,5.2,5.2,5.2,5.2,30.0,26.0,22.0,23.0,-0.644768476486206,0.9437730312347412,0.8809537291526794,-0.9014244079589844
88,88,545,6421,-2455,14002,545,6419,-2454,14003,0,2,-1,-1,0.0,12.0,0.0,-11.0,5.2,5.2,5.2,5.2,30.0,26.0,22.0,23.0,-0.17971904575824738,0.9476267099380493,-0.7355784773826599,-0.7490732669830322
89,89,544,6392,-2357,13870,544,6392,-2356,13870,0,0,-1,0,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,30.0,26.0,22.0,23.0,-0.04857213795185089,-0.9792914986610413,0.6564422845840454,-0.880964994430542
90,90,687,6503,-2338,14014,633,6448,-2338,14009,54,55,0,5,35.0,34.0,16.0,12.0,5.1,5.2,5.1,5.2,30.0,26.0,22.0,23.0,0.954293429851532,0.7403559684753418,0.12786808609962463,0.9616981148719788
91,91,588,6614,-2346,13999,568,6524,-2345,13999,20,90,-1,0,18.0,64.0,0.0,0.0,5.2,5.2,5.1,5.2,30.0,26.0,22.0,23.0,-0.6644052267074585,0.7452373504638672,-0.2827477753162384,-0.5031175017356873
