step,action_count,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp
1,201,0.0,51.0,367.0,132.0,5.1,4.7,4.9,5.1,42.0,42.0,38.0,33.0
2,202,0.0,39.0,501.0,248.0,5.1,4.7,4.7,4.8,42.0,42.0,38.0,33.0
3,203,-13.0,32.0,458.0,337.0,4.8,4.6,4.1,5.1,42.0,42.0,38.0,33.0
4,204,-14.0,36.0,613.0,392.0,4.6,4.4,4.6,4.8,41.0,41.0,38.0,33.0
5,205,0.0,27.0,657.0,332.0,5.0,4.7,4.1,4.9,41.0,41.0,38.0,33.0
6,206,13.0,28.0,630.0,365.0,5.0,4.8,4.5,5.1,41.0,41.0,39.0,34.0
7,207,0.0,27.0,351.0,414.0,4.7,4.6,4.3,4.7,41.0,41.0,39.0,34.0
8,208,0.0,71.0,61.0,496.0,4.6,5.0,5.0,5.0,41.0,41.0,39.0,34.0
9,209,0.0,73.0,78.0,324.0,5.2,5.0,5.0,4.9,41.0,41.0,39.0,34.0
10,210,13.0,90.0,58.0,91.0,5.1,5.0,5.1,5.2,41.0,41.0,39.0,34.0
11,211,0.0,17.0,64.0,249.0,5.2,5.0,5.1,5.0,41.0,41.0,39.0,34.0
12,212,0.0,16.0,20.0,30.0,5.2,5.2,5.2,5.2,41.0,41.0,39.0,34.0
13,213,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,41.0,41.0,39.0,34.0
14,214,0.0,0.0,0.0,14.0,5.2,5.2,5.2,5.2,41.0,41.0,39.0,34.0
15,215,11.0,13.0,0.0,-14.0,5.2,5.2,5.2,5.3,41.0,41.0,39.0,34.0
16,216,13.0,17.0,18.0,19.0,5.2,5.2,5.2,5.2,41.0,41.0,38.0,34.0
17,217,0.0,16.0,97.0,27.0,5.2,5.2,5.2,5.2,41.0,40.0,38.0,34.0
18,218,0.0,26.0,27.0,63.0,5.2,5.2,5.2,5.2,40.0,40.0,38.0,34.0
19,219,14.0,60.0,27.0,59.0,5.2,5.1,5.1,5.2,40.0,40.0,38.0,34.0
20,220,21.0,161.0,21.0,15.0,5.2,5.1,5.1,5.2,40.0,40.0,38.0,34.0
21,221,157.0,164.0,15.0,24.0,4.9,5.0,5.1,4.9,40.0,40.0,38.0,33.0
22,222,137.0,241.0,0.0,15.0,5.1,4.8,5.0,4.9,40.0,40.0,38.0,33.0
23,223,260.0,399.0,0.0,15.0,4.6,4.6,4.9,5.2,40.0,40.0,38.0,33.0
24,224,270.0,425.0,0.0,0.0,5.0,4.9,4.9,5.1,40.0,40.0,38.0,33.0
25,225,477.0,323.0,16.0,20.0,4.7,4.9,4.6,4.8,41.0,41.0,38.0,33.0
26,226,528.0,168.0,0.0,0.0,4.6,5.0,4.8,4.7,41.0,41.0,38.0,33.0
