step,action_count,motor_16_target,motor_17_target,motor_18_target,motor_19_target,motor_16_position,motor_17_position,motor_18_position,motor_19_position,motor_16_error,motor_17_error,motor_18_error,motor_19_error,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp,motor_16_action,motor_17_action,motor_18_action,motor_19_action
1,297,-4417,7025,4168,-1507,-4417,6982,4167,-1508,0,43,1,1,0.0,27.0,23.0,15.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,0.15272130072116852,0.9402429461479187,-0.10387161374092102,-0.002543443813920021
2,298,-4444,6999,4301,-1656,-4444,6984,4299,-1662,0,15,2,6,0.0,15.0,23.0,15.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,-0.9201197624206543,-0.8853362798690796,0.8897478580474854,-0.9939349889755249
3,299,-4397,7140,4308,-1657,-4398,7079,4300,-1665,1,61,8,8,16.0,38.0,33.0,16.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,0.3187558352947235,0.9448339939117432,0.04903053492307663,-0.006768004037439823
4,300,-4320,7195,4353,-1795,-4363,7102,4348,-1799,43,93,5,4,33.0,69.0,28.0,15.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,0.5143064856529236,0.3709695637226105,0.30296507477760315,-0.9235300421714783
5,301,-4461,7092,4223,-1732,-4461,7091,4222,-1744,0,1,1,12,0.0,12.0,21.0,16.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,-0.9448820352554321,-0.6899466514587402,-0.8687529563903809,0.421651154756546
6,302,-4459,7200,4333,-1790,-4463,7156,4328,-1796,4,44,5,6,16.0,28.0,28.0,15.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,0.019917834550142288,0.7240171432495117,0.739001989364624,-0.38673871755599976
7,303,-4548,7289,4290,-1875,-4550,7250,4290,-1879,2,39,0,4,15.0,27.0,21.0,15.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,-0.598779559135437,0.5991419553756714,-0.2898309528827667,-0.5674320459365845
8,304,-4634,7398,4249,-1978,-4640,7352,4249,-1979,6,46,0,1,17.0,28.0,22.0,14.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,-0.5794754028320312,0.7277268767356873,-0.2784099578857422,-0.690138041973114
9,305,-4735,7433,4112,-1860,-4734,7411,4110,-1877,-1,22,2,17,11.0,17.0,23.0,17.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,-0.675146222114563,0.23739908635616302,-0.9143975377082825,0.7887569665908813
10,306,-4858,7508,4231,-1999,-4857,7480,4228,-2007,-1,28,3,8,0.0,19.0,25.0,15.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,-0.8231210708618164,0.5046758651733398,0.7956262826919556,-0.9307671785354614
11,307,-4977,7575,4357,-2142,-4977,7538,4351,-2152,0,37,6,10,0.0,23.0,27.0,15.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,-0.7973475456237793,0.45217689871788025,0.8442946672439575,-0.9569743275642395
12,308,-5120,7427,4388,-2148,-5120,7423,4386,-2151,0,4,2,3,0.0,13.0,23.0,14.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,-0.9582570791244507,-0.9872161149978638,0.21266305446624756,-0.04599485918879509
13,309,-5259,7497,4536,-2291,-5259,7471,4532,-2298,0,26,4,7,0.0,18.0,24.0,15.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,-0.9306440353393555,0.4689761698246002,0.9895958304405212,-0.9598974585533142
14,310,-5252,7646,4647,-2241,-5252,7526,4623,-2298,0,120,24,57,0.0,94.0,95.0,38.0,5.2,5.1,4.9,5.2,24.0,23.0,24.0,24.0,0.04981599003076553,0.9944312572479248,0.7428745031356812,0.3388839662075043
15,311,-5194,7790,4726,-2389,-5193,7638,4696,-2439,-1,152,30,50,0.0,148.0,120.0,33.0,5.1,5.0,5.1,5.2,24.0,23.0,24.0,24.0,0.3931417763233185,0.961333692073822,0.5279658436775208,-0.9915279150009155
16,312,-5223,7902,4625,-2311,-5222,7754,4615,-2438,-1,148,10,127,0.0,142.0,42.0,112.0,5.1,4.9,4.9,5.1,24.0,23.0,24.0,24.0,-0.19766131043434143,0.7480313181877136,-0.6788811087608337,0.5217756032943726
17,313,-5219,8023,4484,-2327,-5226,7881,4473,-2423,7,142,11,96,17.0,131.0,39.0,75.0,5.2,5.0,5.2,5.2,24.0,23.0,24.0,24.0,0.02843078412115574,0.8105329275131226,-0.9453733563423157,-0.10798723250627518
