step,action_count,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp
1,33,14.0,14.0,134.0,25.0,5.1,5.0,4.9,5.2,23.0,21.0,22.0,22.0
2,34,15.0,13.0,16.0,13.0,5.2,5.2,5.2,5.2,23.0,21.0,22.0,22.0
3,35,0.0,0.0,0.0,11.0,5.2,5.2,5.2,5.2,23.0,21.0,22.0,22.0
4,36,0.0,0.0,15.0,0.0,5.2,5.2,5.2,5.2,23.0,21.0,22.0,22.0
5,37,-2.0,13.0,30.0,22.0,5.2,5.2,5.2,5.2,23.0,21.0,22.0,22.0
6,38,18.0,17.0,0.0,10.0,5.2,5.2,5.2,5.2,23.0,21.0,22.0,22.0
7,39,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,23.0,21.0,22.0,22.0
8,40,13.0,13.0,0.0,12.0,5.2,5.2,5.2,5.2,23.0,21.0,22.0,22.0
9,41,32.0,16.0,3.0,15.0,5.2,5.2,5.2,5.2,23.0,21.0,22.0,22.0
10,42,0.0,13.0,22.0,29.0,5.2,5.2,5.2,5.2,23.0,21.0,22.0,22.0
11,43,35.0,48.0,20.0,65.0,5.1,5.2,5.1,5.1,23.0,21.0,22.0,22.0
12,44,40.0,130.0,0.0,29.0,5.1,5.1,5.1,5.2,23.0,21.0,22.0,22.0
13,45,15.0,52.0,0.0,16.0,5.2,5.1,5.1,5.2,23.0,21.0,22.0,22.0
14,46,35.0,16.0,0.0,11.0,5.2,5.2,5.2,5.2,23.0,21.0,22.0,22.0
15,47,147.0,66.0,0.0,12.0,5.1,5.0,5.0,5.1,23.0,21.0,22.0,22.0
16,48,41.0,226.0,0.0,13.0,5.1,4.9,4.9,5.2,23.0,22.0,22.0,22.0
17,49,25.0,108.0,15.0,14.0,5.2,5.0,5.0,5.2,23.0,22.0,22.0,22.0
18,50,179.0,262.0,8.0,43.0,4.7,4.6,4.7,5.1,23.0,22.0,22.0,22.0
19,51,36.0,196.0,0.0,12.0,5.1,5.0,4.8,5.2,23.0,22.0,22.0,22.0
20,52,178.0,370.0,0.0,15.0,4.7,4.7,4.5,4.8,23.0,22.0,22.0,22.0
21,53,75.0,102.0,0.0,13.0,5.1,5.1,5.1,5.1,23.0,22.0,22.0,22.0
22,54,121.0,29.0,15.0,37.0,5.1,5.1,5.1,5.1,23.0,22.0,22.0,22.0
23,55,39.0,100.0,16.0,68.0,5.1,5.1,5.1,5.2,23.0,22.0,22.0,22.0
24,56,13.0,14.0,111.0,27.0,5.2,4.9,5.1,5.2,24.0,22.0,22.0,22.0
25,57,16.0,67.0,160.0,70.0,5.1,5.0,5.0,5.2,24.0,22.0,22.0,22.0
26,58,52.0,136.0,393.0,105.0,5.0,4.4,4.5,5.0,24.0,22.0,22.0,22.0
27,59,87.0,30.0,185.0,56.0,5.1,4.8,4.9,5.0,24.0,22.0,22.0,22.0
28,60,14.0,14.0,36.0,95.0,5.2,5.2,5.1,5.2,24.0,22.0,23.0,22.0
29,61,0.0,13.0,28.0,53.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,22.0
30,62,29.0,14.0,23.0,46.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,22.0
31,63,0.0,12.0,24.0,51.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,22.0
32,64,17.0,13.0,0.0,11.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,22.0
33,65,0.0,0.0,0.0,11.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,22.0
34,66,0.0,0.0,0.0,11.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,22.0
35,67,0.0,0.0,15.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,22.0
36,68,12.0,14.0,0.0,11.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,22.0
37,69,0.0,13.0,0.0,-12.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,22.0
38,70,0.0,0.0,0.0,11.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,22.0
39,71,13.0,17.0,0.0,13.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,22.0
40,72,81.0,60.0,0.0,33.0,5.1,5.2,5.1,5.2,24.0,22.0,23.0,22.0
41,73,86.0,24.0,0.0,32.0,5.0,5.2,5.2,5.1,24.0,22.0,23.0,23.0
42,74,14.0,13.0,64.0,22.0,5.2,5.1,5.2,5.2,24.0,22.0,23.0,23.0
43,75,21.0,56.0,48.0,17.0,5.1,5.0,5.1,5.2,24.0,22.0,23.0,22.0
44,76,0.0,15.0,41.0,12.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,23.0
45,77,13.0,12.0,16.0,16.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,23.0
46,78,0.0,0.0,14.0,14.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,22.0
47,79,0.0,12.0,76.0,70.0,5.2,5.1,5.1,5.2,24.0,22.0,23.0,23.0
48,80,13.0,13.0,58.0,16.0,5.2,5.1,5.2,5.2,24.0,22.0,23.0,23.0
49,81,0.0,16.0,143.0,34.0,5.2,5.1,5.1,5.2,24.0,22.0,23.0,23.0
50,82,0.0,13.0,237.0,199.0,5.0,4.6,4.9,4.9,24.0,22.0,23.0,23.0
51,83,0.0,16.0,471.0,126.0,4.7,4.7,4.7,5.0,24.0,22.0,23.0,23.0
52,84,0.0,14.0,428.0,115.0,4.9,4.5,4.7,5.0,24.0,22.0,23.0,23.0
53,85,0.0,14.0,40.0,25.0,5.2,5.2,5.1,5.2,24.0,22.0,24.0,23.0
54,86,0.0,0.0,39.0,17.0,5.2,5.1,5.2,5.2,24.0,22.0,24.0,23.0
55,87,13.0,15.0,73.0,16.0,5.2,5.1,5.1,5.2,24.0,22.0,24.0,23.0
56,88,0.0,0.0,17.0,56.0,5.2,5.2,5.2,5.2,24.0,22.0,24.0,23.0
57,89,17.0,13.0,25.0,61.0,5.2,5.2,5.2,5.2,24.0,22.0,24.0,23.0
58,90,41.0,55.0,0.0,11.0,5.2,5.2,5.1,5.2,24.0,22.0,24.0,23.0
59,91,67.0,14.0,0.0,12.0,5.2,5.2,5.2,5.2,24.0,22.0,24.0,23.0
60,92,0.0,0.0,0.0,-12.0,5.2,5.2,5.2,5.2,24.0,22.0,24.0,23.0
61,93,5.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,24.0,23.0
