step,action_count,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp
1,2,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.3,35.0,27.0,34.0,30.0
2,3,31.0,33.0,0.0,11.0,5.2,5.1,5.2,5.2,35.0,27.0,34.0,30.0
3,4,44.0,15.0,0.0,-3.0,5.2,5.2,5.2,5.3,35.0,27.0,34.0,30.0
4,5,15.0,63.0,21.0,27.0,5.2,5.2,5.2,5.2,35.0,27.0,34.0,30.0
5,6,29.0,23.0,60.0,99.0,5.0,5.1,5.1,5.1,35.0,27.0,34.0,30.0
6,7,13.0,19.0,66.0,17.0,5.2,5.2,5.2,5.2,35.0,27.0,34.0,30.0
7,8,0.0,15.0,20.0,41.0,5.1,5.2,5.2,5.2,35.0,27.0,34.0,30.0
8,9,0.0,27.0,166.0,100.0,5.2,5.1,4.9,5.2,34.0,27.0,34.0,30.0
9,10,0.0,15.0,16.0,41.0,5.2,5.2,5.2,5.2,34.0,27.0,34.0,30.0
10,11,0.0,37.0,24.0,43.0,5.2,5.2,5.2,5.2,34.0,27.0,34.0,30.0
11,12,0.0,138.0,176.0,175.0,5.1,4.7,4.9,5.2,34.0,27.0,34.0,30.0
12,13,4.0,92.0,202.0,112.0,4.9,5.0,4.7,5.2,34.0,27.0,34.0,30.0
13,14,0.0,103.0,126.0,25.0,5.2,4.8,5.0,5.2,34.0,27.0,34.0,30.0
14,15,26.0,181.0,34.0,29.0,5.2,5.0,5.0,5.2,34.0,27.0,34.0,30.0
15,16,94.0,218.0,22.0,71.0,5.0,5.0,5.0,5.0,34.0,27.0,34.0,30.0
16,17,18.0,81.0,0.0,11.0,5.2,5.2,5.1,5.2,34.0,27.0,34.0,29.0
17,18,50.0,16.0,0.0,15.0,5.2,5.2,5.2,5.2,34.0,27.0,34.0,29.0
18,19,14.0,20.0,0.0,14.0,5.2,5.2,5.2,5.2,34.0,27.0,34.0,29.0
19,20,10.0,0.0,15.0,0.0,5.2,5.2,5.2,5.2,34.0,27.0,34.0,29.0
20,21,34.0,40.0,24.0,27.0,5.2,5.2,5.2,5.2,34.0,27.0,34.0,29.0
21,22,45.0,75.0,16.0,32.0,5.2,5.0,5.0,5.1,34.0,27.0,34.0,29.0
22,23,54.0,16.0,16.0,19.0,5.2,5.2,5.2,5.2,34.0,27.0,34.0,29.0
23,24,0.0,13.0,17.0,13.0,5.2,5.2,5.2,5.2,34.0,27.0,34.0,29.0
24,25,0.0,-1.0,0.0,0.0,5.2,5.2,5.2,5.2,34.0,27.0,34.0,29.0
25,26,0.0,13.0,0.0,12.0,5.2,5.2,5.2,5.2,34.0,27.0,34.0,29.0
