step,action_count,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp
1,1086,14.0,19.0,15.0,10.0,5.2,5.2,5.2,5.2,35.0,32.0,42.0,36.0
2,1087,0.0,10.0,0.0,-12.0,5.2,5.2,5.2,5.2,35.0,32.0,42.0,36.0
3,1088,13.0,9.0,0.0,10.0,5.2,5.2,5.2,5.2,35.0,32.0,42.0,36.0
4,1089,15.0,14.0,17.0,16.0,5.2,5.2,5.2,5.2,34.0,32.0,42.0,35.0
5,1090,0.0,10.0,89.0,103.0,5.0,5.1,5.1,5.0,34.0,32.0,42.0,35.0
6,1091,0.0,15.0,20.0,37.0,5.2,5.2,5.2,5.2,34.0,32.0,41.0,35.0
7,1092,0.0,0.0,15.0,-12.0,5.2,5.2,5.2,5.2,34.0,32.0,41.0,35.0
8,1093,0.0,10.0,0.0,12.0,5.2,5.3,5.2,5.2,34.0,32.0,41.0,35.0
9,1094,0.0,0.0,0.0,-11.0,5.2,5.2,5.2,5.2,34.0,31.0,41.0,35.0
10,1095,13.0,2.0,-3.0,11.0,5.2,5.2,5.2,5.2,34.0,31.0,41.0,35.0
11,1096,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,34.0,31.0,41.0,35.0
12,1097,0.0,-2.0,0.0,-12.0,5.2,5.2,5.2,5.2,34.0,31.0,41.0,35.0
13,1098,0.0,9.0,17.0,13.0,5.2,5.2,5.2,5.2,34.0,31.0,41.0,35.0
14,1099,-13.0,9.0,21.0,27.0,5.2,5.2,5.2,5.2,34.0,31.0,41.0,35.0
15,1100,0.0,9.0,49.0,15.0,5.2,5.2,5.2,5.2,34.0,31.0,41.0,35.0
16,1101,1.0,0.0,1.0,11.0,5.2,5.2,5.2,5.2,34.0,31.0,41.0,35.0
17,1102,0.0,0.0,0.0,-12.0,5.2,5.2,5.2,5.2,34.0,31.0,41.0,35.0
18,1103,0.0,0.0,4.0,11.0,5.2,5.2,5.2,5.2,34.0,31.0,40.0,35.0
19,1104,0.0,1.0,17.0,11.0,5.2,5.2,5.2,5.2,34.0,31.0,40.0,35.0
20,1105,0.0,11.0,78.0,32.0,5.2,5.2,5.2,5.2,34.0,31.0,40.0,35.0
21,1106,4.0,21.0,209.0,39.0,5.2,5.1,5.0,5.2,34.0,31.0,40.0,35.0
22,1107,0.0,34.0,90.0,46.0,5.2,5.0,5.1,5.2,34.0,31.0,40.0,34.0
