step,action_count,motor_16_target,motor_17_target,motor_18_target,motor_19_target,motor_16_position,motor_17_position,motor_18_position,motor_19_position,motor_16_error,motor_17_error,motor_18_error,motor_19_error,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp,motor_16_action,motor_17_action,motor_18_action,motor_19_action
1,269,-3875,6596,3644,-1160,-3876,6594,3643,-1159,1,2,1,-1,16.0,11.0,21.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,-0.4643215239048004,0.6003819704055786,-0.9720648527145386,-0.5866429805755615
2,270,-3896,6590,3644,-1163,-3896,6592,3643,-1162,0,-2,1,-1,0.0,-12.0,23.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,-0.7188918590545654,-0.22995348274707794,0.0033342044334858656,-0.022409560158848763
3,271,-3887,6707,3659,-1081,-3894,6689,3659,-1080,7,18,0,-1,17.0,15.0,22.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,0.06413519382476807,0.784990668296814,0.1047944501042366,0.5504149198532104
4,272,-3969,6794,3742,-1042,-3971,6762,3740,-1059,2,32,2,17,16.0,20.0,23.0,18.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,-0.5499019622802734,0.5837900638580322,0.5587503910064697,0.2630780041217804
5,273,-4085,6683,3672,-965,-4084,6681,3672,-974,-1,2,0,9,0.0,12.0,22.0,15.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,-0.7770872116088867,-0.7405720949172974,-0.4704565703868866,0.5163946747779846
6,274,-4102,6656,3527,-930,-4101,6656,3528,-931,-1,0,-1,1,0.0,0.0,0.0,15.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,-0.5707204341888428,-0.9305759072303772,-0.9697608351707458,0.2352958768606186
7,275,-4126,6654,3502,-931,-4125,6656,3503,-931,-1,-2,-1,0,0.0,-13.0,0.0,13.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,-0.8153588771820068,-0.0809628888964653,-0.8404541611671448,-0.033530715852975845
8,276,-4026,6797,3608,-1042,-4026,6793,3607,-1043,0,4,1,1,4.0,13.0,21.0,14.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,0.6668821573257446,0.9570431709289551,0.7100493311882019,-0.7439600229263306
9,277,-4034,6864,3731,-1127,-4035,6831,3730,-1128,1,33,1,1,16.0,23.0,22.0,14.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,-0.05980142578482628,0.4517398774623871,0.8260653614997864,-0.5681301951408386
10,278,-4168,6719,3747,-1253,-4167,6718,3747,-1253,-1,1,0,0,0.0,12.0,20.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,-0.8938168883323669,-0.9711890816688538,0.11160927265882492,-0.8401565551757812
11,279,-4183,6702,3875,-1358,-4182,6704,3876,-1358,-1,-2,-1,0,0.0,-13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,-0.5272677540779114,-0.5669777393341064,0.8566168546676636,-0.7064580917358398
12,280,-4159,6632,3930,-1271,-4158,6632,3930,-1272,-1,0,0,1,0.0,0.0,22.0,14.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,0.16653822362422943,-0.4718190133571625,0.3687283396720886,0.5860430002212524
13,281,-4048,6750,3910,-1387,-4047,6750,3911,-1387,-1,0,-1,0,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,0.7412726283073425,0.7896023392677307,-0.13881376385688782,-0.7781287431716919
14,282,-4159,6770,3968,-1470,-4158,6767,3967,-1469,-1,3,1,-1,0.0,12.0,21.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,-0.7428538799285889,0.13842284679412842,0.3872212767601013,-0.555891752243042
15,283,-4222,6850,3828,-1376,-4221,6849,3828,-1376,-1,1,0,0,0.0,12.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,-0.42398858070373535,0.5354321599006653,-0.936991274356842,0.6278083324432373
