episode,actor_loss,critic_loss,entropy,buffer_size
1,-0.004618603632320628,56.24136657714844,5.6784515380859375,200
2,-0.006634168483378744,39.09553527832031,5.681868267059326,200
1,-0.006090989928227231,19.470774841308593,5.678446102142334,200
2,-0.0030746421050253047,62.662457656860354,5.683724784851075,200
3,-0.006433435260350962,43.974103164672854,5.685269069671631,79
4,9.380328124848347e-05,93.4315071105957,5.6825775623321535,76
5,-0.0032143166882448782,30.125442695617675,5.682971096038818,80
6,-0.0004973381819127099,71.32844619750976,5.686436653137207,72
7,0.0015364911770888057,58.9922492980957,5.689482307434082,117
9,-0.003405136183982904,58.730786895751955,5.691209411621093,93
11,-0.005794659366938504,54.66916122436523,5.693179941177368,69
12,-0.013556603813731272,42.640388107299806,5.693354272842408,99
13,0.002195887640766614,88.44041290283204,5.69025068283081,54
