step,action_count,motor_16_target,motor_17_target,motor_18_target,motor_19_target,motor_16_position,motor_17_position,motor_18_position,motor_19_position,motor_16_error,motor_17_error,motor_18_error,motor_19_error,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp,motor_16_action,motor_17_action,motor_18_action,motor_19_action
1,601,2785,4212,2661,1282,2785,4192,2635,1185,0,20,26,97,0.0,20.0,92.0,68.0,5.2,5.2,5.1,5.2,32.0,36.0,37.0,32.0,-0.7116649150848389,-0.5556396245956421,0.7143717408180237,0.5198137760162354
2,602,2788,4296,2599,1192,2784,4238,2595,1180,4,58,4,12,14.0,40.0,20.0,14.0,5.2,5.2,5.2,5.2,32.0,36.0,37.0,32.0,0.02140374295413494,0.5608552694320679,-0.4149036109447479,-0.600183367729187
3,603,2750,4438,2561,1114,2730,4337,2561,1110,20,101,0,4,17.0,77.0,16.0,12.0,5.2,5.2,5.2,5.2,32.0,36.0,37.0,32.0,-0.25695106387138367,0.9526842832565308,-0.25823551416397095,-0.52201908826828
4,604,2837,4400,2541,1129,2740,4336,2541,1112,97,64,0,17,77.0,43.0,0.0,16.0,5.1,5.2,5.2,5.2,32.0,36.0,37.0,32.0,0.5824618339538574,-0.25624164938926697,-0.1398739367723465,0.10340564697980881
5,605,2966,4357,2521,1119,2804,4299,2521,1112,162,58,0,7,167.0,40.0,0.0,14.0,5.2,5.2,5.1,5.2,32.0,35.0,37.0,32.0,0.8636811375617981,-0.2915502190589905,-0.6772198677062988,-0.3533546030521393
6,606,2906,4306,2609,1252,2819,4268,2596,1155,87,38,13,97,65.0,28.0,50.0,69.0,5.1,5.2,5.1,5.2,32.0,35.0,37.0,32.0,-0.4002457857131958,-0.3438612222671509,0.5883009433746338,0.8880056142807007
7,607,2861,4289,2502,1380,2819,4249,2495,1264,42,40,7,116,28.0,29.0,24.0,87.0,5.0,5.2,5.2,5.2,32.0,35.0,36.0,32.0,-0.3003145754337311,-0.11585436761379242,-0.7188554406166077,0.8551808595657349
8,608,2980,4365,2603,1498,2858,4244,2560,1274,122,121,43,224,100.0,95.0,183.0,251.0,4.7,4.8,4.8,4.8,32.0,35.0,36.0,32.0,0.7975414991378784,0.5099833607673645,0.6792529821395874,0.7879860401153564
9,609,3111,4253,2668,1570,2967,4148,2624,1273,144,105,44,297,125.0,83.0,188.0,392.0,4.4,5.0,4.9,5.0,32.0,35.0,36.0,32.0,0.8756186962127686,-0.7470735311508179,0.8757535815238953,0.5324371457099915
10,610,3019,4130,2601,1651,2983,4086,2587,1347,36,44,14,304,23.0,31.0,48.0,416.0,4.7,5.1,5.1,4.7,32.0,35.0,37.0,32.0,-0.6133711338043213,-0.8259460926055908,-0.4480421841144562,0.8790099620819092
11,611,3135,4253,2677,1696,3021,4084,2614,1347,114,169,63,349,90.0,163.0,293.0,498.0,4.7,4.9,4.4,4.4,32.0,35.0,36.0,33.0,0.7772679328918457,0.8241034150123596,0.5111296772956848,0.5183793902397156
12,612,3200,4297,2754,1733,3043,4081,2660,1344,157,216,94,389,143.0,218.0,486.0,571.0,4.3,4.4,4.2,4.7,32.0,35.0,37.0,33.0,0.4372534155845642,0.29611265659332275,0.6555594205856323,0.49092674255371094
13,613,3073,4160,2762,1722,3041,4065,2669,1344,32,95,93,378,20.0,67.0,491.0,555.0,4.5,4.6,4.6,4.9,32.0,35.0,37.0,33.0,-0.8489294052124023,-0.9142280220985413,0.7649575471878052,-0.7222104072570801
14,614,2963,4129,2751,1711,2964,4064,2669,1344,-1,65,82,367,0.0,45.0,418.0,530.0,4.6,4.5,4.7,4.6,32.0,35.0,37.0,34.0,-0.739995539188385,-0.21321235597133636,-0.5017759799957275,0.19926410913467407
15,615,3034,3991,2676,1636,3033,3964,2658,1349,1,27,18,287,12.0,23.0,57.0,363.0,4.8,5.1,5.0,4.9,32.0,35.0,37.0,34.0,0.47677329182624817,-0.9209113717079163,0.34747427701950073,-0.02147691883146763
16,616,3164,3881,2783,1497,3165,3846,2731,1348,-1,35,52,149,0.0,27.0,241.0,124.0,4.9,5.1,4.7,5.2,32.0,35.0,37.0,34.0,0.867324948310852,-0.73703932762146,0.7140962481498718,-0.9289283156394958
17,617,3106,3915,2836,1435,3105,3844,2761,1345,1,71,75,90,12.0,50.0,383.0,58.0,5.1,4.5,4.5,5.2,32.0,35.0,37.0,34.0,-0.38780665397644043,0.23313696682453156,0.38779664039611816,-0.4148709177970886
18,618,3133,4023,2735,1386,3125,3914,2722,1320,8,109,13,66,15.0,86.0,39.0,39.0,5.2,5.2,5.1,5.2,32.0,35.0,37.0,34.0,0.18565885722637177,0.7264256477355957,-0.6783953309059143,-0.32731279730796814
19,619,3266,4159,2741,1378,3172,3936,2722,1319,94,223,19,59,71.0,264.0,61.0,35.0,5.0,5.1,5.0,5.1,32.0,35.0,37.0,34.0,0.888608455657959,0.912488579750061,0.04022875055670738,-0.05521807074546814
20,620,3149,4152,2698,1239,3116,3991,2694,1224,33,161,4,15,23.0,159.0,18.0,13.0,5.2,5.2,5.1,5.2,32.0,35.0,37.0,33.0,-0.7815002799034119,-0.05282866209745407,-0.2886336147785187,-0.9324542880058289
