episode,actor_loss,critic_loss,entropy,buffer_size
1,-0.010483368215341215,43.666358184814456,5.670367336273193,163
2,-0.005358034047765159,78.54890518188476,5.659497594833374,200
3,0.0006519126759485516,134.40648040771484,5.653010272979737,200
4,-0.002360603718443599,123.80339813232422,5.650842618942261,200
5,-0.00790217204344117,169.92996368408203,5.6513337135314945,200
6,-0.007617823410328128,149.4384765625,5.651220655441284,200
7,0.000632954272126085,155.98208465576172,5.648918151855469,153
16,-0.0011339894238290072,34.164076232910155,5.654314231872559,54
18,-0.0016772775041275167,108.56372985839843,5.660239744186401,202
19,0.004008996394895803,46.91988945007324,5.663420867919922,200
20,-0.0028958586839507917,43.47223320007324,5.664202499389648,200
21,-0.0015153111693507527,24.880105400085448,5.664145469665527,200
22,-0.006248638112083427,26.511487007141113,5.66320219039917,200
23,-0.007062541639606934,41.50902481079102,5.662211894989014,85
25,-0.01161403989954124,12.277478218078613,5.657968044281006,57
28,-0.0021135550629651336,19.80801315307617,5.6515758514404295,78
29,-0.0014784976374585313,33.497179412841795,5.648775482177735,56
31,-0.006274805131306493,45.574964141845705,5.649317693710327,166
33,-0.002598238969039812,12.70210018157959,5.651729011535645,134
37,-0.012392124840425822,18.352589988708495,5.6489075183868405,136
39,-0.008733799472247483,14.480567169189452,5.645387029647827,95
41,0.002176972551592371,7.681596899032593,5.642772006988525,203
42,0.0030066003566616927,3.6881146669387816,5.645454263687133,200
43,-0.0017550847355778387,6.5912172317504885,5.645854711532593,200
44,-0.008218283010683081,6.248600912094116,5.645591974258423,200
45,0.001910939181698268,16.359013748168945,5.644545364379883,200
46,-0.010210849641816821,32.52099056243897,5.644639110565185,200
47,-0.004849200605895021,63.54672546386719,5.647344732284546,200
48,-0.0013121859657530877,28.32461013793945,5.6482642650604244,131
51,0.0039044827663019532,10.051342296600343,5.649139451980591,202
52,-0.004307062078441959,10.826760959625243,5.64552755355835,200
53,0.009380348101331037,7.769010210037232,5.645640754699707,200
54,-0.01116177950243582,10.97118787765503,5.645899486541748,200
55,-0.005280900855086657,11.994889450073241,5.6458179473876955,200
56,-0.0016792506582532952,10.192662715911865,5.644500875473023,200
57,-0.0014651813162458894,11.985959339141846,5.642351722717285,200
58,-0.0045811028528987665,20.066339683532714,5.636585378646851,85
65,0.0014984867480961838,56.458639526367186,5.629125881195068,68
66,0.006108019690032052,16.101272583007812,5.6269268035888675,200
67,-0.003212914912000997,11.528348350524903,5.627120923995972,200
68,-0.005043084901757311,13.115750885009765,5.627622795104981,200
69,0.004515354048453446,13.730534553527832,5.6245715618133545,200
70,-4.903267063127714e-05,15.961982345581054,5.621058988571167,200
71,-0.0012515296422861866,264.4809112548828,5.619120979309082,200
72,-0.020414234895906703,240.06094970703126,5.61542820930481,71
71,0.0013657114192938025,146.14117736816405,5.619368076324463,69
71,-0.004227684531360865,233.1103546142578,5.619375801086425,70
71,0.0026635974766008987,160.87860870361328,5.619390392303467,58
71,-0.0009973983459531156,122.77853698730469,5.619437599182129,200
