step,action_count,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp
1,31,0.0,224.0,543.0,393.0,4.6,4.2,3.9,5.0,32.0,31.0,37.0,33.0
2,32,0.0,60.0,666.0,324.0,4.8,4.1,4.4,4.8,32.0,31.0,37.0,33.0
3,33,0.0,39.0,669.0,284.0,4.8,4.2,3.9,4.8,32.0,31.0,37.0,33.0
4,34,0.0,137.0,694.0,277.0,5.0,4.2,4.4,4.9,32.0,31.0,37.0,33.0
5,35,0.0,326.0,600.0,279.0,5.0,4.0,3.6,4.9,32.0,31.0,37.0,33.0
6,36,13.0,520.0,428.0,328.0,4.7,4.2,3.5,4.8,32.0,31.0,37.0,33.0
7,37,13.0,490.0,694.0,420.0,4.7,3.8,3.5,4.9,32.0,31.0,38.0,33.0
8,38,0.0,511.0,708.0,350.0,4.9,3.8,3.6,4.7,32.0,31.0,38.0,33.0
9,39,-14.0,514.0,681.0,370.0,4.6,4.0,3.5,4.9,31.0,32.0,38.0,33.0
10,40,0.0,535.0,684.0,414.0,4.5,3.7,3.1,4.5,31.0,32.0,38.0,33.0
