step,action_count,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp
1,6269,20.0,73.0,2.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,23.0
2,6270,1.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,23.0
3,6271,18.0,24.0,0.0,15.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
4,6272,22.0,66.0,0.0,0.0,5.2,5.2,5.1,5.2,24.0,23.0,22.0,23.0
5,6273,13.0,52.0,0.0,1.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
6,6274,13.0,29.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
7,6275,22.0,30.0,-1.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
8,6276,26.0,30.0,0.0,14.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
9,6277,14.0,30.0,0.0,16.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,23.0
10,6278,31.0,31.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,23.0
11,6279,24.0,31.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
12,6280,39.0,33.0,-4.0,18.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
13,6281,14.0,31.0,16.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
14,6282,13.0,18.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
15,6283,0.0,13.0,-1.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
16,6284,0.0,14.0,-3.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
17,6285,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
18,6286,-13.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,24.0,22.0,22.0
19,6287,13.0,14.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,24.0,22.0,22.0
20,6288,3.0,14.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
21,6289,0.0,14.0,15.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
22,6290,-13.0,13.0,-11.0,-15.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
23,6291,0.0,0.0,0.0,-15.0,5.2,5.2,5.2,5.3,24.0,23.0,22.0,22.0
24,6292,1.0,2.0,-1.0,0.0,5.2,5.2,5.2,5.3,24.0,23.0,22.0,23.0
25,6293,0.0,0.0,-2.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
26,6294,9.0,9.0,-1.0,-14.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
27,6295,-13.0,13.0,0.0,-14.0,5.2,5.2,5.2,5.3,24.0,23.0,22.0,23.0
28,6296,0.0,13.0,16.0,-15.0,5.2,5.2,5.2,5.3,24.0,23.0,22.0,22.0
29,6297,0.0,13.0,-3.0,-15.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
30,6298,-13.0,13.0,-8.0,9.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,23.0
31,6299,-14.0,-14.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,23.0
32,6300,0.0,12.0,15.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
33,6301,0.0,12.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,24.0,22.0,22.0
34,6302,0.0,0.0,15.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
35,6303,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.3,24.0,23.0,22.0,22.0
36,6304,-13.0,-14.0,2.0,0.0,5.2,5.2,5.2,5.3,24.0,23.0,22.0,22.0
37,6305,0.0,13.0,-8.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
38,6306,0.0,0.0,-3.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
39,6307,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
40,6308,13.0,13.0,1.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
41,6309,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
42,6310,12.0,14.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
43,6311,-1.0,13.0,0.0,-15.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
44,6312,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.3,24.0,23.0,22.0,22.0
45,6313,2.0,13.0,0.0,14.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,23.0
46,6314,0.0,13.0,0.0,-14.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
47,6315,0.0,13.0,9.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
48,6316,0.0,14.0,0.0,-14.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
49,6317,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,23.0
50,6318,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,23.0
51,6319,0.0,14.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
52,6320,-14.0,0.0,-15.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
53,6321,-4.0,13.0,-6.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
54,6322,0.0,12.0,0.0,-15.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
55,6323,0.0,13.0,0.0,-6.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
56,6324,0.0,13.0,14.0,-15.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
57,6325,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.3,24.0,23.0,22.0,22.0
58,6326,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
59,6327,0.0,12.0,15.0,0.0,5.2,5.3,5.2,5.2,24.0,23.0,22.0,22.0
60,6328,0.0,12.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
61,6329,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
62,6330,0.0,12.0,13.0,0.0,5.2,5.2,5.2,5.3,24.0,23.0,22.0,22.0
63,6331,0.0,13.0,16.0,15.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
64,6332,0.0,13.0,15.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
65,6333,0.0,0.0,-2.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
66,6334,0.0,13.0,0.0,-10.0,5.2,5.2,5.2,5.3,24.0,23.0,22.0,22.0
67,6335,0.0,13.0,0.0,-15.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
68,6336,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
69,6337,0.0,12.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
70,6338,0.0,12.0,0.0,-11.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
71,6339,0.0,12.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,23.0
72,6340,0.0,12.0,0.0,0.0,5.2,5.2,5.2,5.3,24.0,23.0,22.0,22.0
73,6341,-1.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
74,6342,0.0,0.0,14.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
75,6343,9.0,14.0,0.0,0.0,5.2,5.2,5.2,5.3,24.0,23.0,22.0,22.0
76,6344,0.0,-13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
77,6345,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
78,6346,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.3,24.0,23.0,22.0,22.0
79,6347,-12.0,-3.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
80,6348,0.0,0.0,16.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
81,6349,0.0,13.0,-2.0,-14.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
82,6350,12.0,13.0,0.0,0.0,5.2,5.2,5.2,5.3,24.0,23.0,22.0,22.0
83,6351,0.0,13.0,0.0,-15.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
84,6352,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
85,6353,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
86,6354,0.0,14.0,0.0,15.0,5.2,5.2,5.2,5.3,24.0,23.0,22.0,22.0
87,6355,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
88,6356,13.0,14.0,16.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
89,6357,0.0,-13.0,0.0,7.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
90,6358,10.0,13.0,-1.0,-1.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
91,6359,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
92,6360,0.0,0.0,2.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,22.0
93,6361,0.0,13.0,0.0,15.0,5.2,5.2,5.2,5.2,24.0,23.0,22.0,23.0
