step,action_count,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp
1,11,-13.0,137.0,333.0,395.0,4.8,4.4,4.6,5.1,33.0,29.0,32.0,29.0
2,12,0.0,45.0,65.0,256.0,4.8,5.1,5.0,5.2,33.0,29.0,32.0,29.0
3,13,0.0,74.0,48.0,56.0,5.2,5.2,5.1,5.2,33.0,29.0,32.0,29.0
4,14,0.0,16.0,29.0,25.0,5.2,5.2,5.2,5.3,32.0,29.0,32.0,29.0
5,15,0.0,111.0,293.0,133.0,5.1,4.9,4.6,5.2,32.0,29.0,32.0,29.0
6,16,0.0,89.0,51.0,297.0,5.2,5.1,4.9,5.0,32.0,29.0,32.0,29.0
7,17,13.0,24.0,55.0,445.0,4.6,5.0,5.1,4.7,32.0,29.0,32.0,29.0
8,18,0.0,113.0,581.0,449.0,4.5,4.4,4.2,4.5,32.0,29.0,32.0,30.0
9,19,-6.0,303.0,567.0,383.0,4.8,4.3,3.8,5.0,32.0,29.0,32.0,30.0
10,20,0.0,300.0,557.0,422.0,4.9,4.0,3.8,4.7,32.0,29.0,32.0,30.0
