step,action_count,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp
1,494,59.0,19.0,17.0,13.0,5.1,5.2,5.2,5.1,37.0,31.0,29.0,25.0
2,495,13.0,18.0,15.0,-11.0,5.2,5.2,5.2,5.2,37.0,31.0,29.0,25.0
3,496,15.0,23.0,18.0,12.0,5.2,5.2,5.2,5.2,37.0,31.0,29.0,25.0
4,497,16.0,59.0,29.0,14.0,5.2,5.2,5.1,5.2,37.0,31.0,29.0,25.0
5,498,0.0,13.0,0.0,-12.0,5.2,5.2,5.2,5.2,37.0,31.0,29.0,25.0
6,499,-13.0,0.0,15.0,-12.0,5.2,5.2,5.2,5.2,37.0,31.0,29.0,25.0
7,500,53.0,65.0,32.0,12.0,5.2,5.1,5.2,5.1,37.0,31.0,29.0,25.0
8,501,21.0,123.0,29.0,-12.0,5.2,5.2,4.9,5.2,37.0,31.0,29.0,25.0
9,502,28.0,46.0,13.0,-12.0,5.2,5.2,5.2,5.2,37.0,31.0,29.0,25.0
10,503,22.0,14.0,16.0,0.0,5.2,5.2,5.2,5.2,37.0,31.0,29.0,25.0
11,504,0.0,0.0,17.0,11.0,5.2,5.2,5.2,5.2,36.0,31.0,29.0,25.0
12,505,0.0,0.0,0.0,-11.0,5.2,5.2,5.2,5.2,36.0,31.0,29.0,25.0
13,506,21.0,19.0,15.0,-12.0,5.2,5.2,5.2,5.2,36.0,31.0,29.0,25.0
14,507,86.0,75.0,19.0,12.0,5.1,5.1,5.2,5.2,36.0,31.0,29.0,25.0
15,508,16.0,18.0,28.0,12.0,5.2,5.2,5.2,5.2,36.0,31.0,29.0,25.0
16,509,15.0,75.0,38.0,13.0,5.2,5.1,5.2,5.2,36.0,31.0,29.0,25.0
17,510,19.0,99.0,20.0,-12.0,5.2,5.2,5.1,5.2,36.0,31.0,29.0,25.0
18,511,65.0,30.0,19.0,11.0,5.2,5.2,5.2,5.2,36.0,31.0,29.0,25.0
