step,action_count,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp
1,6869,0.0,13.0,-4.0,-1.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
2,6870,0.0,-1.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
3,6871,0.0,12.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
4,6872,12.0,14.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,23.0
5,6873,0.0,12.0,-1.0,0.0,5.2,5.2,5.2,5.3,24.0,22.0,22.0,22.0
6,6874,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.3,24.0,22.0,22.0,22.0
7,6875,0.0,12.0,0.0,-15.0,5.2,5.3,5.2,5.2,24.0,22.0,22.0,22.0
8,6876,0.0,13.0,15.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
9,6877,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
10,6878,0.0,0.0,-3.0,0.0,5.2,5.2,5.2,5.3,24.0,22.0,22.0,22.0
11,6879,0.0,0.0,0.0,-14.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
12,6880,0.0,12.0,11.0,0.0,5.2,5.3,5.2,5.2,24.0,22.0,22.0,22.0
13,6881,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
14,6882,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
15,6883,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
16,6884,0.0,14.0,-4.0,-11.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
17,6885,0.0,12.0,0.0,0.0,5.2,5.2,5.2,5.3,24.0,22.0,22.0,22.0
18,6886,0.0,0.0,-1.0,0.0,5.2,5.2,5.2,5.3,24.0,22.0,22.0,22.0
19,6887,0.0,12.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
20,6888,0.0,13.0,-4.0,-15.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
21,6889,0.0,13.0,-1.0,-15.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
22,6890,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.3,24.0,22.0,22.0,22.0
23,6891,0.0,13.0,0.0,-15.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
24,6892,-13.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
25,6893,0.0,12.0,14.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
26,6894,0.0,13.0,-2.0,14.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
27,6895,0.0,13.0,16.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
28,6896,0.0,13.0,-2.0,0.0,5.2,5.2,5.2,5.3,24.0,22.0,22.0,22.0
29,6897,-13.0,13.0,15.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
30,6898,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
31,6899,12.0,12.0,15.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
32,6900,0.0,13.0,-9.0,-1.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
33,6901,-14.0,-3.0,-16.0,-1.0,5.2,5.2,5.2,5.3,24.0,22.0,22.0,22.0
34,6902,0.0,13.0,-16.0,14.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
35,6903,0.0,0.0,15.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
36,6904,0.0,13.0,1.0,0.0,5.2,5.2,5.2,5.3,24.0,22.0,22.0,22.0
37,6905,0.0,13.0,-2.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
38,6906,0.0,13.0,-3.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
39,6907,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.3,24.0,22.0,22.0,22.0
40,6908,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
41,6909,0.0,12.0,15.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
42,6910,0.0,12.0,-6.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
43,6911,0.0,0.0,16.0,0.0,5.2,5.2,5.2,5.3,24.0,22.0,22.0,22.0
44,6912,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
45,6913,13.0,0.0,16.0,14.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,22.0
46,6914,0.0,0.0,0.0,-15.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
47,6915,0.0,1.0,14.0,-14.0,5.2,5.2,5.2,5.3,24.0,22.0,23.0,22.0
48,6916,0.0,-13.0,0.0,-15.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
49,6917,0.0,13.0,16.0,-15.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
50,6918,0.0,12.0,0.0,-15.0,5.2,5.3,5.2,5.2,24.0,22.0,22.0,22.0
51,6919,0.0,12.0,-2.0,-15.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
52,6920,13.0,12.0,0.0,-15.0,5.2,5.2,5.2,5.2,24.0,22.0,23.0,22.0
53,6921,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
54,6922,0.0,13.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
55,6923,0.0,12.0,0.0,-5.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
56,6924,0.0,13.0,16.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
57,6925,0.0,12.0,0.0,0.0,5.2,5.2,5.2,5.3,24.0,22.0,22.0,22.0
58,6926,0.0,12.0,15.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,22.0
59,6927,0.0,12.0,-8.0,0.0,5.2,5.2,5.2,5.2,24.0,22.0,22.0,23.0
60,6928,0.0,13.0,15.0,0.0,5.2,5.2,5.2,5.3,24.0,22.0,23.0,22.0
