step,action_count,motor_16_target,motor_17_target,motor_18_target,motor_19_target,motor_16_position,motor_17_position,motor_18_position,motor_19_position,motor_16_error,motor_17_error,motor_18_error,motor_19_error,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp,motor_16_action,motor_17_action,motor_18_action,motor_19_action
1,540,2340,4602,652,12117,2288,4592,622,12088,52,10,30,29,38.0,14.0,118.0,19.0,5.2,5.1,5.1,5.1,30.0,26.0,24.0,24.0,0.8046643733978271,-0.9673717021942139,0.48171019554138184,-0.017142463475465775
2,541,2275,4472,539,12177,2274,4472,537,12145,1,0,2,32,13.0,0.0,18.0,19.0,5.2,5.2,5.2,5.2,30.0,26.0,24.0,24.0,-0.43483874201774597,-0.8712196350097656,-0.7569507360458374,0.40549397468566895
3,542,2253,4453,403,12180,2253,4453,403,12178,0,0,0,2,0.0,-7.0,0.0,10.0,5.2,5.2,5.2,5.2,30.0,26.0,24.0,24.0,-0.7358725070953369,-0.6490830779075623,-0.9126162528991699,0.024478580802679062
4,543,2232,4442,395,12166,2232,4442,395,12168,0,0,0,-2,0.0,0.0,0.0,-11.0,5.2,5.2,5.2,5.2,30.0,26.0,24.0,24.0,-0.7101371884346008,-0.37249019742012024,-0.2716867923736572,-0.47961729764938354
5,544,2291,4538,468,12258,2282,4536,461,12220,9,2,7,38,14.0,11.0,27.0,25.0,5.2,5.2,5.2,5.2,30.0,26.0,24.0,24.0,0.3933938145637512,0.644248366355896,0.49250853061676025,0.6175090074539185
6,545,2291,4511,578,12244,2281,4512,541,12198,10,-1,37,46,14.0,0.0,156.0,29.0,5.2,5.1,5.0,5.2,30.0,26.0,24.0,24.0,-0.0030236151069402695,-0.9278517961502075,0.7366217374801636,-0.09413930773735046
7,546,2180,4576,444,12129,2180,4575,444,12129,0,1,0,0,0.0,13.0,0.0,10.0,5.2,5.2,5.2,5.2,30.0,26.0,24.0,24.0,-0.7451921105384827,0.4366685748100281,-0.8955097794532776,-0.7693312168121338
8,547,2233,4450,317,12208,2233,4450,318,12208,0,0,-1,0,0.0,0.0,5.0,11.0,5.2,5.2,5.2,5.2,30.0,26.0,24.0,24.0,0.35715457797050476,-0.8409388065338135,-0.8521841168403625,0.5312719345092773
9,548,2123,4552,407,12284,2123,4553,404,12269,0,-1,3,15,0.0,-1.0,17.0,14.0,5.2,5.2,5.2,5.2,30.0,26.0,24.0,24.0,-0.7382194995880127,0.6817041635513306,0.6035731434822083,0.5085629224777222
10,549,2098,4551,487,12244,2098,4553,476,12235,0,-2,11,9,12.0,-12.0,37.0,13.0,5.2,5.2,5.1,5.2,30.0,26.0,24.0,24.0,-0.861966609954834,-0.04564540088176727,0.5387650728225708,-0.2686418890953064
11,550,2075,4529,572,12132,2076,4529,568,12126,-1,0,4,6,4.0,0.0,21.0,12.0,5.2,5.2,5.2,5.2,30.0,26.0,24.0,24.0,-0.7991965413093567,-0.7494522333145142,0.5671252012252808,-0.7531663179397583
12,551,2184,4670,694,12170,2152,4660,653,12111,32,10,41,59,23.0,14.0,178.0,37.0,5.1,5.0,4.7,5.2,30.0,26.0,24.0,24.0,0.72756427526474,0.9402142763137817,0.8134028911590576,0.2593226432800293
13,552,2250,4680,678,12040,2196,4658,665,12032,54,22,13,8,43.0,18.0,42.0,13.0,5.1,5.1,5.1,5.2,30.0,26.0,24.0,24.0,0.4427262544631958,0.06802398711442947,-0.10894505679607391,-0.8703652024269104
14,553,2103,4795,650,12104,2095,4761,647,12070,8,34,3,34,14.0,22.0,18.0,22.0,5.2,5.2,5.1,5.2,30.0,26.0,24.0,24.0,-0.9861356616020203,0.7674102783203125,-0.18876975774765015,0.42669618129730225
15,554,2238,4927,635,12043,2124,4800,633,12042,114,127,2,1,98.0,107.0,16.0,11.0,5.0,5.1,5.1,5.2,30.0,26.0,24.0,24.0,0.9046555161476135,0.8851015567779541,-0.10335928946733475,-0.40697023272514343
16,555,2178,4981,666,12091,2124,4801,648,12054,54,180,18,37,35.0,182.0,59.0,22.0,5.1,5.0,4.7,5.1,30.0,26.0,24.0,24.0,-0.4051913022994995,0.3620772659778595,0.21093659102916718,0.32332441210746765
17,556,2161,4930,782,11965,2111,4800,761,11949,50,130,21,16,33.0,111.0,73.0,14.0,5.1,5.1,4.8,5.1,30.0,26.0,24.0,24.0,-0.11442288011312485,-0.3408934473991394,0.7740907669067383,-0.8421729803085327
18,557,2064,4827,861,11932,2045,4797,836,11905,19,30,25,27,17.0,20.0,96.0,18.0,5.2,5.2,4.9,5.2,30.0,26.0,24.0,24.0,-0.6488120555877686,-0.6897637844085693,0.5273743271827698,-0.22650067508220673
19,558,1934,4862,974,11878,1927,4850,942,11832,7,12,32,46,14.0,14.0,128.0,27.0,5.2,5.1,5.0,5.1,30.0,26.0,24.0,24.0,-0.8683398962020874,0.23873940110206604,0.7539917826652527,-0.36345523595809937
20,559,1906,4834,946,11796,1906,4834,940,11790,0,0,6,6,13.0,0.0,22.0,12.0,5.2,5.2,5.2,5.2,30.0,26.0,24.0,24.0,-0.9463977217674255,-0.961052656173706,-0.1883356124162674,-0.54892498254776
21,560,1917,4804,1016,11647,1915,4804,1015,11646,2,0,1,1,14.0,0.0,18.0,12.0,5.2,5.2,5.2,5.2,30.0,26.0,24.0,24.0,0.07993990182876587,-0.20135177671909332,0.46893298625946045,-0.993736207485199
22,561,1986,4897,996,11642,1942,4845,994,11644,44,52,2,-2,30.0,33.0,17.0,-11.0,5.1,5.2,5.2,5.2,30.0,26.0,24.0,24.0,0.4609328508377075,0.6241699457168579,-0.699256420135498,-0.17236493527889252
23,562,2120,5004,995,11619,1972,4868,992,11621,148,136,3,-2,146.0,120.0,17.0,-12.0,5.1,5.0,4.9,5.1,30.0,26.0,24.0,24.0,0.8952860832214355,0.7141773700714111,-0.06188681349158287,-0.7857353091239929
24,563,2246,4856,980,11612,2055,4792,977,11616,191,64,3,-4,217.0,41.0,17.0,-13.0,4.9,5.1,5.1,5.1,30.0,26.0,24.0,24.0,0.8455144166946411,-0.9925459623336792,-0.5205140113830566,-0.24737659096717834
25,564,2216,4915,1001,11723,2055,4792,986,11692,161,123,15,31,163.0,101.0,47.0,19.0,4.9,5.0,5.0,4.8,30.0,26.0,24.0,24.0,-0.20106986165046692,0.3993745744228363,0.1424192488193512,0.7414917945861816
26,565,2275,5022,1148,11638,2053,4791,1105,11614,222,231,43,24,265.0,258.0,170.0,18.0,4.9,4.7,4.2,4.9,30.0,26.0,24.0,24.0,0.7898791432380676,0.7184569239616394,0.9819783568382263,-0.5671527981758118
27,566,2173,5082,1191,11690,2052,4792,1132,11613,121,290,59,77,123.0,377.0,257.0,50.0,4.7,4.4,4.2,4.9,30.0,26.0,24.0,24.0,-0.6806939840316772,0.44800320267677307,0.29312050342559814,0.34674111008644104
28,567,2200,4978,1092,11811,2053,4793,1079,11678,147,185,13,133,166.0,186.0,37.0,113.0,4.7,5.0,5.0,4.9,31.0,26.0,25.0,24.0,0.1865033358335495,-0.6955747604370117,-0.6614518165588379,0.8122085928916931
29,568,2226,5082,951,11802,2052,4852,943,11769,174,230,8,33,180.0,267.0,27.0,21.0,4.8,5.0,4.8,4.9,31.0,26.0,25.0,24.0,0.17601455748081207,0.6977125406265259,-0.9404247403144836,-0.0642361044883728
30,569,2329,5113,909,11662,2053,4853,905,11664,276,260,4,-2,371.0,319.0,18.0,-12.0,4.8,4.6,4.8,4.9,31.0,27.0,25.0,24.0,0.6903448104858398,0.24240463972091675,-0.28003016114234924,-0.9337211847305298
31,570,2267,5077,855,11542,2054,4861,853,11542,213,216,2,0,244.0,237.0,16.0,0.0,4.8,5.0,5.0,5.1,31.0,27.0,25.0,24.0,-0.4158259332180023,-0.24469546973705292,-0.3664245009422302,-0.8002362847328186
32,571,2148,5125,995,11459,2050,4858,975,11461,98,267,20,-2,75.0,331.0,61.0,-10.0,5.0,4.8,4.7,5.1,31.0,27.0,25.0,24.0,-0.7997134327888489,0.3510732054710388,0.9355945587158203,-0.5573515295982361
