step,action_count,motor_16_target,motor_17_target,motor_18_target,motor_19_target,motor_16_position,motor_17_position,motor_18_position,motor_19_position,motor_16_error,motor_17_error,motor_18_error,motor_19_error,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp,motor_16_action,motor_17_action,motor_18_action,motor_19_action
1,418,-9583,9650,5123,-5932,-9583,9621,5107,-5946,0,29,16,14,0.0,20.0,58.0,17.0,5.2,5.1,5.0,5.2,24.0,31.0,30.0,25.0,0.2807258367538452,0.17073403298854828,0.8980453014373779,-0.9735329151153564
2,419,-9480,9660,5020,-5958,-9480,9651,5019,-5958,0,9,1,0,0.0,15.0,21.0,0.0,5.2,5.2,5.2,5.2,24.0,31.0,30.0,25.0,0.6923319697380066,0.06835570186376572,-0.6891387701034546,-0.1786937415599823
3,420,-9399,9668,4882,-5885,-9399,9664,4881,-5889,0,4,1,4,0.0,12.0,21.0,14.0,5.2,5.2,5.2,5.2,24.0,31.0,30.0,25.0,0.5422839522361755,0.05818912014365196,-0.9251660108566284,0.4902766942977905
4,421,-9528,9760,4811,-6006,-9528,9759,4811,-6007,0,1,0,1,0.0,12.0,0.0,14.0,5.2,5.2,5.2,5.2,24.0,31.0,30.0,25.0,-0.8627218008041382,0.613581657409668,-0.47633984684944153,-0.8067734837532043
5,422,-9670,9884,4816,-5918,-9670,9849,4812,-5940,0,35,4,22,0.0,25.0,24.0,18.0,5.2,5.2,5.2,5.2,24.0,31.0,30.0,25.0,-0.949872612953186,0.8298177123069763,0.03835069015622139,0.5915583968162537
6,423,-9696,9877,4844,-5971,-9696,9849,4834,-5974,0,28,10,3,0.0,20.0,36.0,14.0,5.2,5.2,5.2,5.2,24.0,31.0,29.0,25.0,-0.8994102478027344,-0.23926985263824463,0.18875020742416382,-0.3596363961696625
7,424,-9739,9966,4967,-5843,-9739,9852,4925,-5941,0,114,42,98,0.0,88.0,187.0,76.0,5.2,5.1,5.0,5.2,24.0,31.0,29.0,25.0,-0.29069042205810547,0.5995417833328247,0.82643061876297,0.8561053276062012
8,425,-9703,9860,4967,-5792,-9704,9817,4926,-5891,1,43,41,99,14.0,27.0,180.0,77.0,5.2,5.1,4.9,5.2,24.0,31.0,30.0,25.0,0.24151332676410675,-0.7108093500137329,0.005199772771447897,0.3458617627620697
9,426,-9750,9774,5067,-5814,-9750,9716,5031,-5890,0,58,36,76,0.0,37.0,152.0,54.0,5.2,4.9,5.1,5.1,24.0,31.0,30.0,25.0,-0.31356513500213623,-0.5748589038848877,0.6684221029281616,-0.14810602366924286
10,427,-9755,9705,5211,-5883,-9755,9623,5163,-5909,0,82,48,26,0.0,54.0,225.0,20.0,5.2,5.1,5.1,5.2,24.0,31.0,30.0,25.0,-0.03590160608291626,-0.4642186164855957,0.9619789123535156,-0.46575233340263367
11,428,-9881,9841,5076,-5905,-9880,9702,5065,-5917,-1,139,11,12,0.0,123.0,38.0,16.0,5.2,5.0,4.9,5.2,24.0,31.0,30.0,25.0,-0.841468334197998,0.9128624200820923,-0.9060350060462952,-0.14900848269462585
12,429,-9936,9843,5024,-6010,-9936,9766,5020,-6018,0,77,4,8,0.0,52.0,26.0,15.0,5.2,5.2,5.1,5.2,24.0,31.0,30.0,25.0,-0.3698703944683075,0.016502730548381805,-0.35325631499290466,-0.7047849297523499
13,430,-10038,9980,5057,-6112,-10038,9832,5029,-6132,0,148,28,20,0.0,135.0,107.0,18.0,5.2,5.1,4.8,5.2,24.0,31.0,30.0,25.0,-0.6821607947349548,0.9196107387542725,0.2205958515405655,-0.6813030242919922
14,431,-10108,10020,5194,-6187,-10108,9829,5134,-6227,0,191,60,40,0.0,196.0,291.0,27.0,5.1,4.6,4.7,5.1,24.0,31.0,30.0,25.0,-0.4724882245063782,0.2686401903629303,0.9172979593276978,-0.5011478066444397
15,432,-10122,10140,5093,-6186,-10122,9886,5076,-6227,0,254,17,41,0.0,317.0,57.0,28.0,5.2,5.0,4.6,5.1,24.0,31.0,30.0,25.0,-0.09728795289993286,0.8019595146179199,-0.6765257716178894,0.007428628858178854
16,433,-10027,10227,5226,-6298,-10027,9886,5149,-6339,0,341,77,41,0.0,470.0,383.0,27.0,5.0,4.1,4.2,5.1,24.0,31.0,30.0,25.0,0.6362466812133789,0.7550657391548157,0.8887583017349243,-0.7467745542526245
17,434,-10136,10197,5288,-6417,-10136,9886,5212,-6456,0,311,76,39,0.0,400.0,374.0,26.0,5.1,4.5,4.0,5.1,24.0,32.0,30.0,25.0,-0.7310826182365417,-0.2052335888147354,0.646467924118042,-0.798896074295044
18,435,-9990,10281,5256,-6403,-9990,9886,5212,-6457,0,395,44,54,0.0,592.0,179.0,35.0,5.1,4.4,4.4,5.0,24.0,32.0,30.0,25.0,0.9768810272216797,0.941886305809021,-0.21345213055610657,0.09439385682344437
19,436,-10015,10206,5340,-6274,-10015,9885,5239,-6440,0,321,101,166,0.0,405.0,502.0,166.0,5.0,4.4,4.4,4.9,24.0,32.0,31.0,25.0,-0.16923706233501434,0.24081318080425262,0.5601189136505127,0.8647633790969849
