step,action_count,motor_16_target,motor_17_target,motor_18_target,motor_19_target,motor_16_position,motor_17_position,motor_18_position,motor_19_position,motor_16_error,motor_17_error,motor_18_error,motor_19_error,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp,motor_16_action,motor_17_action,motor_18_action,motor_19_action
1,247,-3333,6018,3758,-308,-3334,5947,3742,-335,1,71,16,27,7.0,46.0,62.0,20.0,5.2,5.1,5.1,5.2,24.0,22.0,24.0,24.0,-0.538482129573822,0.873447060585022,0.8431558609008789,-0.24536050856113434
2,248,-3371,5938,3628,-258,-3371,5938,3625,-284,0,0,3,26,0.0,11.0,23.0,21.0,5.2,5.2,5.2,5.2,24.0,22.0,24.0,24.0,-0.2542806565761566,-0.5351637005805969,-0.8690885901451111,0.3397213816642761
3,249,-3475,6014,3769,-339,-3475,5958,3756,-361,0,56,13,22,0.0,37.0,52.0,18.0,5.2,5.2,5.1,5.2,24.0,22.0,24.0,24.0,-0.695763349533081,0.5077369213104248,0.9421151876449585,-0.5439953804016113
4,250,-3557,6150,3769,-271,-3557,6047,3755,-360,0,103,14,89,0.0,79.0,53.0,66.0,5.1,5.2,5.0,5.2,24.0,22.0,24.0,24.0,-0.550255537033081,0.912854015827179,0.004544197116047144,0.4575965702533722
5,251,-3704,6150,3918,-257,-3703,6045,3875,-364,-1,105,43,107,0.0,74.0,222.0,85.0,5.0,5.1,4.8,5.2,24.0,22.0,24.0,24.0,-0.985318660736084,0.00027886033058166504,0.9957096576690674,0.09904684871435165
6,252,-3845,6265,3849,-262,-3845,6110,3835,-364,0,155,14,102,0.0,156.0,52.0,79.0,5.1,4.9,4.8,5.1,24.0,22.0,24.0,24.0,-0.9440279006958008,0.7708669304847717,-0.46221834421157837,-0.03512819856405258
7,253,-3734,6182,3968,-202,-3734,6109,3910,-366,0,73,58,164,0.0,46.0,297.0,162.0,5.1,5.0,4.9,4.8,24.0,23.0,24.0,24.0,0.7436273694038391,-0.5555305480957031,0.7980848550796509,0.40463489294052124
8,254,-3876,6160,4005,-340,-3876,6109,3965,-427,0,51,40,87,0.0,32.0,176.0,64.0,5.1,5.1,5.1,5.2,24.0,23.0,24.0,24.0,-0.9473267197608948,-0.1502147763967514,0.3113632798194885,-0.9261671304702759
9,255,-3946,6304,3922,-438,-3945,6201,3915,-479,-1,103,7,41,0.0,80.0,31.0,28.0,5.2,5.1,5.1,5.2,24.0,23.0,24.0,24.0,-0.46741390228271484,0.9624189734458923,-0.5535573959350586,-0.6541353464126587
10,256,-4065,6328,3810,-414,-4064,6269,3805,-467,-1,59,5,53,0.0,38.0,26.0,37.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,-0.7977982759475708,0.16573560237884521,-0.7530620694160461,0.1644831746816635
11,257,-4199,6187,3789,-558,-4198,6185,3789,-559,-1,2,0,1,0.0,12.0,0.0,15.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,-0.8966655731201172,-0.94528728723526,-0.1463940143585205,-0.9610188007354736
12,258,-4212,6308,3910,-698,-4211,6284,3906,-703,-1,24,4,5,0.0,17.0,26.0,15.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,-0.08942227810621262,0.8088058829307556,0.812793493270874,-0.939012885093689
13,259,-4097,6164,3900,-791,-4097,6164,3901,-791,0,0,-1,0,-2.0,0.0,0.0,14.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,0.7675999402999878,-0.9620639681816101,-0.06714209914207458,-0.6260076761245728
14,260,-4195,6273,4027,-813,-4194,6251,4023,-815,-1,22,4,2,0.0,17.0,24.0,14.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,-0.6599292755126953,0.7293530106544495,0.8524470329284668,-0.1478659212589264
15,261,-4108,6394,4072,-764,-4107,6328,4058,-812,-1,66,14,48,0.0,42.0,52.0,33.0,5.1,5.2,5.2,5.2,24.0,23.0,24.0,24.0,0.5807187557220459,0.8126400113105774,0.3011973798274994,0.3295854330062866
16,262,-4246,6323,3932,-893,-4245,6322,3932,-894,-1,1,0,1,0.0,3.0,21.0,15.0,5.2,5.2,5.2,5.3,24.0,23.0,24.0,24.0,-0.9257946610450745,-0.4784378409385681,-0.9353200197219849,-0.8646197319030762
17,263,-4184,6379,3788,-1013,-4183,6376,3788,-1013,-1,3,0,0,0.0,12.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,0.41865432262420654,0.3745788633823395,-0.9607275128364563,-0.8005238771438599
18,264,-4308,6445,3912,-1120,-4307,6442,3913,-1120,-1,3,-1,0,0.0,12.0,0.0,13.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,-0.8275561332702637,0.4429594576358795,0.8299487829208374,-0.7178519368171692
19,265,-4379,6585,3821,-1039,-4378,6577,3819,-1046,-1,8,2,7,0.0,13.0,22.0,15.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,-0.47382062673568726,0.9394659996032715,-0.6101653575897217,0.5424235463142395
20,266,-4386,6666,3744,-1016,-4385,6653,3744,-1026,-1,13,0,10,0.0,14.0,21.0,16.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,-0.052124008536338806,0.5465184450149536,-0.518684446811676,0.15418438613414764
21,267,-4406,6646,3748,-1145,-4405,6646,3748,-1144,-1,0,0,-1,0.0,-2.0,21.0,0.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,-0.668994665145874,-0.6905533075332642,0.027238551527261734,-0.8630824685096741
22,268,-4306,6508,3760,-1102,-4305,6506,3760,-1103,-1,2,0,1,0.0,12.0,21.0,14.0,5.2,5.2,5.2,5.2,24.0,23.0,24.0,24.0,0.6708874702453613,-0.9229636788368225,0.08634848147630692,0.2900061309337616
