step,action_count,motor_16_target,motor_17_target,motor_18_target,motor_19_target,motor_16_position,motor_17_position,motor_18_position,motor_19_position,motor_16_error,motor_17_error,motor_18_error,motor_19_error,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp,motor_16_action,motor_17_action,motor_18_action,motor_19_action
1,183,-1904,3699,3343,1132,-1904,3699,3341,1117,0,0,2,15,0.0,11.0,22.0,17.0,5.2,5.2,5.2,5.2,24.0,22.0,24.0,24.0,-0.9346200227737427,-0.517818808555603,-0.14661937952041626,0.12072190642356873
2,184,-1922,3673,3437,984,-1922,3673,3435,979,0,0,2,5,0.0,10.0,23.0,15.0,5.2,5.2,5.2,5.2,24.0,22.0,24.0,24.0,-0.6018706560134888,-0.893842875957489,0.6299600005149841,-0.990905225276947
3,185,-1854,3763,3539,913,-1854,3747,3535,906,0,16,4,7,0.0,15.0,26.0,15.0,5.2,5.2,5.2,5.2,24.0,22.0,24.0,24.0,0.45726844668388367,0.6045538187026978,0.6842013001441956,-0.4783131778240204
4,186,-1770,3796,3632,1039,-1770,3749,3607,923,0,47,25,116,0.0,28.0,94.0,100.0,5.0,5.0,5.1,5.1,24.0,22.0,24.0,24.0,0.560684323310852,0.22497059404850006,0.620055079460144,0.8421840071678162
5,187,-1918,3887,3572,971,-1918,3843,3567,924,0,44,5,47,0.0,27.0,27.0,32.0,5.2,5.2,5.1,5.2,24.0,22.0,24.0,24.0,-0.9888489246368408,0.6096783876419067,-0.40376296639442444,-0.45819568634033203
6,188,-1940,3873,3670,825,-1940,3848,3663,808,0,25,7,17,0.0,19.0,34.0,18.0,5.2,5.2,5.2,5.2,24.0,22.0,24.0,24.0,-0.7360318899154663,-0.48798826336860657,0.6557804346084595,-0.9760177135467529
7,189,-2061,4013,3523,949,-2061,3981,3518,895,0,32,5,54,0.0,21.0,27.0,35.0,5.2,5.2,5.2,5.2,24.0,22.0,24.0,24.0,-0.8074856400489807,0.9334075450897217,-0.9801137447357178,0.8329657912254333
8,190,-2028,4142,3400,1077,-2027,4094,3392,987,-1,48,8,90,0.0,32.0,33.0,67.0,5.1,5.2,5.1,5.2,24.0,22.0,24.0,24.0,0.22462895512580872,0.8655352592468262,-0.8216546177864075,0.8576868176460266
9,191,-1986,4158,3539,935,-1985,4094,3518,894,-1,64,21,41,15.0,41.0,82.0,29.0,5.2,5.2,5.1,5.2,24.0,22.0,24.0,24.0,0.2862139046192169,0.11156928539276123,0.9312636852264404,-0.9522941708564758
10,192,-2126,4279,3538,909,-2127,4216,3518,864,1,63,20,45,0.0,40.0,79.0,30.0,5.2,5.0,4.9,5.2,24.0,22.0,24.0,24.0,-0.935308039188385,0.8087347149848938,-0.009524601511657238,-0.17391347885131836
11,193,-2198,4327,3461,857,-2198,4297,3459,849,0,30,2,8,1.0,21.0,22.0,16.0,5.2,5.2,5.2,5.2,24.0,22.0,24.0,24.0,-0.48377054929733276,0.32641518115997314,-0.5196710228919983,-0.34982267022132874
12,194,-2068,4347,3316,729,-2068,4346,3316,728,0,1,0,1,0.0,12.0,7.0,14.0,5.2,5.2,5.2,5.2,24.0,22.0,24.0,24.0,0.8732549548149109,0.13590513169765472,-0.9681413173675537,-0.855387270450592
13,195,-2068,4330,3432,829,-2068,4329,3430,800,0,1,2,29,0.0,12.0,23.0,22.0,5.2,5.2,5.2,5.2,24.0,22.0,24.0,24.0,-0.017785759642720222,-0.5871247053146362,0.7784144282341003,0.6687030792236328
