step,action_count,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp
1,729,13.0,0.0,16.0,-11.0,5.2,5.2,5.2,5.2,34.0,29.0,26.0,23.0
2,730,13.0,13.0,0.0,-11.0,5.2,5.2,5.2,5.2,34.0,29.0,26.0,23.0
3,731,13.0,14.0,15.0,-11.0,5.2,5.2,5.2,5.2,34.0,29.0,26.0,23.0
4,732,0.0,0.0,0.0,11.0,5.2,5.2,5.2,5.2,34.0,29.0,26.0,23.0
5,733,0.0,14.0,7.0,1.0,5.2,5.2,5.2,5.2,34.0,29.0,26.0,23.0
6,734,15.0,42.0,22.0,11.0,5.2,5.2,5.2,5.2,34.0,29.0,26.0,23.0
7,735,16.0,17.0,22.0,-11.0,5.2,5.2,5.2,5.2,34.0,29.0,26.0,23.0
8,736,0.0,12.0,0.0,12.0,5.2,5.2,5.2,5.2,34.0,29.0,26.0,23.0
9,737,13.0,14.0,0.0,12.0,5.2,5.2,5.2,5.2,34.0,29.0,26.0,23.0
10,738,-14.0,0.0,7.0,-12.0,5.2,5.2,5.2,5.2,34.0,29.0,26.0,23.0
11,739,13.0,2.0,0.0,11.0,5.2,5.2,5.2,5.2,33.0,29.0,26.0,23.0
12,740,6.0,0.0,0.0,12.0,5.2,5.2,5.2,5.2,33.0,29.0,26.0,23.0
13,741,13.0,0.0,0.0,-12.0,5.2,5.2,5.2,5.2,33.0,29.0,26.0,23.0
14,742,15.0,16.0,15.0,0.0,5.2,5.2,5.2,5.2,33.0,29.0,26.0,23.0
15,743,13.0,13.0,15.0,-11.0,5.2,5.2,5.2,5.2,33.0,29.0,26.0,23.0
16,744,0.0,13.0,12.0,11.0,5.2,5.2,5.2,5.2,33.0,29.0,26.0,23.0
17,745,50.0,33.0,23.0,11.0,5.1,5.2,5.2,5.2,33.0,29.0,26.0,23.0
18,746,116.0,29.0,18.0,-12.0,5.0,5.2,5.2,5.0,33.0,29.0,26.0,23.0
19,747,159.0,34.0,17.0,11.0,4.9,5.2,5.2,5.1,33.0,29.0,26.0,23.0
20,748,105.0,148.0,66.0,-11.0,5.1,5.1,5.1,5.2,33.0,29.0,26.0,23.0
21,749,24.0,196.0,20.0,12.0,5.1,5.0,5.1,5.2,33.0,29.0,26.0,23.0
22,750,41.0,385.0,88.0,11.0,5.1,4.7,4.5,5.1,33.0,29.0,26.0,23.0
23,751,189.0,164.0,18.0,12.0,5.1,5.0,4.9,4.9,33.0,29.0,26.0,23.0
24,752,182.0,139.0,19.0,-12.0,5.1,4.8,4.9,5.0,33.0,29.0,26.0,23.0
25,753,373.0,131.0,103.0,13.0,4.4,4.7,4.8,5.1,33.0,29.0,26.0,23.0
26,754,117.0,32.0,17.0,12.0,5.1,5.2,5.2,5.2,34.0,29.0,26.0,23.0
27,755,224.0,111.0,20.0,12.0,4.8,4.9,5.0,5.1,34.0,29.0,26.0,23.0
28,756,261.0,39.0,55.0,12.0,4.6,5.2,5.0,5.0,34.0,29.0,26.0,23.0
29,757,59.0,110.0,95.0,-11.0,5.1,5.0,5.0,5.2,34.0,29.0,26.0,23.0
30,758,276.0,370.0,147.0,-13.0,4.8,4.6,4.5,4.8,34.0,29.0,26.0,23.0
31,759,59.0,409.0,23.0,11.0,5.0,4.7,4.8,5.1,34.0,29.0,26.0,23.0
32,760,30.0,212.0,19.0,12.0,5.2,5.0,4.9,5.1,34.0,29.0,26.0,23.0
33,761,161.0,216.0,108.0,12.0,5.1,4.9,4.8,5.1,34.0,29.0,26.0,23.0
34,762,293.0,48.0,20.0,12.0,4.5,5.2,5.1,4.7,34.0,29.0,26.0,23.0
35,763,191.0,149.0,19.0,-13.0,4.8,5.0,5.0,4.8,34.0,29.0,26.0,23.0
36,764,172.0,105.0,21.0,-12.0,5.1,5.0,5.1,5.1,34.0,29.0,26.0,23.0
37,765,21.0,141.0,16.0,11.0,5.2,5.1,5.1,5.2,34.0,29.0,26.0,23.0
38,766,34.0,195.0,22.0,11.0,5.1,4.8,5.1,5.2,34.0,29.0,26.0,23.0
39,767,85.0,78.0,17.0,-12.0,5.2,5.2,5.1,5.1,34.0,29.0,26.0,23.0
40,768,36.0,88.0,17.0,12.0,5.1,5.0,5.0,5.2,34.0,29.0,26.0,23.0
41,769,25.0,145.0,20.0,12.0,5.2,4.9,5.1,5.2,34.0,29.0,26.0,23.0
42,770,68.0,235.0,66.0,-12.0,5.0,4.9,5.1,5.1,34.0,29.0,26.0,23.0
43,771,42.0,321.0,43.0,-13.0,5.1,4.9,4.7,5.2,34.0,29.0,26.0,23.0
44,772,179.0,295.0,18.0,-13.0,5.1,4.8,4.9,5.1,34.0,29.0,26.0,23.0
45,773,218.0,98.0,66.0,0.0,4.9,5.0,5.1,5.1,34.0,29.0,26.0,23.0
46,774,74.0,195.0,103.0,-12.0,5.1,4.8,4.7,5.1,34.0,30.0,26.0,23.0
47,775,30.0,201.0,35.0,-11.0,5.0,5.2,4.9,5.1,34.0,30.0,26.0,23.0
48,776,131.0,139.0,16.0,-13.0,5.1,4.9,5.1,5.0,34.0,30.0,26.0,23.0
49,777,246.0,35.0,56.0,-13.0,4.7,5.2,5.1,5.1,34.0,30.0,26.0,23.0
50,778,146.0,35.0,19.0,0.0,5.0,5.2,5.2,5.0,34.0,30.0,26.0,23.0
51,779,137.0,34.0,30.0,-12.0,5.1,5.2,5.1,5.0,34.0,30.0,26.0,23.0
52,780,29.0,197.0,45.0,0.0,5.1,5.1,5.1,5.2,34.0,29.0,26.0,23.0
53,781,154.0,403.0,73.0,-13.0,4.9,4.6,4.6,5.1,34.0,30.0,26.0,23.0
54,782,329.0,313.0,90.0,0.0,4.4,4.7,4.8,4.9,34.0,30.0,26.0,23.0
55,783,464.0,174.0,26.0,-14.0,4.3,5.0,4.8,4.5,34.0,30.0,26.0,23.0
56,784,425.0,65.0,28.0,13.0,4.4,5.1,5.1,4.7,35.0,30.0,26.0,23.0
57,785,311.0,258.0,23.0,-13.0,4.8,5.0,4.9,4.7,35.0,30.0,26.0,23.0
58,786,415.0,375.0,73.0,-15.0,4.7,4.8,4.5,4.6,35.0,30.0,26.0,23.0
59,787,230.0,289.0,19.0,0.0,4.9,4.8,4.7,4.8,35.0,30.0,26.0,23.0
60,788,270.0,340.0,24.0,13.0,4.5,4.7,5.0,5.1,35.0,30.0,26.0,23.0
61,789,322.0,410.0,112.0,13.0,4.4,4.5,4.4,4.9,36.0,31.0,26.0,23.0
62,790,468.0,370.0,23.0,0.0,4.6,4.6,4.5,4.9,36.0,31.0,26.0,23.0
63,791,486.0,361.0,21.0,14.0,4.3,4.7,4.8,4.4,36.0,31.0,26.0,23.0
64,792,498.0,372.0,73.0,14.0,4.6,4.6,4.5,4.7,36.0,31.0,26.0,23.0
65,793,470.0,337.0,115.0,14.0,4.6,4.7,4.8,4.9,37.0,31.0,26.0,23.0
66,794,480.0,350.0,158.0,14.0,4.6,4.5,4.4,4.5,37.0,31.0,26.0,23.0
67,795,479.0,307.0,159.0,-13.0,4.2,4.6,4.6,4.6,37.0,32.0,26.0,23.0
68,796,576.0,151.0,112.0,-14.0,4.3,4.8,4.9,4.7,37.0,32.0,26.0,23.0
69,797,703.0,63.0,25.0,-15.0,4.3,5.0,5.1,4.2,37.0,32.0,26.0,23.0
70,798,704.0,76.0,81.0,14.0,4.3,5.0,4.8,4.4,37.0,31.0,26.0,23.0
71,799,557.0,205.0,26.0,-14.0,4.4,4.8,5.0,4.7,38.0,31.0,26.0,23.0
72,800,377.0,109.0,24.0,14.0,4.7,5.1,4.9,4.6,38.0,31.0,26.0,23.0
73,801,173.0,107.0,106.0,12.0,4.9,5.1,5.1,5.1,38.0,31.0,26.0,23.0
74,802,176.0,254.0,21.0,-12.0,5.0,4.8,5.1,4.8,38.0,31.0,26.0,23.0
75,803,67.0,364.0,69.0,11.0,5.0,4.9,4.8,5.1,38.0,31.0,26.0,23.0
76,804,38.0,242.0,17.0,12.0,5.1,4.8,5.0,5.2,38.0,32.0,26.0,23.0
77,805,213.0,270.0,64.0,13.0,4.9,4.6,5.0,5.0,38.0,32.0,26.0,23.0
78,806,136.0,438.0,22.0,13.0,5.1,4.9,4.5,4.9,38.0,32.0,26.0,23.0
79,807,41.0,290.0,22.0,11.0,5.1,5.0,4.8,5.1,38.0,32.0,26.0,23.0
80,808,68.0,155.0,72.0,12.0,5.1,4.9,5.0,5.0,38.0,32.0,26.0,23.0
81,809,60.0,146.0,66.0,-12.0,5.0,5.2,4.9,5.1,38.0,32.0,26.0,23.0
82,810,29.0,100.0,31.0,0.0,5.2,5.0,5.2,5.2,38.0,32.0,26.0,23.0
83,811,29.0,34.0,41.0,-12.0,5.1,5.2,5.2,5.2,38.0,32.0,26.0,23.0
84,812,16.0,82.0,16.0,10.0,5.2,5.2,5.2,5.2,38.0,32.0,26.0,23.0
85,813,13.0,13.0,15.0,-11.0,5.2,5.2,5.2,5.2,37.0,32.0,26.0,23.0
86,814,46.0,16.0,20.0,-12.0,5.2,5.2,5.2,5.2,37.0,32.0,26.0,23.0
87,815,0.0,7.0,0.0,10.0,5.2,5.2,5.2,5.2,37.0,32.0,26.0,23.0
88,816,13.0,13.0,0.0,-13.0,5.2,5.2,5.2,5.2,37.0,32.0,26.0,23.0
