step,action_count,motor_16_target,motor_17_target,motor_18_target,motor_19_target,motor_16_position,motor_17_position,motor_18_position,motor_19_position,motor_16_error,motor_17_error,motor_18_error,motor_19_error,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp,motor_16_action,motor_17_action,motor_18_action,motor_19_action
1,64,13570,-6685,-211,13026,13571,-6685,-211,13026,-1,0,0,0,0.0,0.0,15.0,6.0,5.2,5.2,5.2,5.2,25.0,26.0,29.0,23.0,-0.530398428440094,-0.02743533067405224,0.4661388099193573,-0.7798557281494141
2,65,13551,-6699,-69,13049,13551,-6698,-101,13008,0,-1,32,41,0.0,-13.0,127.0,29.0,5.2,4.9,5.1,5.2,24.0,26.0,29.0,23.0,-0.6485856771469116,-0.49775823950767517,0.952145516872406,0.15409167110919952
3,66,13511,-6576,-142,13169,13511,-6579,-150,13056,0,3,8,113,4.0,12.0,29.0,92.0,5.2,5.2,5.2,5.1,25.0,26.0,29.0,23.0,-0.27322274446487427,0.8253059387207031,-0.492880254983902,0.8004618883132935
4,67,13540,-6506,2,13037,13521,-6541,-37,12971,19,35,39,66,20.0,23.0,158.0,46.0,5.1,5.1,4.9,5.2,24.0,26.0,29.0,24.0,0.19620779156684875,0.46856439113616943,0.965901255607605,-0.8836483359336853
5,68,13607,-6491,89,13075,13549,-6542,18,12967,58,51,71,108,41.0,30.0,402.0,88.0,5.0,4.8,4.4,5.1,24.0,26.0,29.0,24.0,0.45140787959098816,0.10221009701490402,0.5849992036819458,0.2580054998397827
6,69,13469,-6619,-48,12968,13469,-6619,-51,12955,0,0,3,13,0.0,0.0,17.0,16.0,5.2,5.2,5.2,5.2,24.0,26.0,29.0,24.0,-0.9211099743843079,-0.8540657758712769,-0.9170600771903992,-0.7199018597602844
7,70,13395,-6500,87,12964,13396,-6507,46,12907,-1,7,41,57,0.0,13.0,182.0,37.0,5.2,4.7,4.7,5.1,24.0,26.0,29.0,24.0,-0.4960291087627411,0.797551155090332,0.9014854431152344,-0.02677152492105961
8,71,13532,-6550,206,12914,13509,-6555,155,12825,23,5,51,89,22.0,14.0,243.0,66.0,5.1,4.6,5.0,5.2,24.0,26.0,29.0,24.0,0.9184774160385132,-0.3395634591579437,0.7959730625152588,-0.3373045027256012
9,72,13605,-6411,136,12832,13535,-6503,129,12809,70,92,7,23,54.0,66.0,26.0,20.0,5.2,5.1,5.1,5.1,24.0,26.0,29.0,24.0,0.4869646728038788,0.9332706928253174,-0.46960362792015076,-0.5489422082901001
10,73,13727,-6456,169,12729,13580,-6505,158,12721,147,49,11,8,149.0,31.0,38.0,15.0,5.1,5.2,5.1,4.9,25.0,26.0,29.0,24.0,0.8185847997665405,-0.30501022934913635,0.22402068972587585,-0.6888641119003296
