step,action_count,motor_16_target,motor_17_target,motor_18_target,motor_19_target,motor_16_position,motor_17_position,motor_18_position,motor_19_position,motor_16_error,motor_17_error,motor_18_error,motor_19_error,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp,motor_16_action,motor_17_action,motor_18_action,motor_19_action
1,1,15691,-8761,-1552,13996,15692,-8762,-1553,13996,-1,1,1,0,0.0,12.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,29.0,31.0,23.0,-0.9876184463500977,0.09591478109359741,0.6180249452590942,-0.7140969634056091
2,2,15557,-8695,-1454,13851,15557,-8694,-1454,13851,0,-1,0,0,0.0,0.0,3.0,0.0,5.2,5.2,5.2,5.2,24.0,28.0,31.0,23.0,-0.8981079459190369,0.44117090106010437,0.6568115949630737,-0.9719327092170715
3,3,15630,-8653,-1465,13824,15630,-8654,-1465,13825,0,1,0,-1,16.0,12.0,0.0,-14.0,5.2,5.2,5.2,5.2,24.0,28.0,31.0,23.0,0.4869489371776581,0.2835288345813751,-0.3807806968688965,-0.9236469268798828
4,4,15611,-8654,-1493,13798,15614,-8654,-1492,13799,-3,0,-1,-1,-17.0,12.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,28.0,31.0,23.0,-0.6636149883270264,-0.06302105635404587,-0.9375179409980774,-0.8855833411216736
5,5,15597,-8669,-1434,13829,15597,-8668,-1434,13829,0,-1,0,0,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,28.0,31.0,23.0,-0.47042471170425415,-0.5263534188270569,0.39904674887657166,0.21019361913204193
6,6,15485,-8555,-1493,13872,15486,-8555,-1492,13872,-1,0,-1,0,0.0,0.0,0.0,5.0,5.2,5.2,5.2,5.2,24.0,28.0,31.0,23.0,-0.7517285346984863,0.7649551630020142,-0.399478942155838,0.2894280254840851
7,7,15621,-8555,-1427,13996,15604,-8557,-1430,13975,17,2,3,21,20.0,12.0,18.0,18.0,5.2,5.2,5.2,5.2,24.0,28.0,31.0,23.0,0.9096261858940125,-0.004473596811294556,0.4455033242702484,0.830953061580658
8,8,15661,-8490,-1433,13848,15623,-8531,-1433,13848,38,41,0,0,30.0,27.0,0.0,0.0,5.1,5.2,5.2,5.2,24.0,28.0,31.0,23.0,0.2713221609592438,0.43477752804756165,-0.04386520013213158,-0.9867352247238159
9,9,15799,-8437,-1441,13827,15684,-8526,-1441,13827,115,89,0,0,105.0,64.0,0.0,0.0,5.1,5.1,5.1,5.0,24.0,28.0,30.0,23.0,0.9245801568031311,0.35984647274017334,-0.2844867706298828,-0.718764066696167
10,10,15650,-8497,-1454,13808,15645,-8523,-1454,13809,5,26,0,-1,16.0,18.0,0.0,-2.0,5.2,5.2,5.2,5.2,24.0,28.0,30.0,23.0,-0.9962511658668518,-0.4049782156944275,-0.46147170662879944,-0.6396983861923218
11,11,15780,-8391,-1439,13661,15670,-8506,-1440,13661,110,115,1,0,96.0,93.0,15.0,0.0,5.1,5.1,5.1,5.1,24.0,28.0,30.0,23.0,0.8712896704673767,0.7127093076705933,0.10431505739688873,-0.982318639755249
12,12,15641,-8505,-1397,13641,15637,-8510,-1398,13642,4,5,1,-1,16.0,13.0,15.0,-14.0,5.2,5.2,5.2,5.2,24.0,28.0,30.0,23.0,-0.9290294051170349,-0.7658387422561646,0.28564101457595825,-0.13478019833564758
13,13,15502,-8378,-1324,13498,15499,-8391,-1323,13498,3,13,-1,0,16.0,14.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,28.0,30.0,23.0,-0.929802656173706,0.851865291595459,0.4872784912586212,-0.9575119614601135
14,14,15565,-8313,-1349,13482,15511,-8378,-1349,13482,54,65,0,0,40.0,41.0,0.0,-7.0,5.2,5.2,5.1,5.2,24.0,28.0,30.0,23.0,0.42393529415130615,0.4399847388267517,-0.8642374277114868,-0.5542250871658325
15,15,15651,-8295,-1395,13560,15540,-8380,-1396,13560,111,85,1,0,103.0,58.0,14.0,9.0,5.2,5.2,5.1,5.2,24.0,28.0,30.0,23.0,0.5770775079727173,0.12302549183368683,-0.3074336349964142,0.5253397226333618
16,16,15530,-8261,-1406,13547,15514,-8362,-1406,13548,16,101,0,-1,20.0,76.0,0.0,-5.0,5.2,5.1,5.2,5.2,24.0,28.0,30.0,23.0,-0.8068822026252747,0.23286114633083344,-0.36793947219848633,-0.46340638399124146
17,17,15420,-8180,-1377,13473,15402,-8254,-1378,13473,18,74,1,0,19.0,53.0,15.0,0.0,5.2,5.2,5.1,5.2,24.0,28.0,30.0,23.0,-0.7359497547149658,0.5406931638717651,0.1996815800666809,-0.49613651633262634
