step,action_count,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp
1,647,13.0,14.0,0.0,0.0,5.2,5.2,5.2,5.2,37.0,31.0,28.0,24.0
2,648,14.0,14.0,16.0,12.0,5.2,5.2,5.2,5.2,36.0,31.0,28.0,24.0
3,649,14.0,27.0,17.0,13.0,5.2,5.2,5.2,5.2,36.0,31.0,28.0,24.0
4,650,13.0,15.0,0.0,-12.0,5.2,5.2,5.2,5.2,36.0,31.0,28.0,24.0
5,651,39.0,78.0,15.0,0.0,5.2,5.2,5.1,5.2,36.0,31.0,28.0,24.0
6,652,17.0,59.0,16.0,12.0,5.2,5.1,5.2,5.2,36.0,31.0,28.0,24.0
7,653,17.0,57.0,32.0,0.0,5.2,5.2,5.2,5.2,36.0,31.0,28.0,24.0
8,654,33.0,14.0,15.0,-12.0,5.2,5.2,5.2,5.1,36.0,31.0,28.0,24.0
9,655,14.0,25.0,19.0,-10.0,5.2,5.2,5.2,5.2,36.0,31.0,28.0,24.0
10,656,13.0,13.0,17.0,14.0,5.2,5.2,5.2,5.2,36.0,31.0,28.0,24.0
11,657,13.0,13.0,18.0,14.0,5.2,5.2,5.2,5.2,36.0,31.0,28.0,24.0
12,658,40.0,16.0,28.0,0.0,5.2,5.2,5.2,5.2,36.0,31.0,28.0,24.0
13,659,0.0,0.0,0.0,12.0,5.2,5.2,5.2,5.2,36.0,31.0,28.0,24.0
14,660,0.0,0.0,17.0,0.0,5.2,5.2,5.2,5.2,36.0,31.0,28.0,24.0
15,661,0.0,13.0,0.0,11.0,5.2,5.2,5.2,5.2,36.0,31.0,28.0,24.0
16,662,0.0,0.0,2.0,-12.0,5.2,5.3,5.2,5.2,36.0,31.0,28.0,24.0
17,663,0.0,0.0,0.0,-12.0,5.2,5.2,5.2,5.2,36.0,31.0,28.0,24.0
18,664,13.0,15.0,19.0,13.0,5.2,5.2,5.2,5.2,36.0,31.0,28.0,24.0
19,665,0.0,14.0,15.0,-11.0,5.2,5.2,5.2,5.2,36.0,31.0,28.0,24.0
20,666,17.0,19.0,16.0,15.0,5.2,5.2,5.2,5.2,36.0,31.0,28.0,24.0
21,667,29.0,47.0,29.0,11.0,5.2,5.2,5.2,5.2,35.0,31.0,28.0,23.0
22,668,1.0,-2.0,0.0,13.0,5.2,5.2,5.2,5.2,35.0,31.0,28.0,23.0
23,669,37.0,40.0,30.0,14.0,5.2,5.2,5.2,5.2,35.0,30.0,28.0,23.0
