timestamp,action_count,action_m16,action_m17,action_m18,action_m19,delta_m16,delta_m17,delta_m18,delta_m19,target_before_m16,target_before_m17,target_before_m18,target_before_m19,target_after_m16,target_after_m17,target_after_m18,target_after_m19,position_m16,position_m17,position_m18,position_m19,current_m16_mA,current_m17_mA,current_m18_mA,current_m19_mA,voltage_m16_V,voltage_m17_V,voltage_m18_V,voltage_m19_V,temperature_m16_C,temperature_m17_C,temperature_m18_C,temperature_m19_C,pwm_m16,pwm_m17,pwm_m18,pwm_m19,velocity_m16,velocity_m17,velocity_m18,velocity_m19,hardware_status_m16,hardware_status_m17,hardware_status_m18,hardware_status_m19,packet_error_m16,packet_error_m17,packet_error_m18,packet_error_m19,success,hardware_error,hardware_error_ids,error_message
2026-08-27T11:19:40.431216,22,0.9422824382781982,0.8504188060760498,0.16759777069091797,-0.15307025611400604,141,127,25,-22,5379,1812,6029,-1685,5520,1939,6054,-1707,5312,1716,6053,-1708,246,258,15,15,5.1000000000000005,4.9,4.800000000000001,4.800000000000001,35,36,25,29,323,346,4,1,1,1,1,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:19:42.639136,23,0.40805861353874207,0.5899358987808228,0.6622246503829956,0.9048119783401489,61,88,99,135,5520,1939,6054,-1707,5581,2027,6153,-1572,5312,1719,6142,-1645,364,433,35,52,5.0,4.800000000000001,4.5,4.7,35,36,25,29,418,479,51,114,1,1,1,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:19:44.831046,24,0.6615767478942871,0.1966404914855957,-0.7399717569351196,-0.32554006576538086,99,29,-110,-48,5581,2027,6153,-1572,5680,2056,6043,-1620,5312,1729,6043,-1641,593,467,-3,22,4.9,4.7,4.800000000000001,4.5,35,36,25,29,575,512,0,32,-1,1,1,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:19:47.038928,25,0.02432367578148842,0.12895798683166504,-0.6445409059524536,0.08397690206766129,3,19,-96,12,5680,2056,6043,-1620,5683,2075,5947,-1608,5311,1729,5949,-1641,588,500,-1,26,4.9,4.5,4.4,4.5,36,37,25,29,579,542,0,51,1,1,1,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:19:49.246829,26,0.09384026378393173,-0.1577569842338562,-0.16361911594867706,-0.0907689556479454,14,-23,-24,-13,5683,2075,5947,-1608,5697,2052,5923,-1621,5311,1729,5924,-1641,617,446,0,19,4.3,4.7,4.4,4.6000000000000005,36,37,25,29,601,506,0,31,0,1,0,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:19:51.454747,27,0.08107312768697739,-0.09552805870771408,-0.010360538959503174,0.46117523312568665,12,-14,-1,69,5697,2052,5923,-1621,5709,2038,5922,-1552,5311,1729,5923,-1584,642,411,-4,26,4.3,4.800000000000001,4.5,4.9,37,37,25,29,620,482,0,50,0,1,0,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:19:53.662635,28,-0.07877913862466812,0.001414039870724082,0.5724192261695862,-0.03157181292772293,-11,0,85,-4,5709,2038,5922,-1552,5698,2038,6007,-1556,5311,1729,6006,-1583,609,409,16,23,4.4,4.7,4.6000000000000005,4.5,37,37,25,29,603,482,4,42,0,0,1,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:19:55.870541,29,-0.10501047968864441,0.1309729367494583,-0.4224652349948883,-0.2293568104505539,-15,19,-63,-34,5698,2038,6007,-1556,5683,2057,5944,-1590,5311,1729,5945,-1590,567,453,0,16,4.4,4.800000000000001,4.6000000000000005,4.7,37,37,25,29,579,514,0,1,1,1,0,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:19:58.062436,30,0.09784838557243347,-0.08594369143247604,0.4397381842136383,-0.9850594997406006,14,-12,65,-147,5683,2057,5944,-1590,5697,2045,6009,-1737,5312,1730,6009,-1739,599,417,0,16,4.3,4.7,4.7,5.0,37,37,25,29,600,492,0,1,1,1,1,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:20:00.270355,31,-0.011756913736462593,0.12447726726531982,-0.019105974584817886,-0.15934661030769348,-1,18,-2,-23,5697,2045,6009,-1737,5696,2063,6007,-1760,5312,1731,6007,-1760,591,455,0,0,4.9,4.5,4.7,4.6000000000000005,38,37,25,29,598,520,0,0,1,1,0,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:20:02.478279,32,-0.1869714856147766,0.07594218850135803,-0.9678701758384705,0.9849507808685303,-28,11,-145,147,5696,2063,6007,-1760,5668,2074,5862,-1613,5312,1730,5864,-1638,519,481,-1,23,4.4,4.5,4.7,4.5,38,37,25,29,554,539,-5,39,0,0,1,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:20:04.686148,33,-0.05063099414110184,-0.18841516971588135,-0.8058297634124756,0.8662853240966797,-7,-28,-120,129,5668,2074,5862,-1613,5661,2046,5742,-1484,5311,1729,5743,-1515,504,420,-3,25,4.6000000000000005,4.5,4.6000000000000005,5.0,38,37,25,29,545,495,0,50,0,0,0,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:20:06.894053,34,-0.024584492668509483,-0.18411928415298462,-0.00019845552742481232,0.2453809231519699,-3,-27,0,36,5661,2046,5742,-1484,5658,2019,5742,-1448,5311,1729,5743,-1484,496,364,0,28,4.9,4.6000000000000005,4.6000000000000005,4.7,38,38,25,29,540,453,0,57,0,0,0,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:20:09.085976,35,0.004782058764249086,-0.18860973417758942,-0.08129048347473145,-0.198872908949852,0,-28,-12,-29,5658,2019,5742,-1448,5658,1991,5730,-1477,5311,1729,5731,-1484,498,309,0,18,4.6000000000000005,4.9,4.7,4.7,39,38,25,29,540,409,0,12,0,0,1,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:20:11.293866,36,-0.13724440336227417,0.08813091367483139,0.49547597765922546,-0.7736178636550903,-20,13,74,-116,5658,1991,5730,-1477,5638,2004,5804,-1593,5311,1730,5805,-1595,451,333,0,16,5.0,4.9,4.7,5.0,39,38,25,29,509,428,0,3,0,1,0,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:20:13.485755,37,0.36048585176467896,-0.26146620512008667,0.8037173748016357,-0.3804454505443573,54,-39,120,-57,5638,2004,5804,-1593,5692,1965,5924,-1650,5311,1730,5924,-1651,578,259,15,16,4.9,4.800000000000001,4.7,4.7,39,38,25,29,593,367,4,1,0,1,0,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:20:15.693655,38,0.061336759477853775,0.02936149574816227,-0.7582219839096069,-0.056771170347929,9,4,-113,-8,5692,1965,5924,-1650,5701,1969,5811,-1658,5312,1730,5812,-1658,595,265,0,0,4.4,4.800000000000001,4.9,4.9,39,38,25,29,606,373,-5,0,1,1,1,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:20:17.901578,39,0.08812059462070465,0.1000862568616867,0.2994580566883087,0.5071455240249634,13,15,44,76,5701,1969,5811,-1658,5714,1984,5855,-1582,5312,1730,5856,-1608,620,292,13,22,4.800000000000001,4.800000000000001,4.9,5.0,40,38,25,29,626,396,0,40,0,1,1,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:20:20.109465,40,0.03995000198483467,-0.20379719138145447,0.012990611605346203,-0.5334972143173218,5,-30,1,-80,5714,1984,5855,-1582,5719,1954,5856,-1662,5312,1730,5856,-1663,631,239,15,16,4.9,4.9,4.9,4.800000000000001,40,38,25,29,634,350,4,1,0,0,1,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:20:22.317356,41,-0.12198221683502197,0.216863214969635,-0.47637662291526794,-0.3108132481575012,-18,32,-71,-46,5719,1954,5856,-1662,5701,1986,5785,-1708,5312,1731,5787,-1708,582,296,-13,0,4.9,4.800000000000001,4.6000000000000005,5.0,40,38,25,29,606,398,0,0,1,1,1,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:20:24.525262,42,0.07826990634202957,-0.2353794276714325,-0.20900245010852814,0.9430740475654602,11,-35,-31,141,5701,1986,5785,-1708,5712,1951,5754,-1567,5312,1730,5755,-1594,607,233,-2,24,4.4,4.800000000000001,5.0,4.6000000000000005,40,38,25,29,623,345,0,42,-1,0,0,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:20:26.733191,43,-0.19100289046764374,0.013745835982263088,-0.7560287714004517,0.9102131724357605,-28,2,-113,136,5712,1951,5754,-1567,5684,1953,5641,-1431,5311,1729,5641,-1465,541,239,0,26,4.5,4.800000000000001,4.9,5.0,41,38,25,29,581,350,-5,56,0,0,1,-1,0,0,0,0,,,,,True,False,,
2026-08-27T11:20:28.941061,44,0.08693496882915497,0.40786251425743103,0.9821605682373047,-0.6747404336929321,13,61,147,-101,5684,1953,5641,-1431,5697,2014,5788,-1532,5311,1729,5789,-1533,569,356,14,16,4.4,4.800000000000001,4.800000000000001,4.7,41,38,25,29,601,445,0,3,0,0,1,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:20:31.132969,45,0.03776464983820915,-0.04956870153546333,0.7749849557876587,-0.684726357460022,5,-7,116,-102,5697,2014,5788,-1532,5702,2007,5904,-1634,5311,1730,5904,-1636,581,337,16,16,4.4,4.800000000000001,4.6000000000000005,4.5,41,38,25,29,609,432,4,3,0,1,1,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:20:33.340866,46,0.07712999731302261,0.057957760989665985,0.9822856187820435,-0.7619336843490601,11,8,147,-114,5702,2007,5904,-1634,5713,2015,6051,-1748,5312,1731,6050,-1749,602,349,5,16,4.9,4.800000000000001,4.7,4.6000000000000005,41,38,25,29,625,443,4,1,1,1,0,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:20:35.548804,47,-0.10229386389255524,0.13661079108715057,0.4569261968135834,0.7841098308563232,-15,20,68,117,5713,2015,6051,-1748,5698,2035,6119,-1631,5312,1731,6117,-1666,561,389,17,26,4.4,4.7,4.9,5.0,42,38,25,29,601,475,12,54,0,0,1,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:20:37.756702,48,-0.03148261830210686,-0.0534294992685318,-0.5540127158164978,-0.38848060369491577,-4,-8,-83,-58,5698,2035,6119,-1631,5694,2027,6036,-1689,5312,1731,6036,-1690,553,371,0,16,4.4,4.800000000000001,4.7,4.9,42,38,25,29,595,462,0,1,0,0,0,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:20:39.964564,49,0.05086122825741768,-0.1753559708595276,-0.8774248957633972,0.7847693562507629,7,-26,-131,117,5694,2027,6036,-1689,5701,2001,5905,-1572,5312,1730,5906,-1598,570,318,0,23,4.9,4.6000000000000005,4.6000000000000005,4.800000000000001,42,38,25,29,606,423,0,40,0,1,1,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:20:42.172483,50,0.0317782498896122,0.14746718108654022,0.009886618703603745,-0.3160421550273895,4,22,1,-47,5701,2001,5905,-1572,5705,2023,5906,-1619,5312,1731,5906,-1620,576,362,14,16,4.3,4.6000000000000005,4.5,4.6000000000000005,42,38,25,29,612,456,4,1,0,1,0,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:20:44.380371,51,-0.21692070364952087,-0.14308428764343262,0.5561788082122803,-0.9847744107246399,-32,-21,83,-147,5705,2023,5906,-1619,5673,2002,5989,-1766,5312,1731,5989,-1767,502,321,1,12,4.6000000000000005,4.9,4.9,4.7,42,38,25,29,560,421,0,1,1,1,1,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:20:46.588273,52,-0.08431825041770935,-0.19038137793540955,0.7886613011360168,0.588837742805481,-12,-28,118,88,5673,2002,5989,-1766,5661,1974,6107,-1678,5313,1731,6108,-1699,476,269,15,20,5.0,4.7,4.800000000000001,4.6000000000000005,43,38,25,29,543,379,4,32,0,0,1,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:20:48.796178,53,-0.6424306631088257,0.1804639995098114,0.8342025279998779,-0.9354197382926941,-96,27,125,-140,5661,1974,6107,-1678,5565,2001,6232,-1818,5313,1732,6232,-1820,278,322,4,15,4.6000000000000005,4.9,4.9,4.800000000000001,43,38,25,29,392,420,4,1,1,1,0,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:20:50.988072,54,0.6958754062652588,-0.03867477551102638,-0.13737905025482178,-0.16602768003940582,104,-5,-20,-24,5565,2001,6232,-1818,5669,1996,6212,-1842,5313,1732,6212,-1842,497,308,-7,0,4.5,4.6000000000000005,4.9,4.800000000000001,43,38,25,29,554,412,0,0,1,1,0,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:20:53.195975,55,-0.05520923435688019,0.12069152295589447,-0.2567717432975769,0.8191822171211243,-8,18,-38,122,5669,1996,6212,-1842,5661,2014,6174,-1720,5313,1732,6174,-1741,474,343,0,20,4.5,4.800000000000001,4.7,4.6000000000000005,43,38,25,29,542,440,0,32,1,1,0,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:20:55.403955,56,0.059809207916259766,-0.1705073118209839,0.7791492938995361,-0.7644156217575073,8,-25,116,-114,5661,2014,6174,-1720,5669,1989,6290,-1834,5313,1732,6288,-1837,492,292,16,15,4.5,4.800000000000001,4.9,4.7,43,38,25,29,554,401,8,4,1,1,0,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:20:57.611798,57,0.3646540343761444,-0.47576433420181274,-0.8681014776229858,-0.739653468132019,54,-71,-130,-110,5669,1989,6290,-1834,5723,1918,6160,-1944,5315,1729,6161,-1944,510,178,-1,16,5.0,4.9,5.0,5.0,43,38,25,29,562,296,0,1,3,1,0,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:20:59.819679,58,0.029237093403935432,-0.8712923526763916,0.04726545140147209,0.8498669862747192,4,-130,7,127,5723,1918,6160,-1944,5727,1788,6167,-1817,5363,1710,6166,-1835,517,49,0,19,5.0,5.0,5.1000000000000005,5.1000000000000005,43,38,25,29,567,121,0,28,1,0,1,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:21:02.011598,59,0.3245001435279846,-0.09055398404598236,-0.09356791526079178,-0.14165829122066498,48,-13,-14,-21,5727,1788,6167,-1817,5775,1775,6153,-1838,5378,1677,6154,-1838,592,69,-4,0,4.5,5.1000000000000005,5.1000000000000005,5.1000000000000005,44,38,25,29,587,154,0,0,21,0,0,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:21:04.219482,60,-0.9708271026611328,-0.9473066329956055,-0.10987776517868042,-0.09069208800792694,-145,-142,-16,-13,5775,1775,6153,-1838,5630,1633,6137,-1851,5419,1585,6138,-1851,151,30,0,0,5.1000000000000005,5.1000000000000005,5.2,5.0,44,38,25,29,256,76,0,0,5,0,1,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:21:06.427381,61,-0.69020015001297,0.12023348361253738,-0.16172699630260468,-0.18752209842205048,-103,18,-24,-28,5630,1633,6137,-1851,5527,1651,6113,-1879,5466,1584,6114,-1879,36,42,-1,0,5.2,5.1000000000000005,5.1000000000000005,5.2,44,38,25,29,95,106,0,0,0,1,1,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:21:08.635327,62,0.984427273273468,-0.21155430376529694,-0.11829742044210434,-0.0157501008361578,147,-31,-17,-2,5527,1651,6113,-1879,5674,1620,6096,-1881,5475,1575,6097,-1881,198,28,-1,0,4.800000000000001,5.2,5.2,5.2,44,38,25,29,307,71,0,0,1,0,0,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:21:10.843179,63,0.8194364905357361,0.3614714741706848,-0.15561513602733612,-0.017859619110822678,122,54,-23,-2,5674,1620,6096,-1881,5796,1674,6073,-1883,5509,1571,6073,-1883,358,73,0,0,5.1000000000000005,5.0,5.0,5.2,44,38,25,28,445,162,0,0,1,0,0,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:21:13.051082,64,0.5789559483528137,0.03877076879143715,-0.7828497290611267,0.41987600922584534,86,5,-117,62,5796,1674,6073,-1883,5882,1679,5956,-1821,5511,1571,5956,-1842,541,79,0,21,5.0,5.1000000000000005,5.0,5.1000000000000005,44,38,25,28,579,170,0,32,0,0,0,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:21:15.258986,65,-0.2693731188774109,-0.4952464699745178,0.551064670085907,-0.5130646228790283,-40,-74,82,-76,5882,1679,5956,-1821,5842,1605,6038,-1897,5513,1551,6038,-1897,440,33,0,0,4.6000000000000005,5.1000000000000005,5.1000000000000005,4.800000000000001,44,38,25,28,514,85,0,0,1,0,1,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:21:17.466929,66,-0.7924844026565552,-0.15433795750141144,-0.17171549797058105,-0.09903423488140106,-118,-23,-25,-14,5842,1605,6038,-1897,5724,1582,6013,-1911,5514,1538,6013,-1911,208,28,0,0,4.800000000000001,5.2,5.2,5.2,44,38,25,28,326,68,0,0,1,0,0,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:21:19.674802,67,0.4616623520851135,0.9375738501548767,-0.9250537157058716,0.41521158814430237,69,140,-138,62,5724,1582,6013,-1911,5793,1722,5875,-1849,5533,1538,5876,-1865,298,182,0,19,4.6000000000000005,5.0,5.0,5.2,44,38,25,28,404,289,0,25,1,0,0,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:21:21.882688,68,-0.5680994987487793,0.0018606649246066809,0.21110153198242188,-0.216724693775177,-85,0,31,-32,5793,1722,5875,-1849,5708,1722,5906,-1881,5534,1538,5906,-1881,156,181,2,0,5.1000000000000005,5.0,4.800000000000001,5.1000000000000005,44,38,25,28,271,289,0,0,1,0,0,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:21:24.090594,69,0.9852237105369568,0.1776656210422516,0.15416891872882843,0.011945730075240135,147,26,23,1,5708,1722,5906,-1881,5855,1748,5929,-1880,5534,1538,5930,-1881,428,221,0,16,4.5,5.0,4.7,4.800000000000001,44,38,25,28,501,329,0,1,1,0,1,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:21:26.298509,70,0.11600285023450851,-0.31061866879463196,0.6628482341766357,0.4257817566394806,17,-46,99,63,5855,1748,5929,-1880,5872,1702,6028,-1817,5534,1538,6027,-1834,462,147,15,20,4.7,4.9,5.1000000000000005,4.800000000000001,44,38,25,28,528,257,4,26,1,0,0,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:21:28.506387,71,0.5372756123542786,0.36460360884666443,0.9149873852729797,0.3633890748023987,80,54,137,54,5872,1702,6028,-1817,5952,1756,6165,-1763,5534,1537,6164,-1785,640,234,16,21,4.4,4.9,4.7,4.800000000000001,44,38,25,28,653,343,4,34,1,1,1,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:21:30.714287,72,-0.06314034014940262,-0.047029606997966766,0.9846377968788147,-0.2668306529521942,-9,-7,147,-40,5952,1756,6165,-1763,5943,1749,6312,-1803,5534,1537,6312,-1803,613,221,15,9,4.4,4.9,4.9,4.9,44,38,25,28,639,332,4,0,1,1,1,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:21:32.922268,73,0.05355062708258629,0.2294108122587204,0.05343828722834587,-0.24313724040985107,8,34,8,-36,5943,1749,6312,-1803,5951,1783,6320,-1839,5534,1537,6321,-1839,626,281,1,0,4.3,4.6000000000000005,4.9,4.6000000000000005,45,38,25,28,651,384,0,0,1,1,0,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:21:35.130132,74,0.009563048370182514,-0.1946435272693634,0.47166693210601807,-0.19101499021053314,1,-29,70,-28,5951,1783,6320,-1839,5952,1754,6390,-1867,5534,1537,6389,-1868,630,227,15,16,4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,45,38,25,28,653,339,8,1,1,1,1,0,0,0,0,0,,,,,True,False,,
