step,action_count,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp
1,1,0.0,0.0,0.0,14.0,5.2,5.2,5.2,5.2,33.0,29.0,30.0,28.0
2,2,0.0,16.0,18.0,15.0,5.2,5.2,5.2,5.2,33.0,29.0,30.0,28.0
3,3,0.0,51.0,111.0,97.0,5.0,5.1,5.0,5.1,33.0,29.0,30.0,28.0
4,4,-12.0,54.0,232.0,58.0,5.1,5.0,4.9,5.2,33.0,29.0,30.0,28.0
5,5,0.0,102.0,49.0,192.0,5.1,5.1,5.0,5.1,33.0,29.0,30.0,28.0
6,6,13.0,37.0,426.0,170.0,5.1,4.9,4.6,4.9,33.0,29.0,30.0,28.0
7,7,-1.0,27.0,243.0,55.0,5.2,5.1,4.9,5.2,33.0,29.0,30.0,28.0
8,8,0.0,16.0,34.0,172.0,5.2,5.1,5.1,5.0,33.0,29.0,31.0,28.0
9,9,0.0,41.0,323.0,295.0,5.0,5.0,4.3,4.8,33.0,29.0,31.0,28.0
10,10,13.0,28.0,451.0,386.0,4.6,4.9,4.0,5.1,33.0,29.0,31.0,29.0
