timestamp,action_count,motor_id,target_position,present_position,present_current_mA,present_voltage_V,temperature_C,torque_enabled,present_pwm,present_velocity,hardware_error_status,hardware_error_hex,packet_error,packet_error_hex,hardware_error_decoded
2026-08-28T14:45:48.972110,0,16,5092,5092,0,5.2,25,1,0,1,0,0x00,,None,No hardware error
2026-08-28T14:45:49.116165,0,17,1721,1721,0,5.2,22,1,0,0,0,0x00,,None,No hardware error
2026-08-28T14:45:49.260231,0,18,-2113,-2113,0,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-28T14:45:49.404221,0,19,6492,6492,0,5.300000000000001,21,1,0,1,0,0x00,,None,No hardware error
2026-08-28T18:18:04.034924,0,16,833,833,0,5.2,23,1,0,1,0,0x00,,None,No hardware error
2026-08-28T18:18:04.179016,0,17,3961,3961,0,5.2,22,1,0,0,0,0x00,,None,No hardware error
2026-08-28T18:18:04.322931,0,18,3932,3931,21,5.2,25,1,8,0,0,0x00,,None,No hardware error
2026-08-28T18:18:04.467020,0,19,14954,14954,0,5.2,24,1,0,1,0,0x00,,None,No hardware error
2026-08-29T14:19:24.745922,0,16,4275,4276,1,5.2,24,1,1,0,0,0x00,,None,No hardware error
2026-08-29T14:19:24.890097,0,17,2588,2588,0,5.2,22,1,0,0,0,0x00,,None,No hardware error
2026-08-29T14:19:25.034030,0,18,-2196,-2196,0,5.2,25,1,0,0,0,0x00,,None,No hardware error
2026-08-29T14:19:25.178091,0,19,-5790,-5790,0,5.2,24,1,0,1,0,0x00,,None,No hardware error
2026-08-29T14:23:13.743383,0,16,90,90,0,5.2,26,1,0,0,0,0x00,,None,No hardware error
2026-08-29T14:23:13.887472,0,17,2669,2669,0,5.2,23,1,0,0,0,0x00,,None,No hardware error
2026-08-29T14:23:14.031413,0,18,1763,1763,0,5.2,24,1,0,1,0,0x00,,None,No hardware error
2026-08-29T14:23:14.175430,0,19,2491,2491,0,5.2,23,1,0,1,0,0x00,,None,No hardware error
2026-08-29T18:26:23.519191,0,16,2888,2888,0,5.2,19,1,0,1,0,0x00,,None,No hardware error
2026-08-29T18:26:23.663293,0,17,3613,3613,0,5.2,19,1,0,1,0,0x00,,None,No hardware error
2026-08-29T18:26:23.807226,0,18,3874,3874,0,5.2,18,1,0,1,0,0x00,,None,No hardware error
2026-08-29T18:26:23.951275,0,19,103,103,0,5.2,20,1,0,1,0,0x00,,None,No hardware error
2026-08-29T18:35:10.103537,0,16,2196,2196,0,5.2,31,1,0,1,0,0x00,,None,No hardware error
2026-08-29T18:35:10.247619,0,17,469,469,0,5.2,27,1,0,1,0,0x00,,None,No hardware error
2026-08-29T18:35:10.391564,0,18,408,408,0,5.2,23,1,0,0,0,0x00,,None,No hardware error
2026-08-29T18:35:10.535561,0,19,3283,3283,0,5.300000000000001,23,1,0,1,0,0x00,,None,No hardware error
2026-08-29T19:22:00.570940,0,16,1607,1607,0,5.2,28,1,0,0,0,0x00,,None,No hardware error
2026-08-29T19:22:00.715037,0,17,1076,1076,0,5.2,24,1,0,1,0,0x00,,None,No hardware error
2026-08-29T19:22:00.858952,0,18,1082,1081,0,5.2,25,1,0,1,0,0x00,,None,No hardware error
2026-08-29T19:22:01.002946,0,19,7555,7555,0,5.2,24,1,0,0,0,0x00,,None,No hardware error
2026-08-30T11:27:54.379830,0,16,1193,1193,0,5.2,23,1,0,0,0,0x00,,None,No hardware error
2026-08-30T11:27:54.523975,0,17,1478,1478,0,5.2,21,1,-2,0,0,0x00,,None,No hardware error
2026-08-30T11:27:54.667911,0,18,2418,2418,0,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-30T11:27:54.811915,0,19,2199,2199,0,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-30T12:56:59.304977,0,16,4881,4882,-3,5.2,24,1,0,1,0,0x00,,None,No hardware error
2026-08-30T12:56:59.449050,0,17,6108,6108,0,5.2,24,1,0,1,0,0x00,,None,No hardware error
2026-08-30T12:56:59.593110,0,18,10507,10506,4,5.2,22,1,4,1,0,0x00,,None,No hardware error
2026-08-30T12:56:59.737176,0,19,-6126,-6126,0,5.2,24,1,0,1,0,0x00,,None,No hardware error
2026-08-30T13:03:57.808709,0,16,1614,1614,-1,5.2,24,1,0,0,0,0x00,,None,No hardware error
2026-08-30T13:03:57.952810,0,17,1094,1094,0,5.2,27,1,0,1,0,0x00,,None,No hardware error
2026-08-30T13:03:58.096738,0,18,1557,1558,1,5.2,29,1,0,1,0,0x00,,None,No hardware error
2026-08-30T13:03:58.240726,0,19,3169,3169,0,5.2,30,1,0,1,0,0x00,,None,No hardware error
2026-08-30T13:06:01.808642,0,16,1875,1875,0,5.2,24,1,0,1,0,0x00,,None,No hardware error
2026-08-30T13:06:01.952761,0,17,4091,4091,2,5.2,26,1,0,1,0,0x00,,None,No hardware error
2026-08-30T13:06:02.096684,0,18,1110,1110,11,5.2,31,1,4,1,0,0x00,,None,No hardware error
2026-08-30T13:06:02.240736,0,19,3995,3995,0,5.2,31,1,0,0,0,0x00,,None,No hardware error
2026-08-30T14:42:42.357965,0,16,1797,1797,0,5.2,24,1,0,0,0,0x00,,None,No hardware error
2026-08-30T14:42:42.502095,0,17,4673,4673,0,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-30T14:42:42.646055,0,18,570,570,0,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-30T14:42:42.790007,0,19,4251,4250,5,5.2,23,1,0,0,0,0x00,,None,No hardware error
2026-08-30T14:47:27.328243,0,16,1797,1797,0,5.2,24,1,0,0,0,0x00,,None,No hardware error
2026-08-30T14:47:27.472347,0,17,4673,4673,0,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-30T14:47:27.616253,0,18,570,570,0,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-30T14:47:27.760426,0,19,4251,4250,0,5.2,22,1,0,0,0,0x00,,None,No hardware error
2026-08-30T15:27:58.935078,0,16,4771,4771,0,5.2,24,1,0,0,0,0x00,,None,No hardware error
2026-08-30T15:27:59.079234,0,17,-1929,-1929,0,5.2,25,1,0,1,0,0x00,,None,No hardware error
2026-08-30T15:27:59.223087,0,18,-341,-341,0,5.2,26,1,0,0,0,0x00,,None,No hardware error
2026-08-30T15:27:59.367113,0,19,651,651,0,5.2,26,1,0,0,0,0x00,,None,No hardware error
2026-08-30T15:47:30.079563,0,16,4101,4102,-4,5.2,27,1,0,0,0,0x00,,None,No hardware error
2026-08-30T15:47:30.223710,0,17,-1345,-1345,0,5.2,25,1,0,1,0,0x00,,None,No hardware error
2026-08-30T15:47:30.367694,0,18,-345,-346,17,5.2,29,1,12,0,0,0x00,,None,No hardware error
2026-08-30T15:47:30.511649,0,19,676,676,11,5.2,26,1,1,0,0,0x00,,None,No hardware error
2026-08-30T15:56:50.681838,0,16,3496,3496,0,5.2,26,1,0,0,0,0x00,,None,No hardware error
2026-08-30T15:56:50.825921,0,17,3370,3370,0,5.2,25,1,0,1,0,0x00,,None,No hardware error
2026-08-30T15:56:50.969881,0,18,3671,3671,0,5.2,31,1,0,1,0,0x00,,None,No hardware error
2026-08-30T15:56:51.113836,0,19,271,271,0,5.2,27,1,0,1,0,0x00,,None,No hardware error
2026-08-31T12:26:13.945675,0,16,499,499,0,5.2,23,1,0,1,0,0x00,,None,No hardware error
2026-08-31T12:26:14.089792,0,17,6278,6278,0,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-31T12:26:14.233771,0,18,-2883,-2883,0,5.2,22,1,0,0,0,0x00,,None,No hardware error
2026-08-31T12:26:14.377751,0,19,15269,15269,0,5.2,22,1,0,0,0,0x00,,None,No hardware error
2026-08-31T13:41:14.958095,0,16,553,553,0,5.2,23,1,0,1,0,0x00,,None,No hardware error
2026-08-31T13:41:15.102191,0,17,2149,2149,0,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-31T13:41:15.246110,0,18,1230,1230,0,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-31T13:41:15.390104,0,19,3004,3004,0,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-31T14:19:09.160668,0,16,15839,15839,0,5.2,24,1,0,1,0,0x00,,None,No hardware error
2026-08-31T14:19:09.304805,0,17,-8775,-8775,0,5.2,29,1,0,0,0,0x00,,None,No hardware error
2026-08-31T14:19:09.448705,0,18,-1644,-1644,0,5.2,31,1,0,1,0,0x00,,None,No hardware error
2026-08-31T14:19:09.592697,0,19,14103,14103,0,5.2,23,1,0,1,0,0x00,,None,No hardware error
