step,action_count,motor_16_target,motor_17_target,motor_18_target,motor_19_target,motor_16_position,motor_17_position,motor_18_position,motor_19_position,motor_16_error,motor_17_error,motor_18_error,motor_19_error,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp,motor_16_action,motor_17_action,motor_18_action,motor_19_action
1,801,3148,3938,4232,-570,3105,3927,4231,-567,43,11,1,-3,29.0,17.0,15.0,-12.0,5.2,5.2,5.2,5.2,30.0,31.0,37.0,32.0,-0.8348531126976013,-0.9734803438186646,0.03927185386419296,-0.07121779024600983
2,802,3002,4073,4123,-568,2995,4040,4123,-567,7,33,0,-1,14.0,26.0,16.0,0.0,5.2,5.2,5.2,5.2,30.0,31.0,37.0,32.0,-0.9777319431304932,0.9027607440948486,-0.7314302921295166,0.014951344579458237
3,803,2864,3944,4247,-460,2864,3945,4248,-459,0,-1,-1,-1,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,30.0,31.0,37.0,32.0,-0.9254308938980103,-0.8628961443901062,0.8308046460151672,0.7216585278511047
4,804,2835,3936,4219,-466,2835,3937,4220,-464,0,-1,-1,-2,0.0,0.0,0.0,-12.0,5.2,5.2,5.2,5.2,30.0,31.0,37.0,32.0,-0.987726628780365,-0.29631006717681885,-0.9410827159881592,-0.22036199271678925
5,805,2946,3801,4302,-612,2947,3802,4302,-611,-1,-1,0,-1,0.0,0.0,15.0,0.0,5.2,5.2,5.2,5.3,30.0,31.0,37.0,31.0,0.7455886006355286,-0.9040408134460449,0.5534073114395142,-0.9747423529624939
6,806,3014,3715,4300,-546,3014,3715,4301,-546,0,0,-1,0,0.0,0.0,0.0,1.0,5.2,5.2,5.2,5.3,30.0,31.0,37.0,31.0,0.4538339674472809,-0.5779185891151428,-0.014133506454527378,0.44021275639533997
7,807,3071,3755,4298,-554,3071,3755,4299,-551,0,0,-1,-3,3.0,0.0,0.0,-12.0,5.2,5.2,5.2,5.2,30.0,31.0,37.0,31.0,0.38452649116516113,0.27088743448257446,-0.086172915995121,-0.28951579332351685
8,808,3160,3718,4282,-575,3160,3716,4283,-573,0,2,-1,-2,13.0,15.0,0.0,-12.0,5.2,5.2,5.2,5.2,30.0,31.0,36.0,31.0,0.5985804796218872,-0.24940115213394165,-0.5531802177429199,-0.7043328881263733
9,809,3283,3631,4288,-463,3276,3631,4288,-462,7,0,0,-1,13.0,16.0,17.0,0.0,5.2,5.2,5.2,5.2,30.0,31.0,36.0,31.0,0.8218223452568054,-0.5837590098381042,0.04660021886229515,0.749056875705719
10,810,3187,3748,4199,-427,3185,3737,4199,-428,2,11,0,1,13.0,16.0,14.0,0.0,5.2,5.2,5.2,5.2,30.0,31.0,36.0,31.0,-0.6408536434173584,0.7848846316337585,-0.5954856872558594,0.24397805333137512
