step,action_count,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp
1,202,483.0,317.0,0.0,251.0,4.3,4.7,4.6,5.0,49.0,45.0,28.0,38.0
2,203,565.0,316.0,-1.0,334.0,4.5,4.8,4.7,4.7,49.0,45.0,28.0,38.0
3,204,546.0,292.0,0.0,141.0,4.3,4.8,4.7,4.6,50.0,45.0,28.0,38.0
4,205,471.0,331.0,0.0,376.0,4.1,4.7,4.6,4.7,50.0,45.0,28.0,38.0
5,206,462.0,282.0,0.0,155.0,4.4,4.6,4.7,5.0,50.0,45.0,28.0,38.0
6,207,426.0,519.0,8.0,29.0,4.7,4.5,4.5,4.7,51.0,45.0,28.0,38.0
7,208,396.0,548.0,0.0,91.0,4.6,4.5,4.4,4.9,51.0,46.0,28.0,38.0
8,209,380.0,566.0,0.0,237.0,4.7,4.5,4.6,4.5,51.0,46.0,28.0,38.0
9,210,367.0,505.0,0.0,116.0,4.8,4.5,4.4,4.8,51.0,47.0,28.0,38.0
10,211,369.0,444.0,0.0,101.0,4.5,4.7,4.7,4.5,51.0,47.0,28.0,38.0
11,212,389.0,387.0,0.0,26.0,5.0,4.7,4.8,4.8,51.0,47.0,28.0,38.0
12,213,334.0,394.0,0.0,20.0,4.9,4.7,4.9,5.1,51.0,47.0,28.0,38.0
13,214,187.0,187.0,0.0,16.0,5.1,5.0,4.9,4.9,51.0,47.0,28.0,38.0
14,215,83.0,89.0,0.0,15.0,5.1,5.1,5.2,5.0,51.0,47.0,28.0,37.0
15,216,27.0,220.0,0.0,13.0,5.2,4.8,4.9,5.2,51.0,47.0,28.0,37.0
16,217,47.0,113.0,0.0,54.0,5.2,5.1,5.1,5.2,51.0,46.0,28.0,37.0
17,218,17.0,25.0,0.0,20.0,5.2,5.2,5.2,5.2,51.0,46.0,28.0,37.0
18,219,19.0,48.0,0.0,37.0,5.2,5.2,5.2,5.2,51.0,46.0,28.0,37.0
19,220,15.0,33.0,0.0,11.0,5.2,5.2,5.1,5.2,50.0,46.0,28.0,37.0
20,221,19.0,14.0,0.0,11.0,5.2,5.2,5.2,5.2,50.0,45.0,28.0,37.0
21,222,14.0,59.0,0.0,10.0,5.2,5.1,5.2,5.2,50.0,45.0,28.0,37.0
22,223,21.0,14.0,0.0,11.0,5.2,5.2,5.2,5.2,50.0,45.0,28.0,37.0
23,224,68.0,43.0,0.0,37.0,5.2,5.2,5.2,5.1,50.0,45.0,28.0,37.0
24,225,42.0,55.0,0.0,55.0,5.2,5.2,5.2,5.2,50.0,45.0,28.0,37.0
25,226,65.0,172.0,0.0,12.0,5.2,5.0,4.9,5.2,49.0,45.0,28.0,37.0
26,227,110.0,328.0,0.0,13.0,5.1,4.9,4.7,5.0,50.0,45.0,28.0,37.0
27,228,237.0,416.0,0.0,53.0,5.0,4.6,4.9,5.1,49.0,45.0,28.0,37.0
28,229,313.0,188.0,0.0,114.0,4.6,5.0,5.0,4.7,49.0,45.0,28.0,37.0
29,230,157.0,196.0,0.0,180.0,5.1,4.9,5.0,5.1,49.0,45.0,28.0,37.0
30,231,207.0,151.0,0.0,204.0,4.8,5.0,4.9,4.8,49.0,45.0,28.0,37.0
31,232,201.0,221.0,0.0,267.0,4.4,4.9,4.7,4.7,50.0,45.0,28.0,37.0
32,233,88.0,354.0,15.0,169.0,5.1,4.9,4.8,5.0,50.0,45.0,28.0,37.0
33,234,107.0,409.0,0.0,94.0,5.1,4.7,4.9,5.2,49.0,45.0,28.0,37.0
34,235,53.0,161.0,0.0,28.0,5.2,5.0,5.0,5.2,49.0,45.0,28.0,37.0
35,236,81.0,380.0,-1.0,187.0,4.9,4.6,4.6,5.1,49.0,45.0,28.0,37.0
36,237,42.0,160.0,0.0,22.0,5.2,5.0,5.1,5.2,49.0,45.0,28.0,37.0
37,238,117.0,156.0,-13.0,128.0,5.0,5.0,4.9,5.0,49.0,45.0,28.0,37.0
38,239,204.0,207.0,0.0,16.0,4.7,4.8,5.0,5.2,49.0,45.0,28.0,37.0
39,240,86.0,128.0,0.0,60.0,5.1,5.0,5.0,5.2,49.0,45.0,28.0,37.0
40,241,80.0,75.0,0.0,14.0,5.1,5.1,5.2,5.1,49.0,45.0,28.0,37.0
41,242,27.0,251.0,2.0,16.0,5.1,4.9,4.7,5.2,49.0,45.0,28.0,37.0
42,243,117.0,467.0,16.0,13.0,5.1,4.6,4.5,5.1,49.0,45.0,28.0,37.0
43,244,119.0,350.0,15.0,80.0,5.0,4.8,4.8,5.1,49.0,45.0,28.0,37.0
44,245,64.0,382.0,4.0,67.0,5.1,4.7,4.8,5.2,49.0,45.0,28.0,37.0
45,246,30.0,265.0,0.0,132.0,5.1,5.0,5.0,5.2,49.0,45.0,28.0,37.0
46,247,18.0,147.0,0.0,18.0,5.2,5.1,5.1,5.2,49.0,45.0,28.0,36.0
47,248,17.0,109.0,14.0,35.0,5.2,5.2,5.1,5.2,49.0,45.0,27.0,36.0
48,249,89.0,40.0,0.0,66.0,5.2,5.2,5.2,5.2,49.0,45.0,27.0,36.0
49,250,69.0,101.0,0.0,14.0,5.1,5.2,5.2,5.2,49.0,45.0,27.0,36.0
50,251,148.0,55.0,0.0,78.0,4.9,5.1,5.1,5.2,48.0,45.0,27.0,36.0
51,252,130.0,183.0,0.0,13.0,5.1,5.0,4.9,5.1,48.0,45.0,27.0,36.0
52,253,170.0,304.0,16.0,16.0,4.8,4.9,5.0,5.2,48.0,45.0,27.0,36.0
53,254,234.0,109.0,0.0,72.0,5.0,5.1,5.1,4.9,48.0,45.0,27.0,36.0
54,255,205.0,88.0,0.0,33.0,5.1,5.2,5.1,4.9,48.0,45.0,27.0,36.0
55,256,140.0,44.0,0.0,15.0,5.2,5.2,5.2,5.1,48.0,45.0,27.0,36.0
56,257,113.0,209.0,0.0,13.0,5.1,4.9,5.0,5.2,48.0,44.0,27.0,36.0
57,258,90.0,256.0,0.0,78.0,5.1,4.8,5.0,5.1,48.0,44.0,27.0,36.0
58,259,160.0,119.0,0.0,143.0,4.9,5.1,5.1,5.0,48.0,44.0,27.0,36.0
59,260,78.0,41.0,0.0,34.0,5.2,5.2,5.2,5.2,48.0,44.0,27.0,36.0
60,261,94.0,31.0,0.0,14.0,5.1,5.1,5.1,5.2,48.0,44.0,27.0,36.0
61,262,134.0,35.0,0.0,14.0,5.2,5.2,5.1,5.2,48.0,44.0,27.0,36.0
