timestamp,action_count,motor_id,target_position,present_position,present_current_mA,present_voltage_V,temperature_C,torque_enabled,present_pwm,present_velocity,hardware_error_status,hardware_error_hex,packet_error,packet_error_hex,hardware_error_decoded
2026-08-26T12:45:00.859733,0,16,3304,3304,0,5.2,23,1,0,1,0,0x00,,None,No hardware error
2026-08-26T12:45:01.003767,0,17,3637,3637,0,5.2,22,1,0,0,0,0x00,,None,No hardware error
2026-08-26T12:45:01.147736,0,18,3707,3707,0,5.2,22,1,0,0,0,0x00,,None,No hardware error
2026-08-26T12:45:01.291811,0,19,1193,1193,0,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-26T12:46:13.937254,0,16,3303,3303,0,5.2,24,1,0,0,0,0x00,,None,No hardware error
2026-08-26T12:46:14.081348,0,17,3636,3636,0,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-26T12:46:14.225290,0,18,3707,3707,0,5.2,22,1,0,0,0,0x00,,None,No hardware error
2026-08-26T12:46:14.369352,0,19,1193,1193,0,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-26T12:47:35.290302,0,16,3303,3303,0,5.2,24,1,0,0,0,0x00,,None,No hardware error
2026-08-26T12:47:35.434406,0,17,3636,3636,0,5.2,22,1,0,0,0,0x00,,None,No hardware error
2026-08-26T12:47:35.578393,0,18,3707,3707,0,5.2,22,1,0,0,0,0x00,,None,No hardware error
2026-08-26T12:47:35.722427,0,19,1193,1193,0,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-26T12:48:47.520006,0,16,3408,3408,0,5.2,23,1,0,0,0,0x00,,None,No hardware error
2026-08-26T12:48:47.664104,0,17,3535,3535,0,5.2,22,1,0,0,0,0x00,,None,No hardware error
2026-08-26T12:48:47.808098,0,18,3702,3702,0,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-26T12:48:47.952097,0,19,1166,1166,0,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-26T12:50:41.571359,0,16,3492,3493,1,5.2,24,1,0,1,0,0x00,,None,No hardware error
2026-08-26T12:50:41.715404,0,17,2188,2188,0,5.2,22,1,-2,1,0,0x00,,None,No hardware error
2026-08-26T12:50:41.859337,0,18,4035,4035,13,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-26T12:50:42.003418,0,19,1092,1092,-2,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-26T13:00:56.845095,0,16,3582,3582,0,5.2,23,1,0,0,0,0x00,,None,No hardware error
2026-08-26T13:00:56.989178,0,17,2258,2258,0,5.2,22,1,0,0,0,0x00,,None,No hardware error
2026-08-26T13:00:57.133114,0,18,3986,3986,0,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-26T13:00:57.277310,0,19,1093,1093,0,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-26T13:01:21.172011,0,16,3719,3719,0,5.2,24,1,0,1,0,0x00,,None,No hardware error
2026-08-26T13:01:21.316097,0,17,2169,2169,0,5.2,22,1,0,0,0,0x00,,None,No hardware error
2026-08-26T13:01:21.460048,0,18,4061,4061,0,5.2,22,1,0,0,0,0x00,,None,No hardware error
2026-08-26T13:01:21.603999,0,19,1091,1091,0,5.2,22,1,0,0,0,0x00,,None,No hardware error
2026-08-26T13:06:35.649964,0,16,3717,3717,0,5.2,24,1,0,0,0,0x00,,None,No hardware error
2026-08-26T13:06:35.794095,0,17,2161,2161,0,5.2,22,1,0,0,0,0x00,,None,No hardware error
2026-08-26T13:06:35.938000,0,18,4060,4060,0,5.2,22,1,0,0,0,0x00,,None,No hardware error
2026-08-26T13:06:36.081996,0,19,1083,1083,0,5.2,22,1,0,0,0,0x00,,None,No hardware error
2026-08-26T13:10:52.662987,0,16,3861,3861,0,5.2,24,1,0,1,0,0x00,,None,No hardware error
2026-08-26T13:10:52.807091,0,17,2108,2108,0,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-26T13:10:52.951018,0,18,90,91,4,5.2,22,1,0,0,0,0x00,,None,No hardware error
2026-08-26T13:10:53.095006,0,19,1009,1009,0,5.2,22,1,0,0,0,0x00,,None,No hardware error
2026-08-26T13:11:13.782942,0,16,3806,3806,0,5.2,24,1,0,0,0,0x00,,None,No hardware error
2026-08-26T13:11:13.927087,0,17,2084,2084,0,5.2,22,1,0,0,0,0x00,,None,No hardware error
2026-08-26T13:11:14.071012,0,18,100,100,17,5.2,22,1,4,1,0,0x00,,None,No hardware error
2026-08-26T13:11:14.215021,0,19,1072,1072,0,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-26T13:12:26.672163,0,16,5177,5177,0,5.2,24,1,0,0,0,0x00,,None,No hardware error
2026-08-26T13:12:26.816270,0,17,1745,1745,0,5.2,22,1,0,0,0,0x00,,None,No hardware error
2026-08-26T13:12:26.960194,0,18,3890,3890,0,5.2,22,1,0,0,0,0x00,,None,No hardware error
2026-08-26T13:12:27.104212,0,19,-2038,-2038,0,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-26T13:22:18.043374,0,16,1043,1043,0,5.2,23,1,0,1,0,0x00,,None,No hardware error
2026-08-26T13:22:18.187470,0,17,1566,1566,0,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-26T13:22:18.331388,0,18,2454,2454,0,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-26T13:22:18.475505,0,19,3527,3526,0,5.300000000000001,22,1,0,0,0,0x00,,None,No hardware error
2026-08-26T13:28:58.633823,0,16,1187,1187,0,5.2,24,1,0,1,0,0x00,,None,No hardware error
2026-08-26T13:28:58.777986,0,17,921,921,0,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-26T13:28:58.921911,0,18,1678,1678,0,5.2,23,1,0,1,0,0x00,,None,No hardware error
2026-08-26T13:28:59.065881,0,19,327,327,2,5.300000000000001,22,1,0,0,0,0x00,,None,No hardware error
2026-08-26T15:06:05.233866,0,16,5366,5366,0,5.2,24,1,0,0,0,0x00,,None,No hardware error
2026-08-26T15:06:05.378130,0,17,-2850,-2850,0,5.2,24,1,0,1,0,0x00,,None,No hardware error
2026-08-26T15:06:05.521971,0,18,6088,6088,0,5.2,22,1,0,0,0,0x00,,None,No hardware error
2026-08-26T15:06:05.666042,0,19,4033,4033,0,5.2,23,1,0,1,0,0x00,,None,No hardware error
2026-08-26T20:13:34.007080,0,16,15366,15366,0,5.2,24,1,0,1,0,0x00,,None,No hardware error
2026-08-26T20:13:34.151241,0,17,5164,5163,13,5.2,24,1,4,0,0,0x00,,None,No hardware error
2026-08-26T20:13:34.295145,0,18,16085,16084,9,5.2,23,1,4,1,0,0x00,,None,No hardware error
2026-08-26T20:13:34.439182,0,19,-1568,-1568,11,5.2,24,1,1,0,0,0x00,,None,No hardware error
2026-08-26T20:33:35.158271,0,16,31236,31236,0,5.2,23,1,0,1,0,0x00,,None,No hardware error
2026-08-26T20:33:35.302466,0,17,3522,3517,14,5.2,26,1,15,1,0,0x00,,None,No hardware error
2026-08-26T20:33:35.446385,0,18,23241,23241,16,5.2,24,1,4,0,0,0x00,,None,No hardware error
2026-08-26T20:33:35.590412,0,19,-1931,-1932,12,5.2,25,1,6,0,0,0x00,,None,No hardware error
2026-08-27T10:24:30.723686,0,16,41207,41207,0,5.2,23,1,0,0,0,0x00,,None,No hardware error
2026-08-27T10:24:30.867731,0,17,-6405,-6405,0,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-27T10:24:31.011653,0,18,13241,13241,0,5.2,22,1,0,0,0,0x00,,None,No hardware error
2026-08-27T10:24:31.155662,0,19,8038,8038,0,5.2,22,1,0,1,0,0x00,,None,No hardware error
2026-08-27T10:31:04.840548,0,16,2441,2441,0,5.2,20,1,0,1,0,0x00,,None,No hardware error
2026-08-27T10:31:04.984703,0,17,210,210,0,5.2,19,1,0,1,0,0x00,,None,No hardware error
2026-08-27T10:31:05.128632,0,18,2773,2773,0,5.2,19,1,0,0,0,0x00,,None,No hardware error
2026-08-27T10:31:05.272710,0,19,3407,3407,0,5.2,20,1,0,1,0,0x00,,None,No hardware error
2026-08-27T10:48:16.836237,0,16,3526,3516,16,5.2,32,1,26,0,0,0x00,,None,No hardware error
2026-08-27T10:48:16.980350,0,17,-1418,-1421,15,5.2,35,1,10,0,0,0x00,,None,No hardware error
2026-08-27T10:48:17.124244,0,18,759,759,0,5.2,24,1,0,1,0,0x00,,None,No hardware error
2026-08-27T10:48:17.268264,0,19,5673,5673,0,5.2,24,1,0,1,0,0x00,,None,No hardware error
2026-08-27T11:02:12.398018,0,16,-5099,-5099,-3,5.2,35,1,0,0,0,0x00,,None,No hardware error
