step,action_count,cube_x,cube_y,dist_to_goal_x,dist_to_goal_y,dist_to_goal,vx_actual,vy_actual,v_error,velocity_reward,obs_cube_x_norm,obs_cube_y_norm,obs_cube_yaw_norm,obs_goal_x_norm,obs_goal_y_norm,obs_motor_16_pos_delta_norm,obs_motor_17_pos_delta_norm,obs_motor_18_pos_delta_norm,obs_motor_19_pos_delta_norm,obs_motor_16_current_norm,obs_motor_17_current_norm,obs_motor_18_current_norm,obs_motor_19_current_norm,obs_horizontal_tension_norm,obs_vertical_tension_norm,obs_total_tension_norm,obs_motor_16_target_error_norm,obs_motor_17_target_error_norm,obs_motor_18_target_error_norm,obs_motor_19_target_error_norm,action_m16,action_m17,action_m18,action_m19,total_safety_penalty
1,804,-0.2722808934485968,-0.46588126892348586,-0.1532808934485968,0.062118731076514166,0.16538974891738717,0.0,0.0,0.0,0.0,0.5273860692977905,0.41266757249832153,-1.0,0.8860465288162231,0.3084745705127716,0.0,0.0,0.0,0.0,0.0012390700867399573,0.001781520084477961,8.565000462112948e-05,8.565000462112948e-05,0.2644999921321869,0.014999999664723873,0.27950000762939453,0.052000001072883606,0.06525000184774399,0.0002500000118743628,0.0005000000237487257,-0.5948331356048584,0.938951849937439,0.5300651788711548,0.012791880406439304,-0.05146959
2,805,-0.26667192564624254,-0.4669677587969215,-0.14767192564624254,0.06103224120307854,0.15978714619874823,0.0,0.0,0.0,0.0,0.5295793414115906,0.41376057267189026,-1.0,0.8860465288162231,0.3084745705127716,0.0,-0.0001250000059371814,0.009750000201165676,0.0,0.0005196100100874901,0.002649439964443445,9.707000572234392e-05,8.565000462112948e-05,0.2775000035762787,0.01600000075995922,0.29350000619888306,0.029750000685453415,0.08449999988079071,0.0005000000237487257,0.000750000006519258,0.16818934679031372,0.008931071497499943,0.937947690486908,-0.5441356301307678,-0.05089311
3,806,-0.2695256464038419,-0.4657650949440624,-0.15052564640384192,0.06223490505593765,0.16288386547665187,0.0017220294029718017,7.260873713967747e-05,0.006722421537149129,0.10944468306073153,0.5426234006881714,0.4119190573692322,-1.0,0.8860465288162231,0.3084745705127716,0.0,-0.0001250000059371814,0.027124999091029167,-0.009624999947845936,0.0007080400246195495,0.0017872300231829286,9.707000572234392e-05,0.0,0.21850000321865082,0.008500000461935997,0.22699999809265137,0.035999998450279236,0.06575000286102295,0.000750000006519258,-0.0002500000118743628,-0.8341182470321655,-0.06693404912948608,-0.9434167146682739,0.33698567748069763,0.0
4,807,-0.26805356643152956,-0.46455737210948445,-0.14905356643152956,0.06344262789051558,0.1619936193175917,-0.0008635254908043871,0.001506491679648149,0.0044022651608091705,0.1550027254843766,0.5359868407249451,0.41395747661590576,-1.0,0.8860465288162231,0.3084745705127716,-0.005499999970197678,0.0037499999161809683,0.009999999776482582,-0.0035000001080334187,0.00026266000350005925,0.0013704000739380717,0.0,7.994000043254346e-05,0.14300000667572021,0.007000000216066837,0.15000000596046448,0.01575000025331974,0.05550000071525574,-0.0002500000118743628,0.0,-0.22167997062206268,-0.7405773401260376,-0.22547098994255066,-0.8641221523284912,-0.1787512
5,808,-0.27306313129190873,-0.46192623932888355,-0.15406313129190874,0.06607376067111648,0.16763409639059676,-0.0022109280550417637,0.0023992847594867667,0.0036790609768334354,0.17276345178596658,0.5394102931022644,0.4160044491291046,-1.0,0.8860465288162231,0.3084745705127716,-0.007499999832361937,0.004000000189989805,0.013500000350177288,0.0001250000059371814,0.00016558999777771533,0.0004682200087700039,9.13600015337579e-05,8.565000462112948e-05,0.05550000071525574,0.01549999974668026,0.07100000232458115,0.011500000022351742,0.027249999344348907,0.0002500000118743628,0.0002500000118743628,-0.7512782216072083,-0.8279725909233093,0.22987636923789978,0.49118974804878235,0.0
6,809,-0.2740526213258691,-0.4663209140945149,-0.1550526213258691,0.0616790859054851,0.16687008425167038,-0.003749409308962219,-0.0011022137406440508,0.001666988964143106,0.23362893994573283,0.5277601480484009,0.42046400904655457,-1.0,0.8860465288162231,0.3084745705127716,-0.016374999657273293,0.0012499999720603228,0.017249999567866325,0.005125000141561031,7.994000043254346e-05,7.994000043254346e-05,0.00011991000064881518,0.0001256200048374012,0.014000000432133675,0.0215000007301569,0.03550000116229057,0.0012499999720603228,0.0017500000540167093,0.0012499999720603228,0.008500000461935997,0.7583484649658203,-0.6853430271148682,-0.6574885845184326,0.13472656905651093,0.0
7,810,-0.27370198458767064,-0.4680269461658834,-0.15470198458767065,0.05997305383411661,0.1659200747997473,-0.0003992833098511936,-0.0038129417731249185,0.0059753760574757795,0.12242224160563259,0.5254589915275574,0.4130153954029083,-1.0,0.8860465288162231,0.3084745705127716,-0.004124999977648258,-0.011125000193715096,0.005750000011175871,0.011625000275671482,9.13600015337579e-05,7.423000351991504e-05,0.0,7.423000351991504e-05,0.014499999582767487,0.006500000134110451,0.020999999716877937,0.004999999888241291,0.0010000000474974513,-0.0002500000118743628,0.0005000000237487257,0.6009447574615479,-0.7862923741340637,0.47455868124961853,0.7742851376533508,0.0
8,811,-0.2723296624265658,-0.472035118642533,-0.15332966242656582,0.05596488135746702,0.16322393612825292,0.0010768493120645595,-0.0035713778425112974,0.007048605341166447,0.10421871018127865,0.5262744426727295,0.4101238250732422,-1.0,0.8860465288162231,0.3084745705127716,0.008750000037252903,-0.026000000536441803,0.012749999761581421,0.017000000923871994,7.994000043254346e-05,7.423000351991504e-05,0.00027407999732531607,0.00028550002025440335,0.013500000350177288,0.04899999871850014,0.0625,0.0017500000540167093,0.001500000013038516,0.0035000001080334187,0.01875000074505806,0.869865894317627,-0.06468761712312698,-0.886127233505249,-0.5187324285507202,0.0
9,812,-0.27565849955039945,-0.4745935943279419,-0.15665849955039945,0.05340640567205812,0.16551172057649255,-0.0012228218517055037,-0.004104155101286554,0.005577738238692264,0.1299463585615647,0.529465913772583,0.4033302962779999,-1.0,0.8860465288162231,0.3084745705127716,0.016374999657273293,-0.02850000001490116,-0.0018749999580904841,0.016750000417232513,0.00029121001716703176,9.13600015337579e-05,0.0,0.0,0.03350000083446503,0.0,0.03350000083446503,0.01899999938905239,0.0042500002309679985,-0.0002500000118743628,0.0,0.7089471220970154,-0.5399811267852783,-0.37142693996429443,0.8179550170898438,-0.06857123
10,813,-0.2741846029915788,-0.4779795687147231,-0.15518460299157882,0.050020431285276945,0.16304693971865603,-0.00115933785313313,-0.0037152812951187983,0.005343594373475185,0.13459137260821494,0.5217244029045105,0.39899390935897827,-1.0,0.8860465288162231,0.3084745705127716,0.028875000774860382,-0.03974999859929085,0.0013749999925494194,0.027000000700354576,0.00032546999864280224,0.00010848999954760075,9.707000572234392e-05,0.0001541700039524585,0.03799999877810478,0.02199999988079071,0.05999999865889549,0.020500000566244125,0.006750000175088644,0.000750000006519258,0.009999999776482582,0.9089394807815552,-0.4806497395038605,0.11406338959932327,0.0073172179982066154,0.0
