step,action_count,motor_16_target,motor_17_target,motor_18_target,motor_19_target,motor_16_position,motor_17_position,motor_18_position,motor_19_position,motor_16_error,motor_17_error,motor_18_error,motor_19_error,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp,motor_16_action,motor_17_action,motor_18_action,motor_19_action
1,2630,-122,5017,27892,4124,-129,5014,27892,4089,7,3,0,35,15.0,12.0,0.0,26.0,5.2,5.2,5.2,5.2,24.0,32.0,24.0,34.0,0.18657571077346802,-0.1271311491727829,-0.9887394309043884,0.25066474080085754
2,2631,-121,4956,27972,4004,-123,4956,27973,4005,2,0,-1,-1,13.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,24.0,32.0,24.0,34.0,0.012075493112206459,-0.4077017307281494,0.5371938347816467,-0.8017383813858032
3,2632,-137,4954,28032,4014,-136,4954,28033,4014,-1,0,-1,0,0.0,0.0,0.0,14.0,5.2,5.2,5.2,5.2,24.0,32.0,24.0,33.0,-0.557632327079773,-0.07792755216360092,0.4058329164981842,0.06792818754911423
4,2633,-192,5084,27964,4147,-194,5033,27964,4096,2,51,0,51,13.0,32.0,0.0,33.0,5.2,5.2,5.2,5.2,24.0,32.0,24.0,33.0,-0.3685763478279114,0.8669767379760742,-0.4578975439071655,0.893291711807251
5,2634,-195,5208,27852,4205,-195,5074,27852,4110,0,134,0,95,12.0,117.0,0.0,71.0,5.2,5.2,4.9,5.1,24.0,32.0,24.0,33.0,-0.020701847970485687,0.8308486938476562,-0.7470384240150452,0.391468346118927
6,2635,-170,5126,27820,4325,-195,5071,27820,4148,25,55,0,177,19.0,34.0,0.0,178.0,5.1,5.2,5.2,5.2,24.0,32.0,24.0,33.0,0.17164771258831024,-0.5508224964141846,-0.21584464609622955,0.8028723001480103
7,2636,-299,5214,27679,4195,-302,5074,27679,4150,3,140,0,45,14.0,125.0,0.0,30.0,5.2,5.2,4.9,5.2,24.0,32.0,24.0,33.0,-0.8616498708724976,0.5891926884651184,-0.9461003541946411,-0.8682262897491455
8,2637,-446,5071,27545,4325,-449,5049,27545,4209,3,22,0,116,14.0,17.0,0.0,93.0,5.0,5.2,5.2,5.2,24.0,32.0,24.0,33.0,-0.9836809635162354,-0.9566805362701416,-0.8970850110054016,0.8689957857131958
9,2638,-527,5169,27505,4451,-530,5051,27505,4248,3,118,0,203,13.0,94.0,-10.0,218.0,5.1,5.1,5.1,4.8,24.0,32.0,24.0,33.0,-0.5461816787719727,0.6555439829826355,-0.27172040939331055,0.8442526459693909
