step,action_count,cube_x,cube_y,dist_to_goal_x,dist_to_goal_y,dist_to_goal,distance_reward,obs_cube_x_norm,obs_cube_y_norm,obs_cube_yaw_norm,obs_goal_x_norm,obs_goal_y_norm,obs_motor_16_pos_delta_norm,obs_motor_17_pos_delta_norm,obs_motor_18_pos_delta_norm,obs_motor_19_pos_delta_norm,obs_motor_16_current_norm,obs_motor_17_current_norm,obs_motor_18_current_norm,obs_motor_19_current_norm,obs_horizontal_tension_norm,obs_vertical_tension_norm,obs_total_tension_norm,obs_motor_16_target_error_norm,obs_motor_17_target_error_norm,obs_motor_18_target_error_norm,obs_motor_19_target_error_norm,action_m16,action_m17,action_m18,action_m19,total_safety_penalty
12,12,-0.2648793063778737,-0.31572538337581163,-0.14587930637787372,0.2122746166241884,0.2575680199330571,0.4617627445237191,0.5785495042800903,0.6503912210464478,-1.0,0.8860465288162231,0.3084745705127716,0.0031250000465661287,0.022874999791383743,0.003000000026077032,0.0031250000465661287,0.0001598800008650869,0.0009364400175400078,9.707000572234392e-05,6.28100024187006e-05,0.09600000083446503,0.014000000432133675,0.10999999940395355,0.00925000011920929,0.04075000062584877,0.0002500000118743628,0.0002500000118743628,-0.558798611164093,-0.8477110266685486,-0.44895681738853455,0.663009524345398,0.0
13,13,-0.2674551193763397,-0.31467495873994483,-0.1484551193763397,0.2133250412600552,0.25989708674328676,0.45854756132172,0.5467923283576965,0.6682620644569397,-1.0,0.8860465288162231,0.3084745705127716,-0.0037499999161809683,0.023125000298023224,-0.005499999970197678,0.011374999769032001,9.707000572234392e-05,0.00013703999866265804,0.00010278000263497233,0.00011420000373618677,0.020500000566244125,0.01899999938905239,0.039500001817941666,0.0022499999031424522,0.008500000461935997,0.0005000000237487257,0.008500000461935997,-0.776328980922699,-0.8471120595932007,0.7335602045059204,-0.24131998419761658,0.0
14,14,-0.26496948089059297,-0.3151004795710779,-0.14596948089059297,0.21289952042892213,0.25813425799442863,0.4609790074609981,0.5408020615577698,0.6700424551963806,-1.0,0.8860465288162231,0.3084745705127716,-0.017124999314546585,0.010499999858438969,0.007499999832361937,0.010125000029802322,0.0,7.994000043254346e-05,0.00017130000924225897,6.851999933132902e-05,0.007000000216066837,0.020999999716877937,0.02800000086426735,0.0,0.0020000000949949026,0.0020000000949949026,0.0020000000949949026,-0.9458690285682678,0.6803447008132935,0.9347751140594482,-0.06464528292417526,-0.1375043
15,15,-0.2597976321190488,-0.3155583618101543,-0.14079763211904883,0.21244163818984574,0.25486353769638437,0.465524471594584,0.5465825796127319,0.6693212389945984,-1.0,0.8860465288162231,0.3084745705127716,-0.013500000350177288,0.012374999932944775,0.02250000089406967,0.005499999970197678,8.565000462112948e-05,0.0003997000167146325,0.0005938400281593204,0.00011991000064881518,0.042500000447034836,0.0625,0.10499999672174454,0.0002500000118743628,0.023749999701976776,0.007000000216066837,0.008999999612569809,0.4408879280090332,-0.24251696467399597,0.5010706782341003,-0.9177414178848267,0.0
16,16,-0.24098198363462442,-0.32855019616038544,-0.12198198363462442,0.19944980383961458,0.23379441520938546,0.49589887919729136,0.5586101412773132,0.668545126914978,-1.0,0.8860465288162231,0.3084745705127716,-0.005125000141561031,0.013875000178813934,0.03412500023841858,-0.00937500037252903,0.0,0.00017701000615488738,0.00019414001144468784,8.565000462112948e-05,0.01549999974668026,0.02449999935925007,0.03999999910593033,0.0,0.011749999597668648,0.0024999999441206455,0.0044999998062849045,-0.27887460589408875,0.48172643780708313,-0.6067725419998169,-0.7949953079223633,-0.057464957
17,17,-0.2547998177926578,-0.3187291423899886,-0.13579981779265782,0.2092708576100114,0.24947120546738202,0.47311650198877314,0.6023674607276917,0.6465250849723816,-1.0,0.8860465288162231,0.3084745705127716,-0.003874999936670065,0.023125000298023224,0.024000000208616257,-0.02199999988079071,0.00011420000373618677,0.00017701000615488738,0.0,1.7129999832832254e-05,0.025499999523162842,0.001500000013038516,0.027000000700354576,0.004999999888241291,0.011250000447034836,0.0,0.0,0.3218937814235687,0.19414794445037842,-0.3669709265232086,0.972636342048645,-0.06803652
18,18,-0.2579891408210881,-0.31387287632258387,-0.1389891408210881,0.21412712367741615,0.25528103407920405,0.46494177223405736,0.5702329874038696,0.6631709337234497,-1.0,0.8860465288162231,0.3084745705127716,-0.0024999999441206455,0.023250000551342964,0.027000000700354576,-0.011374999769032001,0.00022840000747237355,0.00029121001716703176,0.0001256200048374012,0.00021127000218257308,0.045499999076128006,0.029500000178813934,0.07500000298023224,0.01425000000745058,0.0182499997317791,0.001500000013038516,0.014999999664723873,-0.6551920175552368,0.7311347126960754,0.2274860143661499,-0.20174622535705566,0.0
19,19,-0.2599665884108294,-0.31136049317415315,-0.14096658841082943,0.21663950682584687,0.2584651910140596,0.4605215750430308,0.5628159642219543,0.6714019179344177,-1.0,0.8860465288162231,0.3084745705127716,-0.008124999701976776,0.028750000521540642,0.029374999925494194,-0.011625000275671482,9.13600015337579e-05,0.0007137500215321779,0.00041112001053988934,0.00011420000373618677,0.07050000131130219,0.04600000008940697,0.11649999767541885,0.0010000000474974513,0.03449999913573265,0.005249999929219484,0.00800000037997961,-0.8782092332839966,-0.06040595844388008,0.2426048070192337,-0.3056317865848541,0.0
20,20,-0.25496623369256416,-0.31186555349460054,-0.13596623369256416,0.21613444650539948,0.25534469971146134,0.464852978278336,0.5582172274589539,0.6756601929664612,-1.0,0.8860465288162231,0.3084745705127716,-0.023874999955296516,0.030625000596046448,0.03337499871850014,-0.017000000923871994,0.0,0.0005196100100874901,0.0005196100100874901,0.00010278000263497233,0.045499999076128006,0.054499998688697815,0.10000000149011612,-0.0002500000118743628,0.02850000001490116,0.0062500000931322575,0.007499999832361937,0.17986507713794708,0.037841834127902985,0.8990325927734375,-0.5156969428062439,-0.0024161912
21,21,-0.2535239864039877,-0.31290556126922675,-0.13452398640398772,0.21509443873077327,0.2536973009137595,0.4671560594428331,0.569845974445343,0.674804151058197,-1.0,0.8860465288162231,0.3084745705127716,-0.020375000312924385,0.030625000596046448,0.04937500134110451,-0.029124999418854713,9.13600015337579e-05,0.000559579988475889,0.0006623599911108613,0.00017701000615488738,0.05700000002980232,0.07349999994039536,0.13050000369548798,0.0002500000118743628,0.029750000685453415,0.00774999987334013,0.012500000186264515,0.47108665108680725,-0.17894700169563293,0.1722894012928009,-0.22921226918697357,0.0
22,22,-0.24773157927794598,-0.3192064213537462,-0.12873157927794598,0.2087935786462538,0.24528876449463288,0.4790902463942337,0.5732000470161438,0.6730414032936096,-1.0,0.8860465288162231,0.3084745705127716,-0.012125000357627869,0.030625000596046448,0.05225000157952309,-0.03137499839067459,9.13600015337579e-05,0.0003939900198020041,0.0007537199999205768,0.0001256200048374012,0.042500000447034836,0.07699999958276749,0.11949999630451202,0.0012499999720603228,0.023250000551342964,0.008249999955296516,0.008500000461935997,0.6805673241615295,-0.71187424659729,-0.23306258022785187,0.1658117175102234,0.0
23,23,-0.23590668188664557,-0.3276048352233751,-0.11690668188664557,0.20039516477662495,0.23200300501415064,0.4985711283310696,0.5866707563400269,0.6623619794845581,-1.0,0.8860465288162231,0.3084745705127716,-0.004875000100582838,0.026249999180436134,0.051500000059604645,-0.03112499974668026,0.00019985000835731626,0.00010278000263497233,0.00010848999954760075,0.00019414001144468784,0.026499999687075615,0.026499999687075615,0.05299999937415123,0.012249999679625034,0.005499999970197678,0.0012499999720603228,0.014000000432133675,0.2051067054271698,0.6626833081245422,-0.059533752501010895,-0.7878887057304382,0.0
24,24,-0.24442832319100877,-0.3169625564003233,-0.12542832319100877,0.21103744359967674,0.24549759033358126,0.47879020112194975,0.614170491695404,0.6481273770332336,-1.0,0.8860465288162231,0.3084745705127716,-0.0042500002309679985,0.02800000086426735,0.050999999046325684,-0.039124999195337296,0.0003140500048175454,0.00047964000259526074,9.707000572234392e-05,6.851999933132902e-05,0.06949999928474426,0.014499999582767487,0.08399999886751175,0.01850000023841858,0.026750000193715096,0.0002500000118743628,0.0005000000237487257,-0.9676880836486816,0.3241569399833679,0.4573866128921509,-0.3651604652404785,0.0
25,25,-0.23114254317222815,-0.32358724021155877,-0.11214254317222816,0.20441275978844126,0.2331534395059658,0.4968533740139111,0.5943527221679688,0.6661651730537415,-1.0,0.8860465288162231,0.3084745705127716,-0.01412499975413084,0.035875000059604645,0.058125000447034836,-0.04749999940395355,9.13600015337579e-05,0.0003825699968729168,0.00022269001055974513,7.423000351991504e-05,0.04149999842047691,0.026000000536441803,0.06750000268220901,0.0020000000949949026,0.023000000044703484,0.003000000026077032,0.0037499999161809683,-0.7136052846908569,-0.02471393719315529,-0.3168456256389618,-0.7525420188903809,0.0
26,26,-0.2330495077312409,-0.3176688341340718,-0.1140495077312409,0.2103311658659282,0.2392623864050908,0.48783055381474844,0.6252499222755432,0.6549369096755981,-1.0,0.8860465288162231,0.3084745705127716,-0.026875000447034836,0.04450000077486038,0.05375000089406967,-0.05974999815225601,9.13600015337579e-05,9.707000572234392e-05,0.0,6.28100024187006e-05,0.016499999910593033,0.005499999970197678,0.02199999988079071,0.000750000006519258,0.004999999888241291,0.0,0.0002500000118743628,-0.6288489699363708,0.02310566045343876,-0.09310171753168106,-0.6486908793449402,-0.03517221
27,27,-0.2382480601762213,-0.31492169929167635,-0.1192480601762213,0.21307830070832368,0.24417711213080254,0.4806906589792529,0.620815098285675,0.6649680733680725,-1.0,0.8860465288162231,0.3084745705127716,-0.03837500140070915,0.04675000160932541,0.057500001043081284,-0.07175000011920929,5.7100001868093386e-05,7.994000043254346e-05,8.565000462112948e-05,0.0,0.012000000104308128,0.007499999832361937,0.019500000402331352,0.0002500000118743628,0.0012499999720603228,0.0,0.0,0.7617329359054565,-0.20194314420223236,0.9133530855178833,-0.12802784144878387,-0.039363347
28,28,-0.23028210186922188,-0.322042761483524,-0.11128210186922188,0.20595723851647602,0.23409846281802976,0.4954467548245924,0.6087254285812378,0.6696242094039917,-1.0,0.8860465288162231,0.3084745705127716,-0.025499999523162842,0.042374998331069946,0.07337500154972076,-0.07175000011920929,0.00010278000263497233,8.565000462112948e-05,0.00017701000615488738,0.00010848999954760075,0.016499999910593033,0.02500000037252903,0.04149999842047691,0.003000000026077032,0.0024999999441206455,0.0024999999441206455,0.007499999832361937,0.4022074043750763,-0.8747049570083618,0.19518248736858368,-0.29119327664375305,0.0
29,29,-0.2514278305424575,-0.3081940473438206,-0.1324278305424575,0.21980595265617942,0.2566160305305817,0.4630834092319899,0.6272509098052979,0.6575546264648438,-1.0,0.8860465288162231,0.3084745705127716,-0.017500000074505806,0.027124999091029167,0.078125,-0.07337500154972076,9.707000572234392e-05,7.994000043254346e-05,9.707000572234392e-05,0.0,0.01549999974668026,0.008500000461935997,0.024000000208616257,0.0020000000949949026,0.0002500000118743628,0.0002500000118743628,0.0,-0.25052112340927124,-0.797701358795166,0.43050020933151245,0.05095914378762245,-0.017884905
30,30,-0.24405294870029082,-0.3152304721590943,-0.12505294870029082,0.21276952784090575,0.24679771464962866,0.47692637793926623,0.5780748128890991,0.6810270547866821,-1.0,0.8860465288162231,0.3084745705127716,-0.020999999716877937,0.012374999932944775,0.08612500131130219,-0.0703750029206276,-6.28100024187006e-05,5.7100000958598685e-06,9.13600015337579e-05,6.851999933132902e-05,0.006000000052154064,0.014000000432133675,0.019999999552965164,-0.0002500000118743628,0.0,0.0002500000118743628,0.001500000013038516,0.23887184262275696,0.5685547590255737,0.24983496963977814,0.5065781474113464,0.0
31,31,-0.23782911122524825,-0.31588101858265705,-0.11882911122524825,0.21211898141734298,0.24313539428086878,0.48219524089872945,0.5952256917953491,0.6691008806228638,-1.0,0.8860465288162231,0.3084745705127716,-0.016750000417232513,0.01837499998509884,0.08962500095367432,-0.06712500005960464,0.0,0.00014275001012720168,0.00019414001144468784,0.0002169799990952015,0.012500000186264515,0.035999998450279236,0.048500001430511475,0.0,0.00925000011920929,0.0024999999441206455,0.013749999925494194,0.16746456921100616,0.5865874886512756,0.8028279542922974,-0.8863029479980469,-0.0039042523
32,32,-0.22476745161579334,-0.32715635123384973,-0.10576745161579335,0.2008436487661503,0.2269910242080068,0.5061242570119765,0.6096997261047363,0.6679982542991638,-1.0,0.8860465288162231,0.3084745705127716,-0.013000000268220901,0.02474999986588955,0.10337500274181366,-0.07999999821186066,0.0,0.00028550002025440335,0.0003882800228893757,9.13600015337579e-05,0.02500000037252903,0.041999999433755875,0.06700000166893005,0.0,0.0182499997317791,0.004999999888241291,0.006500000134110451,0.18819449841976166,-0.4968813955783844,-0.874366819858551,-0.009278589859604836,-0.0014166606
33,33,-0.23607883093567034,-0.3156088667721184,-0.11707883093567034,0.2123911332278816,0.242523083699443,0.4830818146821405,0.64007568359375,0.6488875150680542,-1.0,0.8860465288162231,0.3084745705127716,-0.01075000036507845,0.02474999986588955,0.08950000256299973,-0.07762499898672104,9.707000572234392e-05,3.425999966566451e-05,8.565000462112948e-05,6.28100024187006e-05,0.011500000022351742,0.013000000268220901,0.02449999935925007,0.003000000026077032,-0.0002500000118743628,0.0,0.001500000013038516,-0.7806212902069092,0.6910423636436462,-0.39362967014312744,-0.17355728149414062,0.0
34,34,-0.21746361037883327,-0.32708180598517533,-0.09846361037883328,0.2009181940148247,0.22374807989123266,0.5110722856047659,0.6137701869010925,0.6684595346450806,-1.0,0.8860465288162231,0.3084745705127716,-0.024000000208616257,0.03525000065565109,0.08212500065565109,-0.08025000244379044,9.707000572234392e-05,9.707000572234392e-05,8.565000462112948e-05,6.28100024187006e-05,0.017000000923871994,0.013000000268220901,0.029999999329447746,0.0002500000118743628,0.0044999998062849045,0.0,0.0002500000118743628,0.6837416887283325,-0.14049041271209717,0.7406505942344666,-0.7740834951400757,0.0
35,35,-0.2250087343632097,-0.3226629600502821,-0.1060087343632097,0.20533703994971791,0.23108689217824885,0.49994325523281163,0.6570613980293274,0.649013876914978,-1.0,0.8860465288162231,0.3084745705127716,-0.016750000417232513,0.03437500074505806,0.09587500244379044,-0.09449999779462814,0.0001884299999801442,7.994000043254346e-05,9.13600015337579e-05,0.0,0.023499999195337296,0.00800000037997961,0.03150000050663948,0.011250000447034836,0.0010000000474974513,0.0002500000118743628,-0.0002500000118743628,0.9495514035224915,0.6660895347595215,0.6223888397216797,0.679946780204773,0.0
36,36,-0.22689299539636698,-0.3217769033000517,-0.10789299539636699,0.20622309669994832,0.23274205479052706,0.4974669462090164,0.6395145654678345,0.656503438949585,-1.0,0.8860465288162231,0.3084745705127716,-0.00912499986588955,0.03462500125169754,0.10587500035762787,-0.09000000357627869,0.0006395200034603477,0.000433959998190403,0.00027407999732531607,0.00022269001055974513,0.09399999678134918,0.04349999874830246,0.13750000298023224,0.03150000050663948,0.02525000087916851,0.0035000001080334187,0.01600000075995922,0.1394590586423874,0.8296442627906799,0.17103946208953857,0.25174960494041443,0.0
37,37,-0.22608948227044806,-0.32175404891959714,-0.10708948227044807,0.2062459510804029,0.23239094119610718,0.4979912245051625,0.6351325511932373,0.6580052375793457,-1.0,0.8860465288162231,0.3084745705127716,-0.008999999612569809,0.0351249985396862,0.10774999856948853,-0.08950000256299973,0.000770850048866123,0.0014503400307148695,0.0004682200087700039,0.0003825699968729168,0.19449999928474426,0.07450000196695328,0.26899999380111694,0.036249998956918716,0.05525000020861626,0.006000000052154064,0.024250000715255737,0.381980299949646,-0.7209745049476624,0.5300812125205994,0.13378022611141205,0.0
38,38,-0.22493985701424868,-0.32338929700383334,-0.10593985701424868,0.20461070299616668,0.23041005421809396,0.5009594282796058,0.6370012164115906,0.6580439805984497,-1.0,0.8860465288162231,0.3084745705127716,-0.0042500002309679985,0.03474999964237213,0.11574999988079071,-0.08974999934434891,0.0009307300206273794,0.0005310300039127469,0.0008964700391516089,0.0005139000131748617,0.12800000607967377,0.12349999696016312,0.2515000104904175,0.04100000113248825,0.028999999165534973,0.009750000201165676,0.029750000685453415,0.9806435108184814,0.3089826703071594,0.7960426211357117,0.9752388596534729,0.0
39,39,-0.22447641242870514,-0.32391920706169997,-0.10547641242870515,0.20408079293830006,0.2297264539080243,0.5019878505253241,0.639674723148346,0.655272364616394,-1.0,0.8860465288162231,0.3084745705127716,0.0020000000949949026,0.03400000184774399,0.12675000727176666,-0.0886249989271164,0.001764390035532415,0.0008336600149050355,0.0018329099984839559,0.0016616100911051035,0.22750000655651093,0.3059999942779541,0.5335000157356262,0.06525000184774399,0.041999999433755875,0.017500000074505806,0.06400000303983688,0.3379404544830322,-0.1346055418252945,-0.10413391143083572,0.5561621189117432,-0.018638093
40,40,-0.2267101251500036,-0.3228332094609885,-0.10771012515000361,0.20516679053901155,0.23172156351947068,0.4989922619034297,0.6407525539398193,0.6543742418289185,-1.0,0.8860465288162231,0.3084745705127716,0.0020000000949949026,0.03400000184774399,0.12675000727176666,-0.0885000005364418,0.0019699500408023596,0.0007080400246195495,0.0013532700249925256,0.0025295300874859095,0.2345000058412552,0.3400000035762787,0.5745000243186951,0.07199999690055847,0.03700000047683716,0.013749999925494194,0.08449999988079071,-0.4947599172592163,0.10012007504701614,-0.7465554475784302,0.5385918617248535,-0.103859186
41,41,-0.22698832277606795,-0.32511901082952277,-0.10798832277606796,0.20288098917047726,0.22983074995043537,0.5018308090563662,0.6355578303337097,0.6562148928642273,-1.0,0.8860465288162231,0.3084745705127716,0.0020000000949949026,0.03400000184774399,0.11824999749660492,-0.08174999803304672,0.0013132999883964658,0.0008850500453263521,0.00021127000218257308,0.0012447800254449248,0.19249999523162842,0.1274999976158142,0.3199999928474426,0.05350000038743019,0.04075000062584877,0.003000000026077032,0.05225000157952309,-0.8893051147460938,-0.7656343579292297,-0.7843785881996155,-0.60129714012146,0.0
42,42,-0.2240292319544784,-0.32686257237316146,-0.10502923195447841,0.20113742762683856,0.22690836114451435,0.5062497859210169,0.6349108815193176,0.6523406505584717,-1.0,0.8860465288162231,0.3084745705127716,0.0021250001154839993,0.03150000050663948,0.10462500154972076,-0.07537499815225601,0.0003368900215718895,0.00026837000041268766,0.00011991000064881518,0.00022840000747237355,0.05299999937415123,0.030500000342726707,0.08349999785423279,0.019999999552965164,0.017249999567866325,0.0010000000474974513,0.017000000923871994,0.29399412870407104,-0.2863668203353882,0.3402654230594635,-0.6999446153640747,0.0
43,43,-0.22630080849158235,-0.32767242270007607,-0.10730080849158236,0.20032757729992395,0.22725448670995307,0.5057243807722415,0.6417924761772156,0.6493854522705078,-1.0,0.8860465288162231,0.3084745705127716,0.0024999999441206455,0.02812499925494194,0.10999999940395355,-0.08124999701976776,0.0005938400281593204,0.0001884299999801442,0.00022269001055974513,7.423000351991504e-05,0.06849999725818634,0.026000000536441803,0.09449999779462814,0.030249999836087227,0.013500000350177288,0.003000000026077032,0.002749999985098839,0.7820059061050415,0.9622701406478882,-0.9177420735359192,0.7132444381713867,0.0
44,44,-0.22058834005713915,-0.3298653062006894,-0.10158834005713915,0.19813469379931065,0.22266016195653754,0.5127430246785034,0.6365097761154175,0.6480128169059753,-1.0,0.8860465288162231,0.3084745705127716,0.005750000011175871,0.02837499976158142,0.09412500262260437,-0.07000000029802322,0.0015588300302624702,0.0012105200439691544,9.707000572234392e-05,9.707000572234392e-05,0.24250000715255737,0.017000000923871994,0.25949999690055847,0.05299999937415123,0.04899999871850014,0.0005000000237487257,0.006750000175088644,0.5741721391677856,-0.023993907496333122,0.5207104682922363,-0.743139922618866,0.0
45,45,-0.21584263861578357,-0.33081320801313463,-0.09684263861578357,0.1971867919868654,0.2196841541580516,0.5173413026213491,0.6497945785522461,0.6442961096763611,-1.0,0.8860465288162231,0.3084745705127716,0.005750000011175871,0.02837499976158142,0.10350000113248825,-0.0807500034570694,0.002329680137336254,0.0011762600624933839,0.00011991000064881518,6.851999933132902e-05,0.3070000112056732,0.016499999910593033,0.32350000739097595,0.07450000196695328,0.048250000923871994,0.0012499999720603228,0.0005000000237487257,-0.8311443328857422,-0.9038903117179871,0.4396553635597229,-0.9950476884841919,-0.033114433
46,46,-0.21900875920863924,-0.327337756668085,-0.10000875920863925,0.200662243331915,0.22420322882922147,0.5103749197969906,0.660831093788147,0.6426894664764404,-1.0,0.8860465288162231,0.3084745705127716,0.005750000011175871,0.027374999597668648,0.1120000034570694,-0.0989999994635582,0.0014960200060158968,0.000245530012762174,9.13600015337579e-05,0.0,0.1525000035762787,0.00800000037997961,0.16050000488758087,0.05575000122189522,0.016499999910593033,0.0005000000237487257,-0.0002500000118743628,0.3353000581264496,0.773162841796875,0.9478497505187988,-0.9120595455169678,-0.13344716
47,47,-0.21897486785747644,-0.3259023808459894,-0.09997486785747645,0.20209761915401064,0.22547377202424101,0.5084332624433106,0.6534680128097534,0.6485800743103027,-1.0,0.8860465288162231,0.3084745705127716,0.005750000011175871,0.027249999344348907,0.1277499943971634,-0.0988750010728836,0.0020099200773984194,0.001050640014000237,0.00033117999555543065,0.00010278000263497233,0.2680000066757202,0.03799999877810478,0.3059999942779541,0.06825000047683716,0.045499999076128006,0.0044999998062849045,0.007000000216066837,-0.08954378217458725,0.9051698446273804,0.9487674236297607,-0.0006755738286301494,0.0
