step,action_count,cube_x,cube_y,dist_to_goal_x,dist_to_goal_y,dist_to_goal,distance_reward,obs_cube_x_norm,obs_cube_y_norm,obs_cube_yaw_norm,obs_goal_x_norm,obs_goal_y_norm,obs_motor_16_pos_delta_norm,obs_motor_17_pos_delta_norm,obs_motor_18_pos_delta_norm,obs_motor_19_pos_delta_norm,obs_motor_16_current_norm,obs_motor_17_current_norm,obs_motor_18_current_norm,obs_motor_19_current_norm,obs_horizontal_tension_norm,obs_vertical_tension_norm,obs_total_tension_norm,obs_motor_16_target_error_norm,obs_motor_17_target_error_norm,obs_motor_18_target_error_norm,obs_motor_19_target_error_norm,action_m16,action_m17,action_m18,action_m19,total_safety_penalty
12,12,-0.27539087243082894,-0.3668069732671001,-0.15639087243082894,0.16119302673289992,0.22459139976185463,0.9780341931544485,0.534523606300354,0.574490487575531,-1.0,0.8860465288162231,0.3084745705127716,0.00937500037252903,0.017875000834465027,0.058375000953674316,-0.03487500175833702,0.0005481599946506321,0.000673780043143779,0.00019414001144468784,9.707000572234392e-05,0.10700000077486038,0.025499999523162842,0.13249999284744263,0.028750000521540642,0.03350000083446503,0.0024999999441206455,0.005750000011175871,-0.5478712916374207,0.5700030326843262,0.28074443340301514,0.849654495716095,0.0
13,13,-0.27705814103378185,-0.365893312032015,-0.15805814103378185,0.16210668796798505,0.2264088210097048,0.9778603784600751,0.5223467946052551,0.5816830992698669,-1.0,0.8860465288162231,0.3084745705127716,0.00800000037997961,0.017875000834465027,0.061250001192092896,-0.03362499922513962,0.0001598800008650869,0.001444630092009902,0.0006566499941982329,0.0008279500179924071,0.1404999941587448,0.12999999523162842,0.2705000042915344,0.010999999940395355,0.054749999195337296,0.007249999791383743,0.03500000014901161,0.8650633692741394,-0.8466874361038208,0.149143785238266,0.4563561975955963,0.0
14,14,-0.27391004376448735,-0.3710461009419651,-0.15491004376448736,0.15695389905803492,0.2205258444913775,0.9784232388972202,0.5184694528579712,0.5832316875457764,-1.0,0.8860465288162231,0.3084745705127716,0.008750000037252903,0.017750000581145287,0.06337500363588333,-0.03362499922513962,0.0009592800051905215,0.0003654400061350316,0.0008051100303418934,0.0012904600007459521,0.11599999666213989,0.1835000067949295,0.2994999885559082,0.041749998927116394,0.023250000551342964,0.008500000461935997,0.052000001072883606,0.4326305389404297,-0.8199468851089478,-0.15810175240039825,-0.4995909333229065,0.0
15,15,-0.26814527036973457,-0.3766912831544373,-0.14914527036973457,0.15130871684556274,0.21245855941126945,0.9791961398741266,0.5257905721664429,0.5744981169700623,-1.0,0.8860465288162231,0.3084745705127716,0.019874999299645424,0.004875000100582838,0.06350000202655792,-0.029750000685453415,0.0007537199999205768,0.00029121001716703176,0.0001884299999801442,0.00044538002111949027,0.09149999916553497,0.05550000071525574,0.1469999998807907,0.03550000116229057,0.01850000023841858,0.0024999999441206455,0.025750000029802322,-0.9112886190414429,-0.15192848443984985,-0.9037126302719116,-0.6298607587814331,0.0
16,16,-0.2876185568097356,-0.3599119927150964,-0.1686185568097356,0.16808800728490364,0.2380877903077095,0.9767448965877099,0.5391970276832581,0.5649300217628479,-1.0,0.8860465288162231,0.3084745705127716,0.016750000417232513,0.005125000141561031,0.047874998301267624,-0.029374999925494194,0.00011991000064881518,0.0001827200030675158,0.0,6.851999933132902e-05,0.026499999687075615,0.006000000052154064,0.032499998807907104,0.00774999987334013,0.012500000186264515,0.0,0.001500000013038516,-0.7397329807281494,-0.1500464379787445,0.8886655569076538,0.6575168371200562,0.0
17,17,-0.29086490463035436,-0.36376298147281977,-0.17186490463035436,0.16423701852718026,0.23772114693122728,0.9767798767401977,0.4939103424549103,0.5933694839477539,-1.0,0.8860465288162231,0.3084745705127716,0.006874999962747097,0.005125000141561031,0.061124999076128006,-0.02762500010430813,0.0,0.00011991000064881518,0.0006109700188972056,0.00044538002111949027,0.010499999858438969,0.0925000011920929,0.10300000011920929,0.0,0.007000000216066837,0.006750000175088644,0.02250000089406967,-0.3039162755012512,-0.9884029030799866,-0.49144184589385986,0.8517243266105652,-0.06046995
18,18,-0.2869857903680802,-0.36499574959915204,-0.1679857903680802,0.16300425040084798,0.23407180824339127,0.9771281839106454,0.48636069893836975,0.58684241771698,-1.0,0.8860465288162231,0.3084745705127716,0.010625000111758709,-0.012125000357627869,0.054875001311302185,-0.013875000178813934,0.0,9.13600015337579e-05,0.00011991000064881518,0.0004682200087700039,0.00800000037997961,0.051500000059604645,0.05950000137090683,0.0,0.0044999998062849045,0.0010000000474974513,0.026750000193715096,0.3789353668689728,0.9415052533149719,-0.3199174404144287,-0.15370109677314758,0.0
19,19,-0.27238940000880313,-0.37470189690735406,-0.15338940000880313,0.15329810309264597,0.21686082275704877,0.9787742216988987,0.4953818917274475,0.5847529768943787,-1.0,0.8860465288162231,0.3084745705127716,0.01587500050663948,-0.0022499999031424522,0.048500001430511475,-0.013875000178813934,8.565000462112948e-05,0.00032546999864280224,0.0001484600070398301,0.00033117999555543065,0.035999998450279236,0.041999999433755875,0.07800000160932541,0.0035000001080334187,0.019999999552965164,0.0020000000949949026,0.020999999716877937,0.966459333896637,0.7281320691108704,0.40803590416908264,-0.9604358673095703,0.0
20,20,-0.27879116716777924,-0.36929063810000395,-0.15979116716777925,0.15870936189999607,0.22521518301292454,0.9779745287525028,0.5293269753456116,0.5683018565177917,-1.0,0.8860465288162231,0.3084745705127716,0.02199999988079071,-0.0001250000059371814,0.0560000017285347,-0.023749999701976776,0.0005196100100874901,0.0010049600386992097,0.00017130000924225897,8.565000462112948e-05,0.13349999487400055,0.02250000089406967,0.15600000321865082,0.027249999344348907,0.0430000014603138,0.0022499999031424522,0.004749999847263098,-0.4225572347640991,0.48678553104400635,0.39427927136421204,0.24164122343063354,0.0
21,21,-0.27520633633555,-0.37305281145220814,-0.15620633633554998,0.15494718854779188,0.22002056892536193,0.9784716119266582,0.5144391655921936,0.577473521232605,-1.0,0.8860465288162231,0.3084745705127716,0.02187499962747097,-0.0001250000059371814,0.061250001192092896,-0.024125000461935997,0.00017701000615488738,0.0017415500478819013,0.000559579988475889,0.00019985000835731626,0.1679999977350235,0.06650000065565109,0.2345000058412552,0.011749999597668648,0.061250001192092896,0.006500000134110451,0.014499999582767487,0.6612299084663391,-0.660179853439331,-0.7793787717819214,0.2720567286014557,0.0
22,22,-0.2750444463170704,-0.37389648193772984,-0.15604444631707043,0.15410351806227018,0.21931202316692422,0.9785394532753526,0.5227759480476379,0.5710969567298889,-1.0,0.8860465288162231,0.3084745705127716,0.02250000089406967,-0.0001250000059371814,0.04962500184774399,-0.01850000023841858,0.0007594299968332052,0.000770850048866123,9.707000572234392e-05,0.0001884299999801442,0.1340000033378601,0.02500000037252903,0.1589999943971634,0.03525000065565109,0.0364999994635582,0.000750000006519258,0.013249999843537807,0.9605547189712524,-0.41908422112464905,0.7864809632301331,-0.07256968319416046,0.0
23,23,-0.2710849507905902,-0.37980639605863903,-0.1520849507905902,0.148193603941361,0.2123468306947509,0.9792068528208902,0.5231524705886841,0.5696669816970825,-1.0,0.8860465288162231,0.3084745705127716,0.032249998301267624,-0.003375000087544322,0.06137499958276749,-0.019625000655651093,0.0013818200677633286,0.00048534999950788915,0.0005824200343340635,0.0001827200030675158,0.16349999606609344,0.06700000166893005,0.2304999977350235,0.051750000566244125,0.027499999850988388,0.006500000134110451,0.013000000268220901,0.9721976518630981,-0.925946056842804,0.9496456384658813,-0.351698637008667,0.0
24,24,-0.26786752486178467,-0.38285624669475526,-0.14886752486178467,0.14514375330524476,0.2079140425320229,0.9796320735396347,0.5323605537414551,0.559650182723999,-1.0,0.8860465288162231,0.3084745705127716,0.05062500014901161,-0.0215000007301569,0.08012499660253525,-0.026374999433755875,0.0013361400924623013,0.0005424499977380037,0.00035402001230977476,0.00019414001144468784,0.16449999809265137,0.04800000041723251,0.21250000596046448,0.051249999552965164,0.029249999672174454,0.0044999998062849045,0.013500000350177288,0.4274974465370178,-0.3695657551288605,-0.4560733735561371,0.25935059785842896,0.0
25,25,-0.273696714182007,-0.3801772733664607,-0.15469671418200698,0.14782272663353935,0.2139687638139821,0.979051359098333,0.539842963218689,0.5544809103012085,-1.0,0.8860465288162231,0.3084745705127716,0.05287500098347664,-0.022749999538064003,0.07362499833106995,-0.023624999448657036,0.0018614600412547588,0.00027407999732531607,9.707000572234392e-05,0.000245530012762174,0.18700000643730164,0.029999999329447746,0.21699999272823334,0.06274999678134918,0.017999999225139618,0.0005000000237487257,0.017500000074505806,-0.6406809687614441,-0.44839322566986084,0.4490002989768982,0.5264315009117126,0.0
26,26,-0.2769649458261912,-0.3790612207142989,-0.1579649458261912,0.14893877928570115,0.21710754036879124,0.9787505867476702,0.5262867212295532,0.5590215921401978,-1.0,0.8860465288162231,0.3084745705127716,0.05712499842047691,-0.030500000342726707,0.07975000143051147,-0.02212500013411045,0.0005710000405088067,0.0002512400096748024,0.00041683000745251775,0.0006909100338816643,0.07199999690055847,0.09700000286102295,0.16899999976158142,0.030249999836087227,0.016750000417232513,0.004999999888241291,0.03400000184774399,0.5132265686988831,0.654007077217102,-0.3855842351913452,0.4262063205242157,0.0
27,27,-0.2731711905448406,-0.38222611716213295,-0.15417119054484063,0.14577388283786707,0.212176296771439,0.9792232046720034,0.5186861753463745,0.5609132051467896,-1.0,0.8860465288162231,0.3084745705127716,0.05712499842047691,-0.030625000596046448,0.07400000095367432,-0.015375000424683094,0.0011991000501438975,0.0009307300206273794,0.0001598800008650869,0.00074230000609532,0.18649999797344208,0.07900000363588333,0.265500009059906,0.04924999922513962,0.04149999842047691,0.0022499999031424522,0.036249998956918716,-0.767322301864624,-0.24779453873634338,-0.4093581438064575,-0.36159592866897583,0.0
28,28,-0.27447283987221943,-0.3790837253671353,-0.15547283987221944,0.14891627463286472,0.21528553316111043,0.9789251575531348,0.5275088548660278,0.5555489659309387,-1.0,0.8860465288162231,0.3084745705127716,0.05712499842047691,-0.030500000342726707,0.06724999845027924,-0.013124999590218067,0.00034260001848451793,0.0006338100065477192,0.00010848999954760075,0.00025695000658743083,0.08550000190734863,0.03200000151991844,0.11749999970197678,0.020500000566244125,0.03200000151991844,0.0005000000237487257,0.0182499997317791,0.7235718965530396,-0.06549592316150665,0.7942274808883667,-0.5690321922302246,0.0
29,29,-0.27295105842048406,-0.38268720008993923,-0.15395105842048407,0.1453127999100608,0.2116996414888052,0.9792689122358538,0.5244817733764648,0.5608750581741333,-1.0,0.8860465288162231,0.3084745705127716,0.05712499842047691,-0.030500000342726707,0.07962500303983688,-0.020874999463558197,0.0011762600624933839,0.0005481599946506321,0.0004625100118573755,0.00017130000924225897,0.1509999930858612,0.05550000071525574,0.20649999380111694,0.04749999940395355,0.029750000685453415,0.005499999970197678,0.012500000186264515,0.3714970648288727,-0.9437523484230042,0.5618206858634949,-0.028342653065919876,0.0
30,30,-0.2639468916985613,-0.3904733273882942,-0.1449468916985613,0.1375266726117058,0.19980787545219977,0.9804106236223257,0.5280207991600037,0.5547674298286438,-1.0,0.8860465288162231,0.3084745705127716,0.07100000232458115,-0.04399999976158142,0.08974999934434891,-0.021250000223517418,0.0006794900400564075,0.0003368900215718895,0.0005424499977380037,0.00017130000924225897,0.08900000154972076,0.0625,0.15150000154972076,0.03350000083446503,0.0215000007301569,0.0062500000931322575,0.012249999679625034,-0.3634948432445526,-0.569678544998169,-0.8307235240936279,-0.32301074266433716,0.0
31,31,-0.2641434005199337,-0.39229872511576225,-0.14514340051993369,0.13570127488423778,0.19869937775367427,0.9805171845552094,0.5489607453346252,0.5415706038475037,-1.0,0.8860465288162231,0.3084745705127716,0.07112500071525574,-0.04724999889731407,0.07750000059604645,-0.021124999970197678,0.00032546999864280224,0.00010848999954760075,0.0,6.28100024187006e-05,0.03799999877810478,0.005499999970197678,0.04349999874830246,0.019750000908970833,0.006750000175088644,-0.0002500000118743628,0.0,0.9466978311538696,-0.3243575394153595,-0.09102992713451385,0.43329185247421265,-0.034923594
32,32,-0.2641205820071543,-0.39348190967349206,-0.14512058200715433,0.13451809032650797,0.19787647648769613,0.9805963058148505,0.5485036969184875,0.5384767651557922,-1.0,0.8860465288162231,0.3084745705127716,0.08124999701976776,-0.05624999850988388,0.08062499761581421,-0.017124999314546585,0.0008736300515010953,0.0001827200030675158,0.00011420000373618677,0.00011420000373618677,0.0925000011920929,0.019999999552965164,0.11249999701976776,0.03500000014901161,0.012749999761581421,0.0010000000474974513,0.00800000037997961,0.3806990087032318,0.709870457649231,-0.6609734296798706,0.3347952961921692,0.0
33,33,-0.26126178053449195,-0.3942477803121631,-0.14226178053449196,0.1337522196878369,0.19526410441314437,0.9808475678105659,0.5485568046569824,0.5364713668823242,-1.0,0.8860465288162231,0.3084745705127716,0.08124999701976776,-0.05612500011920929,0.06875000149011612,-0.008999999612569809,0.0011762600624933839,0.0008336600149050355,0.0,7.994000043254346e-05,0.17599999904632568,0.007000000216066837,0.18299999833106995,0.04924999922513962,0.039000000804662704,0.0,0.0042500002309679985,-0.688153088092804,-0.35385024547576904,-0.1509924978017807,-0.5313576459884644,-0.0421191
34,34,-0.26763179386252667,-0.39194738617172287,-0.14863179386252667,0.13605261382827716,0.2014986944779021,0.9802481281905203,0.5552051663398743,0.535173237323761,-1.0,0.8860465288162231,0.3084745705127716,0.08124999701976776,-0.05612500011920929,0.07237499952316284,-0.016750000417232513,0.000491060025524348,0.00044538002111949027,8.565000462112948e-05,5.7100001868093386e-05,0.0820000022649765,0.012500000186264515,0.09449999779462814,0.023499999195337296,0.025750000029802322,0.0002500000118743628,0.0,-0.7418988943099976,-0.14112140238285065,-0.9403440356254578,0.5096921324729919,0.0
35,35,-0.2543367525649099,-0.39529762274551994,-0.1353367525649099,0.1327023772544801,0.18954144012274993,0.981398432771822,0.540391206741333,0.5390722155570984,-1.0,0.8860465288162231,0.3084745705127716,0.0768750011920929,-0.05575000122189522,0.054999999701976776,-0.008124999701976776,9.707000572234392e-05,0.000308340007904917,0.0,6.28100024187006e-05,0.03550000116229057,0.005499999970197678,0.04100000113248825,0.0044999998062849045,0.019750000908970833,-0.0002500000118743628,0.0017500000540167093,-0.3858049213886261,-0.05462495610117912,0.9799143671989441,-0.8784101009368896,0.0
36,36,-0.2631154374280994,-0.3935156632628297,-0.1441154374280994,0.1344843367371703,0.1971174678528746,0.9806692951734349,0.5713098645210266,0.5333938598632812,-1.0,0.8860465288162231,0.3084745705127716,0.07112500071525574,-0.05237499997019768,0.07312499731779099,-0.023624999448657036,7.994000043254346e-05,0.00016558999777771533,0.0,0.0,0.0215000007301569,0.0,0.0215000007301569,0.0017500000540167093,0.010999999940395355,0.0,0.0,0.9816589951515198,-0.2951869070529938,-0.8941860795021057,-0.5385034680366516,-0.21992275
37,37,-0.25701765379441543,-0.395312330309003,-0.13801765379441544,0.13268766969099705,0.1914546694310229,0.981214196045508,0.5508943200111389,0.5364141464233398,-1.0,0.8860465288162231,0.3084745705127716,0.07737500220537186,-0.05575000122189522,0.0768750011920929,-0.020625000819563866,0.0004739300056826323,0.00011420000373618677,9.13600015337579e-05,6.851999933132902e-05,0.051500000059604645,0.014000000432133675,0.06549999862909317,0.026000000536441803,0.006750000175088644,0.0,0.001500000013038516,0.5743275880813599,0.7685026526451111,0.01982998661696911,-0.18505480885505676,0.0
38,38,-0.26311201332485745,-0.3948715252371896,-0.14411201332485746,0.13312847476281042,0.19619241365867374,0.9807582668412713,0.5650752186775208,0.5333689451217651,-1.0,0.8860465288162231,0.3084745705127716,0.08049999922513962,-0.055125001817941666,0.07724999636411667,-0.023250000551342964,0.0009478600113652647,0.0007822700426913798,0.0,0.0,0.15150000154972076,0.0,0.15150000154972076,0.04125000163912773,0.03424999862909317,-0.0002500000118743628,0.0,0.7361661791801453,-0.9053310751914978,0.6931464076042175,-0.8042278289794922,-0.12050735
39,39,-0.25908191872074815,-0.3960787603206929,-0.14008191872074816,0.13192123967930713,0.19242182160818325,0.9811210892782867,0.5509023070335388,0.5341160297393799,-1.0,0.8860465288162231,0.3084745705127716,0.09037499874830246,-0.0637499988079071,0.08962500095367432,-0.022624999284744263,0.0012390700867399573,0.00026266000350005925,0.00011991000064881518,9.707000572234392e-05,0.1315000057220459,0.01899999938905239,0.15049999952316284,0.04899999871850014,0.017750000581145287,0.000750000006519258,0.0062500000931322575,-0.12996920943260193,0.30167755484580994,0.5818455815315247,-0.6847788691520691,0.0
40,40,-0.258980061246306,-0.3964300150981004,-0.13998006124630602,0.13156998490189964,0.19210694540699377,0.9811514001534721,0.560274600982666,0.5320699214935303,-1.0,0.8860465288162231,0.3084745705127716,0.09049999713897705,-0.0637499988079071,0.10050000250339508,-0.032999999821186066,0.001050640014000237,0.0005424499977380037,9.707000572234392e-05,6.851999933132902e-05,0.13950000703334808,0.014499999582767487,0.15399999916553497,0.04399999976158142,0.028999999165534973,0.000750000006519258,0.001500000013038516,-0.4327867925167084,0.7724539041519165,-0.6054752469062805,0.38025885820388794,0.0
41,41,-0.25800387069554054,-0.39604694431809423,-0.13900387069554054,0.1319530556819058,0.19166033750396738,0.9811943951076664,0.5605114698410034,0.5314745306968689,-1.0,0.8860465288162231,0.3084745705127716,0.09049999713897705,-0.06312499940395355,0.08974999934434891,-0.026624999940395355,0.0005196100100874901,0.0015474100364372134,0.0,7.423000351991504e-05,0.1809999942779541,0.006500000134110451,0.1875,0.02800000086426735,0.05649999901652336,-0.0002500000118743628,0.003000000026077032,-0.6139624714851379,0.18196439743041992,0.13426855206489563,-0.4787328541278839,-0.007887775
42,42,-0.2560112806662076,-0.3948640395262785,-0.1370112806662076,0.1331359604737215,0.19104259996413012,0.9812538709273178,0.5627816915512085,0.5321238040924072,-1.0,0.8860465288162231,0.3084745705127716,0.08550000190734863,-0.0586250014603138,0.09337499737739563,-0.03400000184774399,0.00022269001055974513,0.0014275000430643559,0.0,6.851999933132902e-05,0.1445000022649765,0.006000000052154064,0.15049999952316284,0.014999999664723873,0.054249998182058334,0.0,0.0,-0.79594886302948,-0.5123976469039917,-0.713405430316925,-0.3966244161128998,-0.10960866
43,43,-0.25871724759447384,-0.3919354010875205,-0.13971724759447385,0.13606459891247952,0.19502431733655531,0.9808706373554285,0.5674156546592712,0.534128725528717,-1.0,0.8860465288162231,0.3084745705127716,0.07562500238418579,-0.05237499997019768,0.09700000286102295,-0.04125000163912773,9.707000572234392e-05,0.00037115000304766,8.565000462112948e-05,5.7100000958598685e-06,0.04100000113248825,0.00800000037997961,0.04899999871850014,0.004999999888241291,0.022749999538064003,0.0002500000118743628,-0.0002500000118743628,0.45534244179725647,0.1715540885925293,0.08013246208429337,0.0987623929977417,-0.012148514
44,44,-0.2497095404199536,-0.39787771281585915,-0.1307095404199536,0.13012228718414087,0.184436421508409,0.9818903654679507,0.5611226558685303,0.5390925407409668,-1.0,0.8860465288162231,0.3084745705127716,0.07562500238418579,-0.05237499997019768,0.09825000166893005,-0.03999999910593033,0.0003654400061350316,0.0005253200070001185,9.707000572234392e-05,9.13600015337579e-05,0.07800000160932541,0.016499999910593033,0.09449999779462814,0.02199999988079071,0.028999999165534973,0.000750000006519258,0.004749999847263098,0.9850420355796814,-0.6775000095367432,-0.7680310606956482,-0.9366510510444641,0.0
45,45,-0.24995945067576245,-0.3987497068905838,-0.13095945067576245,0.12925029310941621,0.1840000434515369,0.9819324388583588,0.5820708274841309,0.5290208458900452,-1.0,0.8860465288162231,0.3084745705127716,0.08399999886751175,-0.057374998927116394,0.08425000309944153,-0.054999999701976776,0.0009764100541360676,0.00019985000835731626,0.0,0.0,0.10300000011920929,0.0,0.10300000011920929,0.041999999433755875,0.013749999925494194,0.0,-0.0002500000118743628,-0.18248853087425232,-0.3805413842201233,-0.1943739503622055,-0.951593279838562,-0.18551609
46,46,-0.25011620298608683,-0.3990415859387512,-0.13111620298608684,0.1289584140612488,0.1839068548006877,0.981941424109354,0.581489622592926,0.5275428891181946,-1.0,0.8860465288162231,0.3084745705127716,0.08624999970197678,-0.061500001698732376,0.08799999952316284,-0.051624998450279236,0.0006109700188972056,0.00011991000064881518,9.13600015337579e-05,6.851999933132902e-05,0.06400000303983688,0.014000000432133675,0.07800000160932541,0.030750000849366188,0.00774999987334013,0.0,0.0005000000237487257,0.911220908164978,-0.10820644348859787,0.4688756763935089,-0.5113733410835266,0.0
47,47,-0.24901002551497142,-0.40106640006972827,-0.13001002551497143,0.12693359993027176,0.18169960243671918,0.9821542954976559,0.5811250805854797,0.5270481705665588,-1.0,0.8860465288162231,0.3084745705127716,0.09350000321865082,-0.06724999845027924,0.09674999862909317,-0.060499999672174454,0.0012961700558662415,0.00022269001055974513,0.0,-6.851999933132902e-05,0.13300000131130219,0.006000000052154064,0.13899999856948853,0.05025000125169754,0.015250000171363354,0.0,-0.000750000006519258,-0.9111959338188171,-0.6231542825698853,-0.34614959359169006,0.35172247886657715,-0.06553796
