step,action_count,motor_16_target,motor_17_target,motor_18_target,motor_19_target,motor_16_position,motor_17_position,motor_18_position,motor_19_position,motor_16_error,motor_17_error,motor_18_error,motor_19_error,motor_16_current,motor_17_current,motor_18_current,motor_19_current,motor_16_voltage,motor_17_voltage,motor_18_voltage,motor_19_voltage,motor_16_temp,motor_17_temp,motor_18_temp,motor_19_temp,motor_16_action,motor_17_action,motor_18_action,motor_19_action
1,8812,12112,10383,10637,-2209,12113,10125,10638,-2164,-1,258,-1,-45,0.0,297.0,0.0,-27.0,5.1,4.8,5.0,5.2,25.0,43.0,22.0,45.0,-0.8399503231048584,0.062198858708143234,-0.48967787623405457,-0.9048193693161011
2,8813,12182,10454,10773,-2220,12183,10127,10773,-2164,-1,327,0,-56,0.0,431.0,15.0,-33.0,5.1,4.7,4.9,5.1,25.0,43.0,22.0,45.0,0.4716356098651886,0.5881131887435913,0.9080442190170288,-0.07934509962797165
3,8814,12084,10516,10811,-2173,12085,10127,10811,-2163,-1,389,0,-10,0.0,558.0,15.0,-16.0,5.1,4.8,4.5,5.1,25.0,43.0,22.0,45.0,-0.6541278958320618,0.72810298204422,0.25764837861061096,0.3168872594833374
4,8815,12116,10441,10799,-2053,12117,10178,10800,-2032,-1,263,-1,-21,0.0,303.0,0.0,-18.0,5.1,4.8,4.9,5.2,25.0,44.0,22.0,44.0,0.21954865753650665,-0.40415194630622864,-0.08370819687843323,0.8052297830581665
5,8816,12226,10369,10925,-2073,12227,10178,10924,-2032,-1,191,1,-41,0.0,182.0,14.0,-26.0,5.2,5.2,4.9,5.2,25.0,44.0,22.0,44.0,0.7379607558250427,-0.48349225521087646,0.8461316227912903,-0.13610781729221344
6,8817,12189,10412,11056,-2087,12190,10178,11055,-2031,-1,234,1,-56,0.0,252.0,14.0,-33.0,5.2,5.0,4.9,5.2,25.0,43.0,22.0,44.0,-0.24747510254383087,0.2921992838382721,0.8748832941055298,-0.09392745047807693
7,8818,12190,10455,10908,-2124,12190,10178,10908,-2034,0,277,0,-90,13.0,330.0,0.0,-59.0,5.0,5.0,4.8,5.1,25.0,43.0,22.0,44.0,0.008230097591876984,0.3278956413269043,-0.9870766997337341,-0.24808599054813385
8,8819,12253,10434,10770,-2205,12254,10178,10771,-2061,-1,256,-1,-144,0.0,290.0,0.0,-115.0,5.0,5.0,4.7,5.1,25.0,44.0,22.0,44.0,0.426198273897171,-0.14638718962669373,-0.9210013151168823,-0.5424551963806152
9,8820,12390,10338,10902,-2328,12390,10176,10901,-2124,0,162,1,-204,0.0,140.0,14.0,-202.0,5.0,5.0,4.9,5.1,25.0,44.0,22.0,44.0,0.9159355759620667,-0.6448328495025635,0.8827564716339111,-0.8247045874595642
10,8821,12458,10381,10763,-2388,12459,10176,10764,-2124,-1,205,-1,-264,0.0,205.0,0.0,-300.0,4.7,5.0,4.9,4.9,25.0,43.0,22.0,44.0,0.45623037219047546,0.2873401343822479,-0.9304227828979492,-0.40490999817848206
11,8822,12440,10242,10679,-2504,12441,10109,10680,-2281,-1,133,-1,-223,0.0,102.0,0.0,-233.0,4.8,5.0,4.9,4.8,25.0,43.0,22.0,44.0,-0.12575149536132812,-0.9280944466590881,-0.5653711557388306,-0.7771574258804321
12,8823,12530,10346,10641,-2621,12528,10109,10642,-2281,2,237,-1,-340,13.0,255.0,0.0,-448.0,4.5,5.0,4.8,4.6,25.0,43.0,22.0,44.0,0.6017817258834839,0.6993451714515686,-0.2585257887840271,-0.7814989686012268
13,8824,12586,10401,10522,-2743,12586,10103,10523,-2403,0,298,-1,-340,0.0,366.0,-3.0,-442.0,4.5,4.9,4.5,4.6,25.0,43.0,22.0,44.0,0.3768550455570221,0.41874539852142334,-0.7937599420547485,-0.8139806985855103
14,8825,12611,10271,10426,-2761,12611,10093,10427,-2404,0,178,-1,-357,0.0,160.0,0.0,-477.0,4.7,5.1,4.8,4.6,25.0,43.0,22.0,44.0,0.1703559011220932,-0.8727948665618896,-0.6401854753494263,-0.12236615270376205
15,8826,12748,10296,10279,-2891,12746,10093,10279,-2404,2,203,0,-487,12.0,195.0,0.0,-751.0,4.2,4.9,4.9,4.2,25.0,43.0,22.0,45.0,0.9138489961624146,0.17153756320476532,-0.9820665717124939,-0.8680116534233093
16,8827,12646,10308,10144,-2902,12647,10093,10144,-2404,-1,215,0,-498,-13.0,217.0,0.0,-767.0,4.3,4.7,4.8,4.3,25.0,43.0,22.0,45.0,-0.6857023239135742,0.08245137333869934,-0.900513768196106,-0.27838626503944397
17,8828,12607,10286,10215,-2913,12608,10093,10215,-2404,-1,193,0,-509,-13.0,182.0,15.0,-787.0,4.2,4.7,4.9,4.5,25.0,43.0,22.0,46.0,-0.26329877972602844,-0.1532754749059677,0.4784785509109497,-0.5077927112579346
18,8829,12542,10377,10084,-2414,12542,10093,10085,-2381,0,284,-1,-33,0.0,346.0,-15.0,-21.0,5.1,4.9,5.0,5.2,25.0,43.0,22.0,46.0,-0.43537062406539917,0.6126072406768799,-0.8760210871696472,-0.1938798427581787
19,8830,12575,10402,9964,-2504,12575,10093,9965,-2381,0,309,-1,-123,0.0,392.0,0.0,-88.0,5.0,4.7,4.6,5.0,25.0,43.0,22.0,46.0,0.22619560360908508,0.2375536412000656,-0.8046835660934448,-0.6510547995567322
20,8831,12553,10301,9816,-2633,12553,10093,9817,-2387,0,208,-1,-246,0.0,206.0,0.0,-264.0,4.8,4.8,4.8,4.9,25.0,44.0,22.0,45.0,-0.15141235291957855,-0.6781967878341675,-0.9877088665962219,-0.9308890104293823
21,8832,12693,10312,9961,-2675,12694,10093,9962,-2387,-1,219,-1,-288,0.0,226.0,10.0,-337.0,4.7,4.8,4.8,4.8,25.0,43.0,22.0,45.0,0.9360907077789307,0.07889395952224731,0.969717264175415,-0.2861824333667755
22,8833,12822,10239,10100,-2804,12821,10091,10099,-2433,1,148,1,-371,13.0,118.0,16.0,-499.0,4.4,5.1,4.9,4.6,25.0,43.0,22.0,45.0,0.8655263781547546,-0.490719735622406,0.9315606951713562,-0.865428626537323
23,8834,12811,10367,9957,-2949,12811,10091,9958,-2433,0,276,-1,-516,0.0,322.0,0.0,-805.0,4.2,4.8,4.6,4.4,25.0,43.0,22.0,46.0,-0.07434786856174469,0.8580716848373413,-0.9569739103317261,-0.9720519781112671
24,8835,12948,10286,9829,-2443,12949,10091,9830,-2404,-1,195,-1,-39,0.0,188.0,0.0,-24.0,5.1,5.0,5.0,5.2,25.0,43.0,22.0,46.0,0.9173935055732727,-0.5428628325462341,-0.8584505319595337,-0.9720629453659058
25,8836,12962,10379,9974,-2540,12962,10091,9975,-2404,0,288,-1,-136,13.0,353.0,0.0,-105.0,5.1,4.7,4.6,5.1,25.0,43.0,22.0,46.0,0.09405548870563507,0.6248127222061157,0.969284176826477,-0.7019177675247192
26,8837,13070,10232,10107,-2665,13070,10091,10107,-2412,0,141,0,-253,0.0,110.0,0.0,-276.0,4.9,5.2,4.9,4.8,25.0,43.0,22.0,45.0,0.7254441380500793,-0.9864331483840942,0.8911216259002686,-0.9019472002983093
27,8838,13041,10337,10142,-2789,13042,10091,10141,-2412,-1,246,1,-377,-13.0,271.0,1.0,-510.0,4.5,5.0,5.0,4.8,25.0,43.0,22.0,45.0,-0.1975366622209549,0.7058819532394409,0.238655686378479,-0.8304833769798279
28,8839,13170,10459,10010,-2858,13171,10091,10011,-2412,-1,368,-1,-446,0.0,504.0,-7.0,-646.0,4.3,4.5,4.3,4.6,25.0,43.0,22.0,46.0,0.8663206100463867,0.9522483944892883,-0.8835221529006958,-0.9815054535865784
29,8840,13314,10384,10039,-2868,13314,10091,10040,-2412,0,293,-1,-456,0.0,351.0,0.0,-665.0,4.6,4.8,4.5,4.4,25.0,44.0,22.0,46.0,0.9633125066757202,-0.0892179012298584,0.19599977135658264,-0.8903604745864868
