step,action_count,cube_x,cube_y,dist_to_goal_x,dist_to_goal_y,dist_to_goal,vx_actual,vy_actual,v_error,velocity_reward,obs_cube_x_norm,obs_cube_y_norm,obs_cube_yaw_norm,obs_goal_x_norm,obs_goal_y_norm,obs_motor_16_pos_delta_norm,obs_motor_17_pos_delta_norm,obs_motor_18_pos_delta_norm,obs_motor_19_pos_delta_norm,obs_motor_16_current_norm,obs_motor_17_current_norm,obs_motor_18_current_norm,obs_motor_19_current_norm,obs_horizontal_tension_norm,obs_vertical_tension_norm,obs_total_tension_norm,obs_motor_16_target_error_norm,obs_motor_17_target_error_norm,obs_motor_18_target_error_norm,obs_motor_19_target_error_norm,action_m16,action_m17,action_m18,action_m19,total_safety_penalty
1,518,-0.34314826985561087,-0.1958281571152608,-0.22414826985561087,0.3321718428847392,0.40072506795146673,0.0,0.0,0.0,0.0,0.37224462628364563,0.858981192111969,-1.0,0.8860465288162231,0.3084745705127716,0.0001250000059371814,0.0,0.0,0.0,9.707000572234392e-05,9.13600015337579e-05,0.0,9.707000572234392e-05,0.016499999910593033,0.008500000461935997,0.02500000037252903,-0.0005000000237487257,0.0,0.0,0.0,-0.619601309299469,-0.12194755673408508,-0.7405790090560913,-0.23420071601867676,-0.112869486
2,519,-0.3350044740759435,-0.1994514807088846,-0.21600447407594353,0.3285485192911154,0.39319468759026915,0.0,0.0,0.0,0.0,0.36477145552635193,0.8714777231216431,-1.0,0.8860465288162231,0.3084745705127716,-0.011500000022351742,-0.0021250001154839993,0.0036249998956918716,-0.0043750000186264515,0.0,0.0,8.565000462112948e-05,6.28100024187006e-05,0.0,0.013000000268220901,0.013000000268220901,-0.0002500000118743628,-0.0002500000118743628,0.0002500000118743628,0.0,-0.662087619304657,0.9125232696533203,-0.7146927118301392,-0.9008451700210571,-0.103450514
3,520,-0.3318020636413285,-0.20689707449573258,-0.21280206364132853,0.32110292550426744,0.38521657162874906,0.007091378883926462,-0.00691807336279486,0.01393058442304825,0.037121444117879654,0.3837105333805084,0.8653364777565002,-1.0,0.8860465288162231,0.3084745705127716,-0.00925000011920929,0.012000000104308128,-0.009499999694526196,-0.02187499962747097,9.707000572234392e-05,0.00010848999954760075,0.0,6.851999933132902e-05,0.017999999225139618,0.006000000052154064,0.024000000208616257,0.002749999985098839,0.005499999970197678,-0.0002500000118743628,0.0012499999720603228,0.8885325193405151,0.810385525226593,0.5430800914764404,0.795121431350708,0.0
4,521,-0.32426031341492684,-0.21199606824591696,-0.20526031341492684,0.31600393175408303,0.3768159778290103,0.00671510041313543,-0.007840367210645224,0.014096628522012159,0.03620829355621738,0.39115798473358154,0.8527168035507202,-1.0,0.8860465288162231,0.3084745705127716,0.0002500000118743628,0.017124999314546585,0.000375000003259629,-0.014375000260770321,0.00029121001716703176,0.00042254000436514616,9.13600015337579e-05,0.00021127000218257308,0.0625,0.026499999687075615,0.08900000154972076,0.017000000923871994,0.025499999523162842,0.0002500000118743628,0.01600000075995922,0.9288995862007141,0.5383584499359131,-0.9337278008460999,-0.7815672159194946,0.0
5,522,-0.3188296047578914,-0.21617263563461372,-0.1998296047578914,0.3118273643653863,0.370362222836993,0.0081077868021482,-0.005797225711800715,0.014332546905701508,0.034949369861415065,0.4086969494819641,0.8440744876861572,-1.0,0.8860465288162231,0.3084745705127716,0.012125000357627869,0.017000000923871994,-0.017000000923871994,-0.023375000804662704,0.0005424499977380037,0.0009878299897536635,0.0,8.565000462112948e-05,0.1340000033378601,0.007499999832361937,0.14149999618530273,0.02800000086426735,0.04574999958276749,0.0,0.004749999847263098,0.9325245022773743,-0.04102097824215889,-0.36926212906837463,-0.35863396525382996,-0.06831146
6,523,-0.31951357996878255,-0.2143687201474169,-0.20051357996878255,0.3136312798525831,0.37225028603597693,0.002966708403840182,-0.0014829074384374585,0.008103545968450537,0.08896567128169655,0.42132648825645447,0.836995542049408,-1.0,0.8860465288162231,0.3084745705127716,0.023375000804662704,0.016625000163912773,-0.013375000096857548,-0.03099999949336052,0.000925020023714751,0.0011819700011983514,8.565000462112948e-05,0.00010278000263497233,0.18449999392032623,0.016499999910593033,0.20100000500679016,0.04024999961256981,0.04500000178813934,0.0002500000118743628,0.006750000175088644,-0.9802989363670349,0.6401042938232422,-0.7041090130805969,0.2914413511753082,0.0
7,524,-0.3248177175593896,-0.2107581097691607,-0.2058177175593896,0.3172418902308393,0.3781578371243846,-0.0037425705009363694,0.0033840786659081364,0.003610140906137876,0.17455874607906016,0.419735848903656,0.8400530219078064,-1.0,0.8860465288162231,0.3084745705127716,0.021375000476837158,0.016750000417232513,-0.026374999433755875,-0.03087499924004078,0.0001484600070398301,0.0018386200536042452,0.0,0.00023982000129763037,0.17399999499320984,0.020999999716877937,0.19499999284744263,0.007499999832361937,0.06875000149011612,0.0,0.017249999567866325,-0.23960041999816895,-0.7571077346801758,0.7717947363853455,0.6458706855773926,0.0
8,525,-0.3277465961129325,-0.20891545270063316,-0.2087465961129325,0.31908454729936686,0.3813005241459519,-0.00514563509009372,0.003408292154239833,0.003411402202631552,0.17984082322958078,0.4074006676673889,0.8461726903915405,-1.0,0.8860465288162231,0.3084745705127716,0.017000000923871994,0.016750000417232513,-0.012000000104308128,-0.023375000804662704,0.00014275001012720168,0.0010278000263497233,7.994000043254346e-05,0.00041683000745251775,0.10249999910593033,0.04349999874830246,0.1459999978542328,0.007499999832361937,0.04050000011920929,0.0,0.026249999180436134,-0.21980176866054535,0.43216487765312195,-0.8621968030929565,0.31523481011390686,0.0
9,526,-0.32755859524595343,-0.2099997880505545,-0.20855859524595344,0.3180002119494455,0.38029044485873914,-0.0017130485541023976,0.00047395107412888035,0.003320945562389763,0.18229762257067417,0.40058931708335876,0.8492958545684814,-1.0,0.8860465288162231,0.3084745705127716,0.013375000096857548,0.016750000417232513,-0.02812499925494194,-0.01850000023841858,0.00013133000175002962,0.0013646900188177824,0.0,0.0004625100118573755,0.13099999725818634,0.04050000011920929,0.17149999737739563,0.006750000175088644,0.05649999901652336,0.0,0.02824999950826168,0.7881931662559509,0.8965325951576233,0.8933693170547485,0.6977380514144897,0.0
10,527,-0.327593908505793,-0.20990690819788674,-0.208593908505793,0.3180930918021133,0.38038747839269216,9.542975446218127e-05,-0.0006196596857834837,0.005132970144939849,0.1389114879432572,0.40102651715278625,0.847458004951477,-1.0,0.8860465288162231,0.3084745705127716,0.01425000000745058,0.017249999567866325,-0.011374999769032001,-0.012500000186264515,0.0007251700153574347,0.002757929963991046,8.565000462112948e-05,0.0008565000025555491,0.3050000071525574,0.08250000327825546,0.38749998807907104,0.03449999913573265,0.08900000154972076,0.0,0.042249999940395355,-0.5260278582572937,0.7668725252151489,0.21807800233364105,-0.7796089053153992,-0.12668726
