step,action_count,cube_x,cube_y,dist_to_goal_x,dist_to_goal_y,dist_to_goal,vx_actual,vy_actual,v_error,velocity_reward,obs_cube_x_norm,obs_cube_y_norm,obs_cube_yaw_norm,obs_goal_x_norm,obs_goal_y_norm,obs_motor_16_pos_delta_norm,obs_motor_17_pos_delta_norm,obs_motor_18_pos_delta_norm,obs_motor_19_pos_delta_norm,obs_motor_16_current_norm,obs_motor_17_current_norm,obs_motor_18_current_norm,obs_motor_19_current_norm,obs_horizontal_tension_norm,obs_vertical_tension_norm,obs_total_tension_norm,obs_motor_16_target_error_norm,obs_motor_17_target_error_norm,obs_motor_18_target_error_norm,obs_motor_19_target_error_norm,action_m16,action_m17,action_m18,action_m19,total_safety_penalty
1,1374,-0.4152069391460084,-0.20786350359906688,-0.29620693914600843,0.3201364964009331,0.4361489735470116,0.0,0.0,0.0,0.0,0.19758933782577515,0.8507290482521057,-1.0,0.8860465288162231,0.3084745705127716,0.0,0.0,0.0,0.0,0.0013361400924623013,0.0022211901377886534,5.7100000958598685e-06,0.0017015800112858415,0.31150001287460327,0.14949999749660492,0.460999995470047,0.05375000089406967,0.08150000125169754,-0.0002500000118743628,0.07000000029802322,0.6731625199317932,0.10340109467506409,0.4037233591079712,0.7139348983764648,-0.004791193
2,1375,-0.4151041401372174,-0.2079879883198001,-0.2961041401372174,0.32001201168019994,0.43598778586791775,0.0,0.0,0.0,0.0,0.19719316065311432,0.8510788083076477,-1.0,0.8860465288162231,0.3084745705127716,0.0,0.0,0.007375000044703484,0.0,0.0022154799662530422,0.0022668701130896807,7.994000043254346e-05,0.002803610172122717,0.39250001311302185,0.2524999976158142,0.6449999809265137,0.07874999940395355,0.08349999785423279,0.0,0.09674999862909317,-0.24782875180244446,0.9744917750358582,0.3951638638973236,0.226761594414711,-0.1860168
3,1376,-0.4148803881863149,-0.20780036869860283,-0.2958803881863149,0.32019963130139717,0.43597363222887126,0.00020409434980845492,3.945931279003556e-05,0.005204243945000479,0.13743428600545152,0.1974322348833084,0.8508678078651428,-1.0,0.8860465288162231,0.3084745705127716,0.0,0.0,0.014624999836087227,0.0001250000059371814,0.002261160174384713,0.002832160098478198,7.423000351991504e-05,0.0019413999980315566,0.44600000977516174,0.17649999260902405,0.6225000023841858,0.07724999636411667,0.09674999862909317,0.0002500000118743628,0.07774999737739563,0.6226240396499634,0.993990957736969,-0.7059917449951172,0.7219946384429932,-0.25662586
4,1377,-0.41500708531249686,-0.20771598463281052,-0.29600708531249686,0.32028401536718953,0.43612159434603776,6.065926545034683e-05,0.00017000230436848077,0.005063513896937486,0.1403662937993672,0.19795258343219757,0.8511857986450195,-1.0,0.8860465288162231,0.3084745705127716,0.0,0.0,0.0017500000540167093,0.0,0.0026323101483285427,0.0021526701748371124,0.0,0.00244959001429379,0.4189999997615814,0.21449999511241913,0.6334999799728394,0.0872500017285347,0.0807500034570694,-0.0002500000118743628,0.09125000238418579,0.18859624862670898,0.5052134394645691,-0.777824878692627,-0.45564529299736023,-0.19872801
5,1378,-0.4149520134737476,-0.20776354618565349,-0.2959520134737476,0.3202364538143465,0.4360492869283854,-4.476580464544272e-05,2.3014070593338487e-05,0.004955287638296732,0.14266358823826186,0.19765794277191162,0.8513288497924805,-1.0,0.8860465288162231,0.3084745705127716,0.0,0.0,0.005375000182539225,0.0,0.0025009801611304283,0.0024324599653482437,8.565000462112948e-05,0.001695870072580874,0.4320000112056732,0.15600000321865082,0.5879999995231628,0.08275000005960464,0.0872500017285347,0.0,0.07249999791383743,0.7154490947723389,0.9396822452545166,0.8154183626174927,0.3724181354045868,-0.272942
6,1379,-0.4150605846409476,-0.20782582723657164,-0.2960605846409476,0.3201741727634284,0.43607725311312145,-3.343708028170217e-05,-6.865162735070207e-05,0.004967037374679059,0.1424123707507614,0.19778601825237274,0.8512482047080994,-1.0,0.8860465288162231,0.3084745705127716,0.0,0.0,0.020500000566244125,0.0,0.0023182600270956755,0.0018272000597789884,8.565000462112948e-05,0.0020784400403499603,0.3630000054836273,0.18950000405311584,0.5525000095367432,0.08049999922513962,0.07249999791383743,0.0002500000118743628,0.08025000244379044,-0.39456015825271606,0.8412532806396484,0.6959369778633118,0.5746310353279114,-0.109829456
7,1380,-0.41514763290235707,-0.20784065516911746,-0.29614763290235707,0.3201593448308826,0.43612547111606453,-0.00012226214288091342,-4.819311466498083e-05,0.0048779759305549895,0.14432765331336786,0.197533518075943,0.8511426448822021,-1.0,0.8860465288162231,0.3084745705127716,0.0,0.0,0.03362499922513962,0.0,0.0015359900426119566,0.0023639400023967028,7.994000043254346e-05,0.002518109977245331,0.34150001406669617,0.22750000655651093,0.5690000057220459,0.06174999848008156,0.08550000190734863,0.0,0.08974999934434891,-0.11598236858844757,0.9880828261375427,0.8095995187759399,0.4898141324520111,-0.23378971
8,1381,-0.41506256480944087,-0.2079509770722477,-0.2960625648094409,0.32004902292775234,0.4359867192456134,-1.2376053083046346e-06,-7.82186472975295e-05,0.004999374324389894,0.14172326611681849,0.19733108580112457,0.8511175513267517,-1.0,0.8860465288162231,0.3084745705127716,0.0,0.0,0.048624999821186066,0.0,0.0014332099817693233,0.0017758100293576717,8.565000462112948e-05,0.0017929400783032179,0.2809999883174896,0.16449999809265137,0.445499986410141,0.057500001043081284,0.07074999809265137,0.0002500000118743628,0.07249999791383743,0.7062517404556274,0.5623116493225098,0.5968239307403564,0.0520615354180336,-0.040306214
9,1382,-0.41507540498774553,-0.20802289341066177,-0.29607540498774554,0.31997710658933826,0.4359426501042795,4.51424466322084e-05,-0.00011389890096519598,0.00504642797099603,0.1407264983994672,0.1975289136171341,0.8509305715560913,-1.0,0.8860465288162231,0.3084745705127716,0.0,0.0,0.0598750002682209,0.0,0.0024610101245343685,0.00211841007694602,7.423000351991504e-05,0.0018157800659537315,0.4009999930858612,0.1655000001192093,0.5665000081062317,0.08375000208616257,0.07975000143051147,0.0,0.07374999672174454,0.46939903497695923,0.9399913549423218,-0.7943881750106812,0.8030378222465515,-0.23614143
10,1383,-0.4150156734843048,-0.2077508775816436,-0.2960156734843048,0.32024912241835646,0.43610179930618725,2.9307078210048798e-05,0.00012506218162755892,0.0050308617786823705,0.1410554686717544,0.19749905169010162,0.8508086800575256,-1.0,0.8860465288162231,0.3084745705127716,0.0,0.0,0.045125000178813934,0.0,0.0016045100055634975,0.0026323101483285427,-2.8550000934046693e-05,0.002495269989594817,0.3709999918937683,0.22100000083446503,0.5920000076293945,0.06499999761581421,0.0925000011920929,-0.0002500000118743628,0.08874999731779099,0.4111226797103882,0.615705132484436,-0.4566340744495392,-0.12477564811706543,-0.24090764
